Seed,arrival rate,"(Good)","(Bad)"
400137271,0.0010000000,1.1004863069,2.0004924097
400137271,0.0234285714,1.1120302757,2.0120050842
400137271,0.0458571429,1.1240764889,2.0240256355
400137271,0.0682857143,1.1366544639,2.0366699800
400137271,0.0907142857,1.1496234741,2.0501520624
400137271,0.1131428571,1.1631436764,2.0644353989
400137271,0.1355714286,1.1771476519,2.0797096344
400137271,0.1580000000,1.1916526486,2.0960678029
400137271,0.1804285714,1.2067103796,2.1135600103
400137271,0.2028571429,1.2224264830,2.1322274968
400137271,0.2252857143,1.2386832253,2.1523324849
400137271,0.2477142857,1.2555298508,2.1739757723
400137271,0.2701428571,1.2730898355,2.1972705587
400137271,0.2925714286,1.2911668223,2.2226422479
400137271,0.3150000000,1.3098546721,2.2502665888
400137271,0.3374285714,1.3282439944,2.2813402118
400137271,0.3598571429,1.3474496742,2.3150541034
400137271,0.3822857143,1.3676952575,2.3515741872
400137271,0.4047142857,1.3886446813,2.3916377646
400137271,0.4271428571,1.4100230466,2.4360091116
400137271,0.4495714286,1.4334448081,2.4836982617
400137271,0.4720000000,1.4583108740,2.5360041215
400137271,0.4944285714,1.4816871455,2.5966612813
400137271,0.5168571429,1.5021677178,2.6680063741
400137271,0.5392857143,1.5216051827,2.7493121327
400137271,0.5617142857,1.5454231905,2.8365597251
400137271,0.5841428571,1.5717227966,2.9333064336
400137271,0.6065714286,1.5996152569,3.0425497173
400137271,0.6290000000,1.6242167952,3.1716221086
400137271,0.6514285714,1.6494367380,3.3197873376
400137271,0.6738571429,1.6737394884,3.4927581524
400137271,0.6962857143,1.6976138056,3.6953493249
400137271,0.7187142857,1.7228966970,3.9326748326
400137271,0.7411428571,1.7425709032,4.2214761987
400137271,0.7635714286,1.7567757482,4.5750461433
400137271,0.7860000000,1.7719271707,5.0053471386
400137271,0.8084285714,1.8002572158,5.5271429170
400137271,0.8308571429,1.8221773251,6.2015774223
400137271,0.8532857143,1.8469337842,7.0870700089
400137271,0.8757142857,1.8792391793,8.2955135265
400137271,0.8981428571,1.9156013085,10.0563009243
400137271,0.9205714286,1.9531795120,12.8333407245
400137271,0.9430000000,1.9923089775,17.8138553124
400137271,0.9654285714,2.0335976545,29.3757302449
400137271,0.9878571429,2.0764501420,85.7551987913
400137271,1.0102857143,151226.9626426763,161479.3785027848
400137271,1.0327142857,479454.3400130606,477999.5737189139
400137271,1.0551428571,788108.1986537493,786684.3767549802
400137271,1.0775714286,1083913.4514111795,1082519.2857544757
400137271,1.1000000000,1367655.9964504540,1366290.2776779353

