Seed,arrival rate,"(Good)","(Bad)"
400137271,0.0010000000,1.1004666837,2.0004910090
400137271,0.0234285714,1.1119085513,2.0120026714
400137271,0.0458571429,1.1239643734,2.0241514045
400137271,0.0682857143,1.1364227194,2.0370679117
400137271,0.0907142857,1.1494268614,2.0506115662
400137271,0.1131428571,1.1630176238,2.0648502582
400137271,0.1355714286,1.1774175591,2.0797468593
400137271,0.1580000000,1.1924641221,2.0955662345
400137271,0.1804285714,1.2084031204,2.1122633937
400137271,0.2028571429,1.2252343633,2.1299386278
400137271,0.2252857143,1.2431603774,2.1484667872
400137271,0.2477142857,1.2619199867,2.1682488020
400137271,0.2701428571,1.2819909902,2.1890181345
400137271,0.2925714286,1.3034371016,2.2111219996
400137271,0.3150000000,1.3261376416,2.2348302667
400137271,0.3374285714,1.3505684690,2.2599384313
400137271,0.3598571429,1.3767322471,2.2867626637
400137271,0.3822857143,1.4047078305,2.3156086767
400137271,0.4047142857,1.4349945332,2.3464394165
400137271,0.4271428571,1.4679281108,2.3793924209
400137271,0.4495714286,1.5038039563,2.4147943459
400137271,0.4720000000,1.5421329760,2.4538082239
400137271,0.4944285714,1.5845269208,2.4957140929
400137271,0.5168571429,1.6311546200,2.5415175599
400137271,0.5392857143,1.6817228870,2.5924116466
400137271,0.5617142857,1.7377103244,2.6481023092
400137271,0.5841428571,1.7999608061,2.7095604861
400137271,0.6065714286,1.8699133007,2.7777901851
400137271,0.6290000000,1.9487957838,2.8536522141
400137271,0.6514285714,2.0377738301,2.9391946428
400137271,0.6738571429,2.1398247028,3.0353799977
400137271,0.6962857143,2.2581062002,3.1446467751
400137271,0.7187142857,2.3960726381,3.2705317277
400137271,0.7411428571,2.5604909839,3.4168572989
400137271,0.7635714286,2.7569534293,3.5913423434
400137271,0.7860000000,2.9968142405,3.8009703091
400137271,0.8084285714,3.2959347482,4.0566070283
400137271,0.8308571429,3.6751378640,4.3766631712
400137271,0.8532857143,4.1699409101,4.7916805887
400137271,0.8757142857,4.8365801203,5.3582459024
400137271,0.8981428571,5.8037111659,6.1776867347
400137271,0.9205714286,7.3265501305,7.4780751178
400137271,0.9430000000,10.0500369137,9.7735134313
400137271,0.9654285714,16.4598257109,15.1590241113
400137271,0.9878571429,46.6959875155,40.1705827433
400137271,1.0102857143,15378.1967687509,15062.2610750860
400137271,1.0327142857,47344.0978435622,47586.8605029512
400137271,1.0551428571,78221.2584345123,78458.8820770038
400137271,1.0775714286,107813.1013653583,108045.7999177503
400137271,1.1000000000,136198.2119972443,136426.1863059488

