1431.2,66633.32,400137271,5847182,10000000,0.5847182,0.72,66633.32,400137271
1450.8,79226.35,400137271,5873024,10000000,0.5873024,0.73,79226.35,400137271
1470.4,91724.19,400137271,5898955,10000000,0.5898955,0.74,91724.19,400137271
1490,104332.17,400137271,5925219,10000000,0.5925219,0.75,104332.17,400137271
1509.6,116949.34,400137271,5951748,10000000,0.5951748,0.76,116949.34,400137271
1529.2,129579.64,400137271,5978508,10000000,0.5978508,0.77,129579.64,400137271
1548.8,142467.1,400137271,6005623,10000000,0.6005623,0.78,142467.1,400137271
1568.4,155137.52,400137271,6032703,10000000,0.6032703,0.79,155137.52,400137271
1588,168045.1,400137271,6060265,10000000,0.6060265,0.8,168045.1,400137271
1607.6,180986.46,400137271,6087852,10000000,0.6087852,0.81,180986.46,400137271
1627.2,193950.5,400137271,6115717,10000000,0.6115717,0.82,193950.5,400137271
1646.8,206887.33,400137271,6143668,10000000,0.6143668,0.83,206887.33,400137271
1666.4,220094.33,400137271,6172250,10000000,0.617225,0.84,220094.33,400137271
1686,233223.01,400137271,6200737,10000000,0.6200737,0.85,233223.01,400137271
1705.6,246630.85,400137271,6229836,10000000,0.6229836,0.86,246630.85,400137271
1725.2,260053.7,400137271,6258952,10000000,0.6258952,0.87,260053.7,400137271
1744.8,273624.93,400137271,6288531,10000000,0.6288531,0.88,273624.93,400137271
1764.4,287409.36,400137271,6318776,10000000,0.6318776,0.89,287409.36,400137271
1784,301272.89,400137271,6349036,10000000,0.6349036,0.9,301272.89,400137271
1803.6,315084.23,400137271,6379299,10000000,0.6379299,0.91,315084.23,400137271
1823.2,329133.28,400137271,6410145,10000000,0.6410145,0.92,329133.28,400137271
1842.8,343367.2,400137271,6441381,10000000,0.6441381,0.93,343367.2,400137271
1862.4,357563.34,400137271,6472441,10000000,0.6472441,0.94,357563.34,400137271
1882,371936.2,400137271,6504199,10000000,0.6504199,0.95,371936.2,400137271
1901.6,386441.74,400137271,6535973,10000000,0.6535973,0.96,386441.74,400137271
1921.2,400849.39,400137271,6567665,10000000,0.6567665,0.97,400849.39,400137271
1940.8,415648.72,400137271,6600283,10000000,0.6600283,0.98,415648.72,400137271
1960.4,430522.91,400137271,6633165,10000000,0.6633165,0.99,430522.91,400137271
1980,445724.77,400137271,6666710,10000000,0.666671,1,445724.77,400137271
