20,3.05,400137271,9951,10000000,0.0009951,0.01,,,0.01,3.05,400137271
39.7979798,2.99,400137271,8277,10000000,0.0008277,0.019899,,,0.019899,2.99,400137271
59.5959596,2.93,400137271,6726,10000000,0.0006726,0.029798,,,0.029798,2.93,400137271
79.3939394,2.87,400137271,5672,10000000,0.0005672,0.039697,,,0.039697,2.87,400137271
99.1919192,2.82,400137271,4610,10000000,0.000461,0.049596,,,0.049596,2.82,400137271
118.989899,2.77,400137271,3717,10000000,0.0003717,0.0594949,,,0.0594949,2.77,400137271
138.7878788,2.72,400137271,3024,10000000,0.0003024,0.0693939,,,0.0693939,2.72,400137271
158.5858586,2.68,400137271,2543,10000000,0.0002543,0.0792929,,,0.0792929,2.68,400137271
178.3838384,2.63,400137271,2156,10000000,0.0002156,0.0891919,,,0.0891919,2.63,400137271
198.1818182,2.59,400137271,1746,10000000,0.0001746,0.0990909,,,0.0990909,2.59,400137271
217.979798,2.55,400137271,1351,10000000,0.0001351,0.1089899,,,0.1089899,2.55,400137271
237.7777778,2.52,400137271,1103,10000000,0.0001103,0.1188889,,,0.1188889,2.52,400137271
257.5757576,2.48,400137271,941,10000000,0.0000941,0.1287879,,,0.1287879,2.48,400137271
277.3737374,2.45,400137271,835,10000000,0.0000835,0.1386869,,,0.1386869,2.45,400137271
297.1717172,2.42,400137271,733,10000000,0.0000733,0.1485859,,,0.1485859,2.42,400137271
316.969697,2.39,400137271,615,10000000,0.0000615,0.1584848,,,0.1584848,2.39,400137271
336.7676768,2.37,400137271,525,10000000,0.0000525,0.1683838,,,0.1683838,2.37,400137271
356.5656566,2.34,400137271,477,10000000,0.0000477,0.1782828,,,0.1782828,2.34,400137271
376.3636364,2.32,400137271,421,10000000,0.0000421,0.1881818,,,0.1881818,2.32,400137271
396.1616162,2.29,400137271,325,10000000,0.0000325,0.1980808,,,0.1980808,2.29,400137271
415.959596,2.27,400137271,289,10000000,0.0000289,0.2079798,,,0.2079798,2.27,400137271
435.7575758,2.25,400137271,256,10000000,0.0000256,0.2178788,,,0.2178788,2.25,400137271
455.5555556,2.23,400137271,225,10000000,0.0000225,0.2277778,,,0.2277778,2.23,400137271
475.3535354,2.21,400137271,209,10000000,0.0000209,0.2376768,,,0.2376768,2.21,400137271
495.1515152,2.19,400137271,197,10000000,0.0000197,0.2475758,,,0.2475758,2.19,400137271
514.9494949,2.18,400137271,162,10000000,0.0000162,0.2574747,,,0.2574747,2.18,400137271
534.7474747,2.16,400137271,138,10000000,0.0000138,0.2673737,,,0.2673737,2.16,400137271
554.5454545,2.15,400137271,110,10000000,0.000011,0.2772727,,,0.2772727,2.15,400137271
574.3434343,2.13,400137271,94,10000000,0.0000094,0.2871717,,,0.2871717,2.13,400137271
594.1414141,2.12,400137271,88,10000000,0.0000088,0.2970707,,,0.2970707,2.12,400137271
613.9393939,2.11,400137271,76,10000000,0.0000076,0.3069697,,,0.3069697,2.11,400137271
633.7373737,2.1,400137271,74,10000000,0.0000074,0.3168687,,,0.3168687,2.1,400137271
653.5353535,2.08,400137271,35,10000000,0.0000035,0.3267677,,,0.3267677,2.08,400137271
673.3333333,2.07,400137271,31,10000000,0.0000031,0.3366667,,,0.3366667,2.07,400137271
693.1313131,2.06,400137271,18,10000000,0.0000018,0.3465657,,,0.3465657,2.06,400137271
712.9292929,2.06,400137271,4,10000000,0.0000004,0.3564646,,,0.3564646,2.06,400137271
732.7272727,2.05,400137271,1,10000000,0.0000001,0.3663636,,,0.3663636,2.05,400137271
752.5252525,2.04,400137271,1,10000000,0.0000001,0.3762626,,,0.3762626,2.04,400137271
772.3232323,2.03,400137271,1,10000000,0.0000001,0.3861616,,,0.3861616,2.03,400137271
792.1212121,2.03,400137271,0,10000000,0,0.3960606,,,0.3960606,2.03,400137271
811.9191919,2.02,400137271,0,10000000,0,0.4059596,,,0.4059596,2.02,400137271
831.7171717,2.02,400137271,0,10000000,0,0.4158586,,,0.4158586,2.02,400137271
851.5151515,2.01,400137271,0,10000000,0,0.4257576,,,0.4257576,2.01,400137271
871.3131313,2.01,400137271,0,10000000,0,0.4356566,,,0.4356566,2.01,400137271
891.1111111,2,400137271,0,10000000,0,0.4455556,,,0.4455556,2,400137271
910.9090909,2,400137271,0,10000000,0,0.4554545,,,0.4554545,2,400137271
930.7070707,2,400137271,0,10000000,0,0.4653535,,,0.4653535,2,400137271
950.5050505,2,400137271,0,10000000,0,0.4752525,,,0.4752525,2,400137271
970.3030303,2,400137271,0,10000000,0,0.4851515,,,0.4851515,2,400137271
990.1010101,2,400137271,0,10000000,0,0.4950505,,,0.4950505,2,400137271
1009.89899,2,400137271,0,10000000,0,0.5049495,,,0.5049495,2,400137271
1029.69697,2,400137271,0,10000000,0,0.5148485,,,0.5148485,2,400137271
1049.49495,2,400137271,0,10000000,0,0.5247475,,,0.5247475,2,400137271
1069.292929,2,400137271,0,10000000,0,0.5346465,,,0.5346465,2,400137271
1089.090909,2,400137271,0,10000000,0,0.5445455,,,0.5445455,2,400137271
1108.888889,2,400137271,0,10000000,0,0.5544444,,,0.5544444,2,400137271
1128.686869,2.01,400137271,0,10000000,0,0.5643434,,,0.5643434,2.01,400137271
1148.484849,2.01,400137271,0,10000000,0,0.5742424,,,0.5742424,2.01,400137271
