1267.272727,2.05,400137271,7,10000000,0.0000007,0.63,,,,,0.63,2.05,400137271
1287.070707,2.05,400137271,8,10000000,0.0000008,0.64,,,,,0.64,2.05,400137271
1306.868687,2.06,400137271,28,10000000,0.0000028,0.65,,,,,0.65,2.06,400137271
1326.666667,2.07,400137271,33,10000000,0.0000033,0.66,,,,,0.66,2.07,400137271
1346.464647,2.08,400137271,35,10000000,0.0000035,0.67,,,,,0.67,2.08,400137271
1366.262626,2.09,400137271,43,10000000,0.0000043,0.68,,,,,0.68,2.09,400137271
1386.060606,2.11,400137271,60,10000000,0.000006,0.69,,,,,0.69,2.11,400137271
1405.858586,2.12,400137271,60,10000000,0.000006,0.7,,,,,0.7,2.12,400137271
1425.656566,2.13,400137271,67,10000000,0.0000067,0.71,,,,,0.71,2.13,400137271
1445.454546,2.15,400137271,86,10000000,0.0000086,0.72,,,,,0.72,2.15,400137271
1465.252525,2.16,400137271,110,10000000,0.000011,0.73,,,,,0.73,2.16,400137271
1485.050505,2.18,400137271,135,10000000,0.0000135,0.74,,,,,0.74,2.18,400137271
1504.848485,2.19,400137271,157,10000000,0.0000157,0.75,,,,,0.75,2.19,400137271
1524.646465,2.21,400137271,192,10000000,0.0000192,0.76,,,,,0.76,2.21,400137271
1544.444444,2.23,400137271,205,10000000,0.0000205,0.77,,,,,0.77,2.23,400137271
1564.242424,2.25,400137271,259,10000000,0.0000259,0.78,,,,,0.78,2.25,400137271
1584.040404,2.27,400137271,294,10000000,0.0000294,0.79,,,,,0.79,2.27,400137271
1603.838384,2.29,400137271,334,10000000,0.0000334,0.8,,,,,0.8,2.29,400137271
1623.636364,2.32,400137271,394,10000000,0.0000394,0.81,,,,,0.81,2.32,400137271
1643.434343,2.34,400137271,444,10000000,0.0000444,0.82,,,,,0.82,2.34,400137271
1663.232323,2.37,400137271,544,10000000,0.0000544,0.83,,,,,0.83,2.37,400137271
1683.030303,2.4,400137271,621,10000000,0.0000621,0.84,,,,,0.84,2.4,400137271
1702.828283,2.42,400137271,708,10000000,0.0000708,0.85,,,,,0.85,2.42,400137271
1722.626263,2.45,400137271,841,10000000,0.0000841,0.86,,,,,0.86,2.45,400137271
1742.424242,2.49,400137271,978,10000000,0.0000978,0.87,,,,,0.87,2.49,400137271
1762.222222,2.52,400137271,1204,10000000,0.0001204,0.88,,,,,0.88,2.52,400137271
1782.020202,2.56,400137271,1451,10000000,0.0001451,0.89,,,,,0.89,2.56,400137271
1801.818182,2.6,400137271,1751,10000000,0.0001751,0.9,,,,,0.9,2.6,400137271
1821.616162,2.64,400137271,2151,10000000,0.0002151,0.91,,,,,0.91,2.64,400137271
1841.414141,2.68,400137271,2761,10000000,0.0002761,0.92,,,,,0.92,2.68,400137271
1861.212121,2.72,400137271,3642,10000000,0.0003642,0.93,,,,,0.93,2.72,400137271
1881.010101,2.77,400137271,4489,10000000,0.0004489,0.94,,,,,0.94,2.77,400137271
1900.808081,2.82,400137271,5569,10000000,0.0005569,0.95,,,,,0.95,2.82,400137271
1920.606061,2.88,400137271,6995,10000000,0.0006995,0.96,,,,,0.96,2.88,400137271
1940.40404,2.93,400137271,8520,10000000,0.000852,0.97,,,,,0.97,2.93,400137271
1960.20202,2.99,400137271,10008,10000000,0.0010008,0.98,,,,,0.98,2.99,400137271
1980,3.06,400137271,11715,10000000,0.0011715,0.99,,,,,0.99,3.06,400137271
0,3.13,400137271,14177,10000000,0.0014177,1,,,,,1,3.13,400137271
