Seed,Arrival Rate,"(0.50,1)","(5.25,1)","(10.00,1)","(0.50,5)","(5.25,5)","(10.00,5)","(0.50,9)","(5.25,9)","(10.00,9)","(0.50,13)","(5.25,13)","(10.00,13)"
400137271,14.51734694,0.469288768,4.888634973,9.311644635,0.364114076,3.446424604,6.545214874,0.285572367,2.02873944,3.809477246,0.228792861,1.020135393,1.570915757
400137271,14.72040816,0.469612793,4.893547136,9.321016875,0.365047596,3.466222406,6.593008839,0.286876801,2.073584693,3.88772221,0.229025398,1.043380704,1.633962354
400137271,14.92346939,0.469964284,4.898273531,9.330423805,0.366117532,3.492981988,6.639818932,0.287780831,2.11324585,3.967851463,0.230035972,1.070938473,1.714707101
400137271,15.12653061,0.470041524,4.90285738,9.339155885,0.36693386,3.51095536,6.684985345,0.289099646,2.146689495,4.054905767,0.232190156,1.094630166,1.754811451
400137271,15.32959184,0.470602917,4.907689499,9.348611096,0.368178291,3.537296506,6.729291648,0.29020191,2.184787662,4.136321432,0.232866333,1.128526079,1.830655291
400137271,15.53265306,0.470733561,4.910005469,9.35347611,0.368754595,3.563835632,6.771506952,0.291346865,2.226629093,4.208961333,0.234232483,1.155935457,1.897516464
400137271,15.73571429,0.471170793,4.914352361,9.361560455,0.369691162,3.586840747,6.813229493,0.292258069,2.258094108,4.271931592,0.234972935,1.188557036,1.966521971
400137271,15.93877551,0.471396418,4.918818084,9.369401812,0.370653829,3.603979539,6.853673448,0.293391639,2.299437628,4.355204883,0.235450055,1.211893304,2.047153677
400137271,16.14183673,0.471967673,4.923364716,9.377527267,0.372073466,3.628047752,6.893716082,0.295086395,2.333327124,4.422553613,0.237192295,1.248066415,2.127714979
400137271,16.34489796,0.471942187,4.927680859,9.385461447,0.372509991,3.639173324,6.932499101,0.29587034,2.365233385,4.485538098,0.237816496,1.28365273,2.184885698
400137271,16.54795918,0.472147952,4.931786982,9.393241964,0.373916572,3.664847036,6.973163676,0.296587376,2.398736855,4.548985022,0.239524171,1.313541967,2.26789563
400137271,16.75102041,0.472390554,4.935350775,9.400744293,0.374511655,3.686825306,7.008785133,0.297801835,2.436444559,4.619000469,0.240257862,1.342275907,2.334929792
400137271,16.95408163,0.472777945,4.939558233,9.408168944,0.375449563,3.703935287,7.046460708,0.298723416,2.463504159,4.69443006,0.241626221,1.379883613,2.422557057
400137271,17.15714286,0.472890214,4.94289816,9.414710604,0.376599337,3.715451153,7.082436537,0.300411789,2.504427254,4.74669474,0.242479281,1.418847339,2.502088344
400137271,17.36020408,0.473156157,4.946799469,9.421752281,0.377147752,3.735577718,7.116455532,0.301775091,2.535955084,4.817221897,0.243116444,1.4365658,2.579323779
400137271,17.56326531,0.473349938,4.950047064,9.428150254,0.37787139,3.758537172,7.149021376,0.302485834,2.563542752,4.887587412,0.244180182,1.478200261,2.64954063
400137271,17.76632653,0.473694294,4.953403103,9.435234321,0.378919376,3.768838001,7.181628155,0.303058148,2.596899837,4.915169669,0.245556716,1.507852427,2.721195752
400137271,17.96938776,0.47390648,4.95660152,9.441233514,0.380120055,3.786560279,7.214180603,0.304702143,2.620969076,4.980420931,0.246831338,1.54256391,2.802032129
400137271,18.17244898,0.474226109,4.959978589,9.447152266,0.380660634,3.807049108,7.246231356,0.305640006,2.65632038,5.028950169,0.246938779,1.570036135,2.891593794
400137271,18.3755102,0.474317917,4.963098556,9.453321255,0.381388564,3.818506264,7.274364323,0.306565349,2.68413011,5.102769087,0.249024264,1.602014136,2.93776248
400137271,18.57857143,0.474536984,4.966235813,9.459603834,0.38234134,3.834925856,7.302141886,0.307980908,2.710920536,5.155889242,0.249912467,1.630383955,3.027695422
400137271,18.78163265,0.474707367,4.969458917,9.465330222,0.383237367,3.850146426,7.332015804,0.308052621,2.737139755,5.209244154,0.25049832,1.669237746,3.083414798
400137271,18.98469388,0.475159681,4.972143486,9.470759676,0.384175222,3.866638186,7.361733251,0.310386011,2.765017806,5.242811534,0.251528502,1.704281835,3.16777283
400137271,19.1877551,0.47521016,4.974703517,9.475810799,0.38510717,3.88091118,7.390121085,0.31091897,2.791687598,5.309819493,0.25273441,1.744317497,3.22440185
400137271,19.39081633,0.475491003,4.977791985,9.481494269,0.386049365,3.895694879,7.418023254,0.311863332,2.814324179,5.358374072,0.253604654,1.767896233,3.300350244
400137271,19.59387755,0.475688259,4.980696023,9.486369857,0.386635576,3.909455103,7.445373152,0.312932158,2.840077863,5.407489348,0.255002456,1.799399443,3.351494028
400137271,19.79693878,0.475824294,4.983082699,9.491545537,0.387524898,3.922219879,7.470630378,0.314209992,2.86357946,5.45566121,0.255634129,1.832815055,3.442016394
400137271,20,0.476231607,4.985993246,9.496934919,0.388254893,3.936199548,7.496134636,0.315043509,2.889750364,5.50175092,0.257358038,1.857517702,3.498371458
400137271,0.1,0.430034829,1.96659253,2.421103659,0,0,0,0,0,0,0,0,0
400137271,0.303061225,0.430425374,2.121092643,2.706724549,0.252719186,0.319171254,0.364114595,0,0,0,0,0,0
400137271,0.506122449,0.436107189,2.278955877,3.018103975,0.285908724,0.587021389,0.638865733,0,0,0,0,0,0
400137271,0.709183674,0.440362257,2.433965215,3.366239713,0.270177732,0.608425072,0.65538412,0,0,0,0,0,0
400137271,0.912244898,0.446527044,2.619772569,3.771935618,0.273703549,0.594632853,0.655832343,0,0.339058458,0.339058458,0,0,0
400137271,1.115306122,0.448876169,2.794944288,4.209258007,0.291586974,0.642319397,0.692929625,0.071885867,0.243213342,0.243213342,0,0,0
400137271,1.318367347,0.454135357,2.992366523,4.696084891,0.290733587,0.66913447,0.724585381,0.174755426,0.30621765,0.30621765,0,0,0
400137271,1.521428571,0.455856217,3.19934608,5.229854141,0.287331818,0.698549276,0.767332236,0.174725602,0.364029717,0.364029717,0,0,0
400137271,1.724489796,0.459274787,3.413244581,5.808103796,0.290481765,0.716023755,0.792857044,0.203180275,0.334291162,0.340080789,0,0,0
400137271,1.92755102,0.463706199,3.6376092,6.406963335,0.289785263,0.735248878,0.826174358,0.215631862,0.408889094,0.439602977,0,0,0
400137271,2.130612245,0.467277707,3.859075219,7.025069079,0.295326577,0.770986674,0.869376138,0.226009194,0.406412352,0.42719763,0,0,0
400137271,2.333673469,0.470816481,4.103509668,7.667048733,0.296033404,0.793846591,0.900036265,0.211862982,0.434487833,0.449795426,0,0,0
400137271,2.536734694,0.474217085,4.333713224,8.298533683,0.298108155,0.820941547,0.94379492,0.219171828,0.416748395,0.453423381,0,0,0
400137271,2.739795918,0.477559815,4.572993112,8.945662755,0.30152677,0.850558159,1.002244844,0.219435723,0.42601193,0.445299622,0.083728184,0.083728184,0.083728184
400137271,2.942857143,0.4819889,4.819135023,9.570138586,0.302989091,0.886439453,1.04581935,0.226619401,0.440042345,0.463131523,0.186573671,0.28502782,0.28502782
400137271,3.145918367,0.485690604,5.072200664,10.15612438,0.306030828,0.926243747,1.103800244,0.224689842,0.438869511,0.467811782,0.152706142,0.329019325,0.329019325
400137271,3.348979592,0.489430234,5.31381287,10.74684596,0.307996455,0.960740431,1.170491619,0.227192184,0.451237742,0.480704959,0.179761857,0.408863519,0.408863519
400137271,3.552040816,0.493552879,5.5620947,11.32420011,0.312038602,0.999870583,1.22719661,0.228283487,0.451667405,0.483299362,0.153364783,0.28485599,0.299933095
400137271,3.755102041,0.497056683,5.793641552,11.84108826,0.315958522,1.038793327,1.301309985,0.225463627,0.470922272,0.508968295,0.182399728,0.254068395,0.284711439
400137271,3.958163265,0.501602547,6.027464108,12.34582808,0.318027864,1.088078531,1.38416063,0.224919083,0.481924605,0.527382385,0.187468461,0.291648079,0.3135849
400137271,4.16122449,0.504888038,6.255117688,12.82510331,0.319131136,1.132649889,1.463678906,0.225812548,0.493967124,0.541032245,0.203758993,0.283755473,0.315584894
400137271,4.364285714,0.508620863,6.46844767,13.33367275,0.320164355,1.177400156,1.560573808,0.232516006,0.515936461,0.568533476,0.166493221,0.299004491,0.318954693
400137271,4.567346939,0.513836795,6.688786487,13.77825712,0.32354113,1.229505872,1.652531685,0.233504055,0.526212913,0.583776037,0.1774654,0.31802183,0.336618568
400137271,4.770408163,0.516069026,6.900373014,14.21077303,0.32517673,1.280412162,1.761936654,0.231612635,0.534066594,0.594503882,0.187195856,0.321982508,0.33844071
400137271,4.973469388,0.5209134,7.100420166,14.63184576,0.328484573,1.344898177,1.877626406,0.237665298,0.548798308,0.613860445,0.190163156,0.343626328,0.357061944
400137271,5.176530612,0.524216598,7.300976502,15.03113746,0.331044747,1.400928993,1.999437368,0.240222306,0.566628008,0.639832702,0.184789257,0.345408204,0.365987904
400137271,5.379591837,0.528519264,7.508272707,15.4067643,0.333635052,1.465389984,2.134117851,0.240744331,0.57908647,0.660071561,0.189908298,0.352149855,0.371826287
400137271,5.582653061,0.533229227,7.690921337,15.76866231,0.335588632,1.526596935,2.281720497,0.243328685,0.590857842,0.674804308,0.187181644,0.352319534,0.375113267
400137271,5.785714286,0.537476149,7.867977807,16.12867475,0.339086821,1.587957465,2.415315055,0.242859267,0.615018473,0.705587626,0.184861187,0.355990646,0.380972859
400137271,5.98877551,0.540940439,8.057615701,16.46734857,0.340662021,1.669827371,2.581157879,0.2442569,0.627762413,0.731332663,0.18497599,0.362182511,0.389968202
400137271,6.191836735,0.544914332,8.206958644,16.81618893,0.34159543,1.731750986,2.741071504,0.24739959,0.653144194,0.767052473,0.192178706,0.364368616,0.39379863
400137271,6.394897959,0.549391444,8.38614165,17.15060527,0.345317051,1.806094456,2.921550555,0.248879898,0.672474943,0.797503313,0.192046615,0.37692551,0.409944513
400137271,6.597959184,0.551422422,8.5529768,17.45929811,0.347982774,1.888650035,3.117505909,0.249741544,0.69470723,0.835031868,0.195341572,0.392894693,0.4250041
400137271,6.801020408,0.558601463,8.693700073,17.76029818,0.352080555,1.960260991,3.317370025,0.25242818,0.721359965,0.867413715,0.194708825,0.389399114,0.421895801
400137271,7.004081633,0.559785988,8.852371424,18.04533026,0.353041648,2.043516228,3.495764893,0.252833228,0.743935652,0.906582768,0.196114697,0.394210634,0.426935842
400137271,7.207142857,0.565101948,9.014068035,18.34482135,0.355573986,2.130940889,3.708140271,0.253977636,0.761488964,0.947149664,0.198578641,0.406447058,0.443945791
400137271,7.410204082,0.569017761,9.145607308,18.61549014,0.358592006,2.218369929,3.899529499,0.25746543,0.788262537,0.994093051,0.198793053,0.409243422,0.447838895
400137271,7.613265306,0.572149107,9.303359829,18.88635873,0.36266467,2.303102064,4.122830585,0.259330441,0.814684082,1.034105176,0.201667971,0.42588289,0.467753215
400137271,7.816326531,0.576261544,9.44311128,19.14361709,0.36378526,2.386069668,4.356762778,0.261312134,0.838101263,1.073292636,0.20052324,0.436549925,0.48619883
400137271,8.019387755,0.580508128,9.576080712,19.40728594,0.366873945,2.479057573,4.568541961,0.26135945,0.868082066,1.131014814,0.202646722,0.448015122,0.498534553
400137271,8.22244898,0.58461831,9.709874648,19.64513158,0.369397427,2.572306793,4.786358063,0.263640058,0.889584272,1.192899507,0.203386472,0.457864463,0.514204359
400137271,8.425510204,0.589402188,9.824140874,19.89191062,0.371379164,2.667898098,5.003629149,0.265978751,0.924741155,1.239373866,0.20755374,0.466028003,0.524484991
400137271,8.628571429,0.592497889,9.95429789,20.12428014,0.373992441,2.75415877,5.232012092,0.267446173,0.956447477,1.311675315,0.204888007,0.47370358,0.538648544
400137271,8.831632653,0.597381506,10.07261642,20.35582726,0.376818872,2.860995585,5.428778223,0.270624982,0.99683581,1.360792943,0.209047362,0.485258573,0.564358325
400137271,9.034693878,0.601190057,10.19390403,20.57450379,0.378506024,2.951691407,5.657003009,0.271793765,1.029280379,1.438293067,0.210402138,0.500034632,0.573292973
400137271,9.237755102,0.605591809,10.31181533,20.79924817,0.382792344,3.04086126,5.853008391,0.273234428,1.064479434,1.503590702,0.210519148,0.517128998,0.598495493
400137271,9.440816327,0.609704194,10.43014155,21.01939738,0.38559732,3.135659592,6.06352622,0.274853784,1.103399792,1.587942987,0.211286208,0.52971889,0.614778613
400137271,9.643877551,0.613028038,10.54014397,21.22912942,0.387744525,3.249724499,6.297914804,0.27774394,1.136268467,1.66746358,0.212620454,0.53708896,0.626246128
400137271,9.846938776,0.617008752,10.65087735,21.43840166,0.390517003,3.343662665,6.493716736,0.278794936,1.183123212,1.759891225,0.213380928,0.553486965,0.656259895
400137271,10.05,0.621913214,10.74331689,21.63830912,0.393249737,3.434177041,6.679216535,0.28097702,1.221568757,1.845250599,0.215529958,0.564622716,0.674096299
400137271,10.25306122,0.625584858,10.86255268,21.84241839,0.395928035,3.537347924,6.903799647,0.282316652,1.259725399,1.948945967,0.215095014,0.587580283,0.708342305
400137271,10.45612245,0.62907004,10.95853527,22.04187801,0.397648173,3.629054748,7.068882594,0.285655875,1.307857223,2.039313646,0.218282791,0.59761825,0.731126627
400137271,10.65918367,0.633354466,11.06151316,22.24473901,0.401461932,3.713778826,7.280089394,0.286967559,1.356054293,2.145525329,0.219706583,0.620298444,0.754970941
400137271,10.8622449,0.638493141,11.16444294,22.435949,0.404098288,3.807822478,7.489773259,0.289127288,1.397014839,2.269737014,0.220403388,0.638656159,0.784636984
400137271,11.06530612,0.641081577,11.2636209,22.61510806,0.406707025,3.913222341,7.666288261,0.290052563,1.447487047,2.361429623,0.222782451,0.650900091,0.80453706
400137271,11.26836735,0.645876829,11.35793666,22.79550708,0.409490144,3.994126497,7.837127395,0.292353725,1.492098568,2.493175181,0.223815859,0.675255225,0.847186278
400137271,11.47142857,0.650126594,11.45470109,22.9790096,0.413015534,4.08446079,8.020927367,0.294197288,1.544231456,2.600403222,0.225199102,0.685894027,0.878619967
400137271,11.6744898,0.654149872,11.54487435,23.15385064,0.414578525,4.179475462,8.2034698,0.295817663,1.602503717,2.724691361,0.226633457,0.70838339,0.90904087
400137271,11.87755102,0.657691571,11.63145843,23.32681508,0.417777355,4.268783139,8.373529793,0.298000442,1.645576,2.865430107,0.227479586,0.725268337,0.949925365
400137271,12.08061224,0.661818956,11.72788758,23.49148144,0.420552862,4.361996748,8.523299347,0.300816787,1.703362809,2.996053727,0.228900874,0.7495564,0.984755724
400137271,12.28367347,0.666424206,11.81043472,23.65590757,0.423434499,4.436084833,8.701568584,0.302479361,1.765567709,3.098133495,0.231101516,0.766270148,1.019921872
400137271,12.48673469,0.669223586,11.89861102,23.82649997,0.426197155,4.520611889,8.863893398,0.304278213,1.814492945,3.242625341,0.231979868,0.794770144,1.073600808
400137271,12.68979592,0.673920605,11.98355175,23.98169086,0.429959597,4.604505266,9.015587182,0.305842617,1.880177009,3.369984096,0.234077601,0.814537082,1.128968032
400137271,12.89285714,0.677202373,12.06325547,24.14145,0.431565797,4.682684697,9.155552459,0.308038387,1.939648365,3.530201548,0.235050674,0.842611746,1.161297825
400137271,13.09591837,0.682752261,12.14864709,24.29372218,0.435263205,4.773843514,9.335918898,0.310755298,1.997973864,3.658965718,0.236646852,0.866862467,1.202236582
400137271,13.29897959,0.685738326,12.22838795,24.44544097,0.437745582,4.84579222,9.503383895,0.312502688,2.049364904,3.804360569,0.238522732,0.893456933,1.26087583
400137271,13.50204082,0.689815113,12.30380449,24.59573645,0.440070444,4.932810712,9.613215235,0.314273752,2.102929437,3.924969987,0.240212528,0.917413434,1.317503752
400137271,13.70510204,0.69477697,12.37705962,24.74793438,0.44337366,5.016408867,9.765526198,0.316205347,2.176355462,4.068476398,0.241608356,0.938224349,1.387264225
400137271,13.90816327,0.697797722,12.45666589,24.89547832,0.44585368,5.084259894,9.911411213,0.318898043,2.232018081,4.226114467,0.242439701,0.978583532,1.452865688
400137271,14.11122449,0.701101323,12.53693253,25.03485455,0.449218462,5.160665956,10.05560029,0.321222912,2.290438311,4.353887554,0.244416534,1.009496464,1.496182488
400137271,14.31428571,0.705692619,12.61016469,25.18589072,0.452176494,5.236148179,10.19868762,0.322326135,2.358021217,4.481886154,0.245619345,1.028522544,1.579624178
400137271,14.51734694,0.709808346,12.6828368,25.32600003,0.45470586,5.315714236,10.34093718,0.324927572,2.416263494,4.635751113,0.248004998,1.073599798,1.642777555
400137271,14.72040816,0.713286733,12.75600582,25.46500157,0.458654408,5.374025503,10.4808008,0.32768189,2.487368366,4.759833461,0.248152995,1.100607392,1.7149519
