Seed,Arrival Rate,"(0.50,1)","(5.25,1)","(10.00,1)","(0.50,5)","(5.25,5)","(10.00,5)","(0.50,9)","(5.25,9)","(10.00,9)","(0.50,13)","(5.25,13)","(10.00,13)","(0.50,17)","(5.25,17)","(10.00,17)",,,,,,,,,,,,,,,,,,,,
400137271,26,1.923193071,0.18463003,0.097791071,1.615448755,0.163406138,0.089734321,1.308945042,0.145118947,0.082654552,1.009614388,0.129588629,0.076470967,0.742990886,0.116289537,0.070965983,,,,,,,,,,,,,,,,,,,,
400137271,27,1.925468103,0.184733736,0.097809646,1.629237293,0.163940542,0.089857526,1.334023436,0.145929982,0.082861921,1.044474578,0.130438485,0.076719655,0.77833262,0.117283816,0.071299504,,,,,,,,,,,,,,,,,,,,
400137271,28,1.928050967,0.184872241,0.097854197,1.642618019,0.164374946,0.089996843,1.357637188,0.146586586,0.083057003,1.076543984,0.131339166,0.076944136,0.813849359,0.118163651,0.071520196,,,,,,,,,,,,,,,,,,,,
400137271,29,1.930588529,0.184981094,0.097864213,1.65499548,0.164901128,0.090128083,1.379982661,0.147361605,0.083229048,1.106526096,0.132143321,0.077142246,0.848948952,0.119060986,0.071753706,,,,,,,,,,,,,,,,,,,,
400137271,30,1.93294981,0.185126933,0.0979141,1.666723141,0.165360397,0.090220399,1.400642016,0.148012911,0.083411607,1.135946926,0.132898882,0.077377894,0.881383032,0.119815193,0.071997243,,,,,,,,,,,,,,,,,,,,
400137271,1,0.396454023,0.485020004,0.491833459,0.000908573,0.002455953,0.00270924,0,0.0000006,0.0000006,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
400137271,2,0.586011186,0.653475904,0.659469001,0.014237173,0.030903512,0.033228877,4.11983E-05,0.000138781,0.000160774,0.0000002,0.0000002,0.0000002,0,0,0,,,,,,,,,,,,,,,,,,,,
400137271,3,0.692710695,0.739180081,0.743997759,0.053655991,0.096745231,0.102422203,0.000675343,0.002001187,0.002277598,0.0000022,0.0000062,8.3999E-06,0,0,0,,,,,,,,,,,,,,,,,,,,
400137271,4,0.759269196,0.790985777,0.794962407,0.116973206,0.180594423,0.188331695,0.003941399,0.0102516,0.01142085,3.85985E-05,0.000135182,0.000155376,0,0.0000008,0.000001,,,,,,,,,,,,,,,,,,,,
400137271,5,0.803362872,0.825916714,0.829105191,0.1921455,0.263734189,0.272884528,0.013525346,0.030254866,0.033055543,0.000271726,0.00086505,0.001021155,0.0000024,8.7999E-06,9.9999E-06,,,,,,,,,,,,,,,,,,,,
400137271,6,0.834642752,0.85069925,0.853491986,0.269048369,0.33889717,0.348062802,0.032626384,0.063285329,0.068077261,0.001312474,0.003765162,0.004327186,1.87996E-05,7.53942E-05,8.95919E-05,,,,,,,,,,,,,,,,,,,,
400137271,7,0.857761844,0.869324837,0.871783704,0.340679039,0.40350211,0.412161821,0.062112771,0.105671273,0.112325213,0.004152675,0.010693796,0.012013699,0.000103189,0.00037366,0.000445401,,,,,,,,,,,,,,,,,,,,
400137271,8,0.875363119,0.883949059,0.886053383,0.404005151,0.459423878,0.467336225,0.10044794,0.154038018,0.161992545,0.010471167,0.023979611,0.026549279,0.000435209,0.001437728,0.001632926,,,,,,,,,,,,,,,,,,,,
400137271,9,0.889050468,0.89551745,0.89733516,0.460462625,0.506924352,0.514123968,0.144371456,0.203019306,0.211446996,0.021422225,0.043901271,0.047716915,0.001401232,0.004092379,0.004707322,,,,,,,,,,,,,,,,,,,,
400137271,10,0.900061959,0.90522144,0.906733867,0.508486349,0.546970964,0.553346708,0.192078765,0.251524718,0.260360127,0.038296311,0.070228184,0.075501484,0.003642078,0.009406265,0.010679304,,,,,,,,,,,,,,,,,,,,
400137271,11,0.909085415,0.913166128,0.914569384,0.550291896,0.581453797,0.587891538,0.239903225,0.296502312,0.305059631,0.060818623,0.101498177,0.107992919,0.007868377,0.018627592,0.020681588,,,,,,,,,,,,,,,,,,,,
400137271,12,0.916711695,0.919884948,0.92111214,0.58608803,0.611503104,0.617266286,0.28640979,0.338659104,0.347205201,0.089577013,0.136246001,0.143350229,0.014836726,0.032086451,0.035559576,,,,,,,,,,,,,,,,,,,,
400137271,13,0.923066772,0.925688466,0.926755649,0.617100398,0.637785807,0.642856592,0.33045389,0.377317497,0.385460913,0.121073427,0.171319863,0.179445575,0.025679903,0.049900772,0.05418361,,,,,,,,,,,,,,,,,,,,
400137271,14,0.928525666,0.930665835,0.931644123,0.643604813,0.660964801,0.665641032,0.371557556,0.413183791,0.420483932,0.155400097,0.206847584,0.215237573,0.04023072,0.071764208,0.076718365,,,,,,,,,,,,,,,,,,,,
400137271,15,0.933304453,0.935109649,0.935954437,0.666843816,0.681619556,0.685743228,0.408464033,0.445377011,0.451960967,0.191071353,0.241984346,0.249963661,0.059205701,0.096456164,0.102370814,,,,,,,,,,,,,,,,,,,,
400137271,16,0.937444275,0.938966582,0.939722613,0.687720235,0.69966574,0.703525329,0.443065541,0.474650504,0.480819643,0.226593059,0.275066995,0.283090732,0.08101792,0.122869632,0.130024594,,,,,,,,,,,,,,,,,,,,
400137271,17,0.941189799,0.942425139,0.943135208,0.706178773,0.715807289,0.719550799,0.474238218,0.501044014,0.506956145,0.261783456,0.30667313,0.314784358,0.105591132,0.151318736,0.158439084,,,,,,,,,,,,,,,,,,,,
400137271,18,0.944468377,0.945479895,0.946078123,0.722559857,0.730646118,0.73390516,0.502073308,0.525132467,0.530763957,0.295760738,0.336877054,0.34383501,0.132661067,0.178775315,0.187268098,,,,,,,,,,,,,,,,,,,,
400137271,19,0.947372332,0.948235037,0.94881642,0.736819533,0.744037985,0.74710175,0.527951887,0.547414451,0.552906351,0.327845069,0.364496037,0.372000746,0.160770646,0.206657045,0.215266908,,,,,,,,,,,,,,,,,,,,
400137271,20,0.949981823,0.95072193,0.951271,0.750195371,0.756065606,0.758801839,0.550735882,0.567472582,0.572968323,0.357977318,0.390960066,0.397690632,0.189918177,0.234657255,0.24214776,,,,,,,,,,,,,,,,,,,,
400137271,21,0.95235742,0.952992263,0.953478333,0.762093876,0.767014093,0.769627152,0.572108818,0.586325958,0.590998179,0.386306828,0.415629245,0.421936112,0.21879155,0.261117084,0.268610102,,,,,,,,,,,,,,,,,,,,
400137271,22,0.954526354,0.955072563,0.955582596,0.772818876,0.777172137,0.779642306,0.591407957,0.603501254,0.608083992,0.412366737,0.438089955,0.444358901,0.247819474,0.287049577,0.294081612,,,,,,,,,,,,,,,,,,,,
400137271,23,0.956508793,0.956990608,0.957416619,0.782466452,0.786309453,0.788747164,0.608863425,0.619746484,0.623801226,0.437041183,0.459777425,0.466031246,0.274686307,0.310896427,0.318621653,,,,,,,,,,,,,,,,,,,,
400137271,24,0.95834423,0.958750224,0.959103779,0.791760194,0.79473114,0.79711818,0.625401511,0.634163104,0.638105556,0.45944369,0.479717075,0.485215747,0.301727782,0.334433113,0.341792026,,,,Seed,Arrival Rate,"(0.50,1)","(5.25,1)","(10.00,1)","(0.50,5)","(5.25,5)","(10.00,5)","(0.50,9)","(5.25,9)","(10.00,9)","(0.50,13)","(5.25,13)","(10.00,13)","(0.50,17)","(5.25,17)","(10.00,17)"
400137271,25,0.959980163,0.960307982,0.960630184,0.800037433,0.802739792,0.804720478,0.640028728,0.648018328,0.651487196,0.481487074,0.498253777,0.5033679,0.326937561,0.356833991,0.363084089,,,,400137271,1,0.396454023,0.485020004,0.491833459,0.000908573,0.002455953,0.00270924,0,0.0000006,0.0000006,0,0,0,0,0,0
400137271,26,0.961529912,0.961848853,0.962174008,0.807768314,0.810191903,0.811953813,0.654001786,0.660553841,0.664219617,0.500516363,0.515582,0.520647037,0.351067605,0.377720365,0.384486724,,,,400137271,2,0.586011186,0.653475904,0.659469001,0.014237173,0.030903512,0.033228877,4.11983E-05,0.000138781,0.000160774,0.0000002,0.0000002,0.0000002,0,0,0
400137271,27,0.962973082,0.963187331,0.963546571,0.814824806,0.817044404,0.818563458,0.666647577,0.672895534,0.676218256,0.519016901,0.532089024,0.537173574,0.373925303,0.397722653,0.404201535,,,,400137271,3,0.692710695,0.739180081,0.743997759,0.053655991,0.096745231,0.102422203,0.000675343,0.002001187,0.002277598,0.0000022,0.0000062,8.3999E-06,0,0,0
400137271,28,0.964284049,0.964505102,0.96479504,0.821347917,0.823247071,0.824973252,0.678599282,0.683903817,0.68676841,0.536212023,0.547539576,0.552152279,0.395506879,0.417074975,0.421891355,,,,400137271,4,0.759269196,0.790985777,0.794962407,0.116973206,0.180594423,0.188331695,0.003941399,0.0102516,0.01142085,3.85985E-05,0.000135182,0.000155376,0,0.0000008,0.000001
400137271,29,0.965528479,0.965730337,0.965968436,0.827569473,0.829284197,0.830839522,0.689788774,0.694360649,0.697288087,0.551944185,0.562141477,0.566039288,0.415999937,0.434141912,0.439785896,,,,400137271,5,0.803362872,0.825916714,0.829105191,0.1921455,0.263734189,0.272884528,0.013525346,0.030254866,0.033055543,0.000271726,0.00086505,0.001021155,0.0000024,8.7999E-06,9.9999E-06
400137271,30,0.966678393,0.966836761,0.967090353,0.833301222,0.834775596,0.836126863,0.70009438,0.70409073,0.706788145,0.567060653,0.575765078,0.579731791,0.434599577,0.451068255,0.456635052,,,,400137271,6,0.834642752,0.85069925,0.853491986,0.269048369,0.33889717,0.348062802,0.032626384,0.063285329,0.068077261,0.001312474,0.003765162,0.004327186,1.87996E-05,7.53942E-05,8.95919E-05
,,,,,,,,,,,,,,,,,,,,400137271,7,0.857761844,0.869324837,0.871783704,0.340679039,0.40350211,0.412161821,0.062112771,0.105671273,0.112325213,0.004152675,0.010693796,0.012013699,0.000103189,0.00037366,0.000445401
,,,,,,,,,,,,,,,,,,,,400137271,8,0.875363119,0.883949059,0.886053383,0.404005151,0.459423878,0.467336225,0.10044794,0.154038018,0.161992545,0.010471167,0.023979611,0.026549279,0.000435209,0.001437728,0.001632926
,,,,,,,,,,,,,,,,,,,,400137271,9,0.889050468,0.89551745,0.89733516,0.460462625,0.506924352,0.514123968,0.144371456,0.203019306,0.211446996,0.021422225,0.043901271,0.047716915,0.001401232,0.004092379,0.004707322
,,,,,,,,,,,,,,,,,,,,400137271,10,0.900061959,0.90522144,0.906733867,0.508486349,0.546970964,0.553346708,0.192078765,0.251524718,0.260360127,0.038296311,0.070228184,0.075501484,0.003642078,0.009406265,0.010679304
,,,,,,,,,,,,,,,,,,,,400137271,11,0.909085415,0.913166128,0.914569384,0.550291896,0.581453797,0.587891538,0.239903225,0.296502312,0.305059631,0.060818623,0.101498177,0.107992919,0.007868377,0.018627592,0.020681588
,,,,,,,,,,,,,,,,,,,,400137271,12,0.916711695,0.919884948,0.92111214,0.58608803,0.611503104,0.617266286,0.28640979,0.338659104,0.347205201,0.089577013,0.136246001,0.143350229,0.014836726,0.032086451,0.035559576
,,,,,,,,,,,,,,,,,,,,400137271,13,0.923066772,0.925688466,0.926755649,0.617100398,0.637785807,0.642856592,0.33045389,0.377317497,0.385460913,0.121073427,0.171319863,0.179445575,0.025679903,0.049900772,0.05418361
,,,,,,,,,,,,,,,,,,,,400137271,14,0.928525666,0.930665835,0.931644123,0.643604813,0.660964801,0.665641032,0.371557556,0.413183791,0.420483932,0.155400097,0.206847584,0.215237573,0.04023072,0.071764208,0.076718365
,,,,,,,,,,,,,,,,,,,,400137271,15,0.933304453,0.935109649,0.935954437,0.666843816,0.681619556,0.685743228,0.408464033,0.445377011,0.451960967,0.191071353,0.241984346,0.249963661,0.059205701,0.096456164,0.102370814
,,,,,,,,,,,,,,,,,,,,400137271,16,0.937444275,0.938966582,0.939722613,0.687720235,0.69966574,0.703525329,0.443065541,0.474650504,0.480819643,0.226593059,0.275066995,0.283090732,0.08101792,0.122869632,0.130024594
,,,,,,,,,,,,,,,,,,,,400137271,17,0.941189799,0.942425139,0.943135208,0.706178773,0.715807289,0.719550799,0.474238218,0.501044014,0.506956145,0.261783456,0.30667313,0.314784358,0.105591132,0.151318736,0.158439084
,,,,,,,,,,,,,,,,,,,,400137271,18,0.944468377,0.945479895,0.946078123,0.722559857,0.730646118,0.73390516,0.502073308,0.525132467,0.530763957,0.295760738,0.336877054,0.34383501,0.132661067,0.178775315,0.187268098
,,,,,,,,,,,,,,,,,,,,400137271,19,0.947372332,0.948235037,0.94881642,0.736819533,0.744037985,0.74710175,0.527951887,0.547414451,0.552906351,0.327845069,0.364496037,0.372000746,0.160770646,0.206657045,0.215266908
,,,,,,,,,,,,,,,,,,,,400137271,20,0.949981823,0.95072193,0.951271,0.750195371,0.756065606,0.758801839,0.550735882,0.567472582,0.572968323,0.357977318,0.390960066,0.397690632,0.189918177,0.234657255,0.24214776
,,,,,,,,,,,,,,,,,,,,400137271,21,0.95235742,0.952992263,0.953478333,0.762093876,0.767014093,0.769627152,0.572108818,0.586325958,0.590998179,0.386306828,0.415629245,0.421936112,0.21879155,0.261117084,0.268610102
,,,,,,,,,,,,,,,,,,,,400137271,22,0.954526354,0.955072563,0.955582596,0.772818876,0.777172137,0.779642306,0.591407957,0.603501254,0.608083992,0.412366737,0.438089955,0.444358901,0.247819474,0.287049577,0.294081612
,,,,,,,,,,,,,,,,,,,,400137271,23,0.956508793,0.956990608,0.957416619,0.782466452,0.786309453,0.788747164,0.608863425,0.619746484,0.623801226,0.437041183,0.459777425,0.466031246,0.274686307,0.310896427,0.318621653
,,,,,,,,,,,,,,,,,,,,400137271,24,0.95834423,0.958750224,0.959103779,0.791760194,0.79473114,0.79711818,0.625401511,0.634163104,0.638105556,0.45944369,0.479717075,0.485215747,0.301727782,0.334433113,0.341792026
,,,,,,,,,,,,,,,,,,,,400137271,25,0.959980163,0.960307982,0.960630184,0.800037433,0.802739792,0.804720478,0.640028728,0.648018328,0.651487196,0.481487074,0.498253777,0.5033679,0.326937561,0.356833991,0.363084089
,,,,,,,,,,,,,,,,,,,,400137271,26,0.961529912,0.961848853,0.962174008,0.807768314,0.810191903,0.811953813,0.654001786,0.660553841,0.664219617,0.500516363,0.515582,0.520647037,0.351067605,0.377720365,0.384486724
,,,,,,,,,,,,,,,,,,,,400137271,27,0.962973082,0.963187331,0.963546571,0.814824806,0.817044404,0.818563458,0.666647577,0.672895534,0.676218256,0.519016901,0.532089024,0.537173574,0.373925303,0.397722653,0.404201535
,,,,,,,,,,,,,,,,,,,,400137271,28,0.964284049,0.964505102,0.96479504,0.821347917,0.823247071,0.824973252,0.678599282,0.683903817,0.68676841,0.536212023,0.547539576,0.552152279,0.395506879,0.417074975,0.421891355
,,,,,,,,,,,,,,,,,,,,400137271,29,0.965528479,0.965730337,0.965968436,0.827569473,0.829284197,0.830839522,0.689788774,0.694360649,0.697288087,0.551944185,0.562141477,0.566039288,0.415999937,0.434141912,0.439785896
,,,,,,,,,,,,,,,,,,,,400137271,30,0.966678393,0.966836761,0.967090353,0.833301222,0.834775596,0.836126863,0.70009438,0.70409073,0.706788145,0.567060653,0.575765078,0.579731791,0.434599577,0.451068255,0.456635052
