Seed,arrival rate,"(BEB,5,1.00,0.50)","(BEB,5,1.00,1.00)","(BEB,5,1.00,1.50)","(BEB,5,1.00,2.00)","(BEB,5,1.00,2.50)","(BEB,5,1.00,3.00)","(BEB,10,1.00,0.50)","(BEB,10,1.00,1.00)","(BEB,10,1.00,1.50)","(BEB,10,1.00,2.00)","(BEB,10,1.00,2.50)","(BEB,10,1.00,3.00)"
400137271,1.3067959184,0.4320345441,0.4720742880,0.4730051897,0.4902014597,0.4901988514,0.4902025003,0.4226421454,0.4322532980,0.4350410163,0.4680525094,0.4443673496,0.4454943993
400137271,1.3884081633,0.4155587352,0.4632515024,0.4739435856,0.4902013749,0.4902010654,0.4902009520,0.4260851538,0.4294822563,0.4588083411,0.4711465193,0.4402304820,0.4716133233
400137271,1.4700204082,0.4417811034,0.4721352448,0.4900262919,0.4901998998,0.4902021498,0.4902052814,0.3890492014,0.4571504923,0.4611928892,0.4662406146,0.4737032119,0.4768436843
400137271,1.5516326531,0.4289684364,0.4761676577,0.4902004584,0.4901998381,0.4902002425,0.4902004839,0.3997809609,0.4633888385,0.4693319856,0.4687880579,0.4868088256,0.4159765629
400137271,1.6332448980,0.4734862147,0.4290874883,0.4902016255,0.4902023526,0.4902053947,0.8224911966,0.4039206961,0.4422757406,0.4512090633,0.4764616556,0.4416054741,0.8588853760
400137271,1.7148571429,0.4648701796,0.4448879532,0.4902021550,0.4902000010,0.4901992323,0.9459876029,0.3868322859,0.4637227757,0.4685554832,0.4723323513,0.4859840856,0.8478480032
400137271,1.7964693878,0.4720742880,0.4730051897,0.4902014597,0.4901988514,0.4902025003,0.8129821615,0.4322532980,0.4350410163,0.4680525094,0.4443673496,0.4454943993,0.7980236275
400137271,1.8780816327,0.4632515024,0.4739435856,0.4902013749,0.4902010654,0.4902009520,0.9013149552,0.4294822563,0.4588083411,0.4711465193,0.4402304820,0.4716133233,0.8118278700
400137271,1.9596938776,0.4721352448,0.4900262919,0.4901998998,0.4902021498,0.4902052814,0.9469947273,0.4571504923,0.4611928892,0.4662406146,0.4737032119,0.4768436843,0.9238376646
400137271,2.0413061224,0.4761676577,0.4902004584,0.4901998381,0.4902002425,0.4902004839,0.9509928368,0.4633888385,0.4693319856,0.4687880579,0.4868088256,0.4159765629,0.9231975940
400137271,2.1229183673,0.4290874883,0.4902016255,0.4902023526,0.4902053947,0.8224911966,1.2250424498,0.4422757406,0.4512090633,0.4764616556,0.4416054741,0.8588853760,1.0874195594
400137271,2.2045306122,0.4448879532,0.4902021550,0.4902000010,0.4901992323,0.9459876029,1.3212411589,0.4637227757,0.4685554832,0.4723323513,0.4859840856,0.8478480032,1.1396376479
400137271,2.2861428571,0.4730051897,0.4902014597,0.4901988514,0.4902025003,0.8129821615,1.2956629635,0.4350410163,0.4680525094,0.4443673496,0.4454943993,0.7980236275,1.3039645489
400137271,2.3677551020,0.4739435856,0.4902013749,0.4902010654,0.4902009520,0.9013149552,1.2650647361,0.4588083411,0.4711465193,0.4402304820,0.4716133233,0.8118278700,1.2067713820
400137271,2.4493673469,0.4900262919,0.4901998998,0.4902021498,0.4902052814,0.9469947273,1.2192961307,0.4611928892,0.4662406146,0.4737032119,0.4768436843,0.9238376646,1.2107547517
