Seed,arrival rate,"(3,5,0.50,0.50)","(3,5,0.50,2.00)","(3,5,0.50,3.50)","(3,5,1.00,0.50)","(3,5,1.00,2.00)","(3,5,1.00,3.50)","(3,5,1.50,0.50)","(3,5,1.50,2.00)","(3,5,1.50,3.50)","(3,10,0.50,0.50)","(3,10,0.50,2.00)","(3,10,0.50,3.50)","(3,10,1.00,0.50)","(3,10,1.00,2.00)","(3,10,1.00,3.50)","(3,10,1.50,0.50)","(3,10,1.50,2.00)","(3,10,1.50,3.50)"
400137271,2.7273636364,10435.3997727580,78253.3152580419,271640.4311882381,57465.5008869558,276276.4784836685,187687.7437410699,48580.9696149977,453723.1526985649,697353.7737619923,43519.7471870756,65964.8217643050,164276.3992347247,32986.4909795055,240540.8976558828,284091.4735662755,67989.5350775460,420971.7588980115,738619.7073840967
400137271,2.7576565657,66016.2471402822,221201.2385961419,171208.1697493393,59546.8228868705,447178.4600566085,679460.4730947323,70000.1837047736,235704.7595986265,41038.6086593848,48840.8923027753,227469.9393868008,529369.9776535825,79960.2543434000,412881.4884858322,8749.8901680585,51405.2435570757,193265.7678377036,136994.2227682775
400137271,2.7879494949,46356.8859971053,269983.5892388136,177844.3686230548,70221.7306806921,445898.5986270650,689921.3722760559,76332.4743852168,132294.1391836995,49613.3295496609,48604.0569055262,282719.4018392925,490317.4458858490,53813.6014761104,436573.5712514760,18193.2370233321,72307.8291271064,269846.6072767446,242507.9408616349
400137271,2.8182424242,57465.5008869558,276276.4784836685,187687.7437410699,48580.9696149977,453723.1526985649,697353.7737619923,78253.3152580419,271640.4311882381,58933.0949929302,32986.4909795055,240540.8976558828,284091.4735662755,67989.5350775460,420971.7588980115,738619.7073840967,65964.8217643050,164276.3992347247,151696.8715116287
400137271,2.8485353535,59546.8228868705,447178.4600566085,679460.4730947323,70000.1837047736,235704.7595986265,41038.6086593848,221201.2385961419,171208.1697493393,935877.2908181908,79960.2543434000,412881.4884858322,8749.8901680585,51405.2435570757,193265.7678377036,136994.2227682775,227469.9393868008,529369.9776535825,91300.7760410805
400137271,2.8788282828,70221.7306806921,445898.5986270650,689921.3722760559,76332.4743852168,132294.1391836995,49613.3295496609,269983.5892388136,177844.3686230548,943204.2431711172,53813.6014761104,436573.5712514760,18193.2370233321,72307.8291271064,269846.6072767446,242507.9408616349,282719.4018392925,490317.4458858490,104222.2718682202
400137271,2.9091212121,48580.9696149977,453723.1526985649,697353.7737619923,78253.3152580419,271640.4311882381,58933.0949929302,276276.4784836685,187687.7437410699,952250.5652414038,67989.5350775460,420971.7588980115,738619.7073840967,65964.8217643050,164276.3992347247,151696.8715116287,240540.8976558828,284091.4735662755,123427.1983418933
400137271,2.9394141414,70000.1837047736,235704.7595986265,41038.6086593848,221201.2385961419,171208.1697493393,935877.2908181908,447178.4600566085,679460.4730947323,1827267.2517982021,51405.2435570757,193265.7678377036,136994.2227682775,227469.9393868008,529369.9776535825,91300.7760410805,412881.4884858322,8749.8901680585,981730.8150477468
400137271,2.9697070707,76332.4743852168,132294.1391836995,49613.3295496609,269983.5892388136,177844.3686230548,943204.2431711172,445898.5986270650,689921.3722760559,1834695.9153162176,72307.8291271064,269846.6072767446,242507.9408616349,282719.4018392925,490317.4458858490,104222.2718682202,436573.5712514760,18193.2370233321,993903.8631251671
400137271,3.0000000000,78253.3152580419,271640.4311882381,58933.0949929302,276276.4784836685,187687.7437410699,952250.5652414038,453723.1526985649,697353.7737619923,1843990.6591885395,65964.8217643050,164276.3992347247,151696.8715116287,240540.8976558828,284091.4735662755,123427.1983418933,420971.7588980115,738619.7073840967,1013718.9073979827

