Seed,arrival rate,"(3,5,0.50,0.50)","(3,5,0.50,2.00)","(3,5,0.50,3.50)","(3,5,1.00,0.50)","(3,5,1.00,2.00)","(3,5,1.00,3.50)","(3,5,1.50,0.50)","(3,5,1.50,2.00)","(3,5,1.50,3.50)","(3,10,0.50,0.50)","(3,10,0.50,2.00)","(3,10,0.50,3.50)","(3,10,1.00,0.50)","(3,10,1.00,2.00)","(3,10,1.00,3.50)","(3,10,1.50,0.50)","(3,10,1.50,2.00)","(3,10,1.50,3.50)"
400137271,2.5153131313,2.1583422671,2.3616126317,1.4765966154,2.3743689285,2.5592002277,1.1289522910,2.4083799690,2.4829303867,0.8620707103,2.4016232054,2.4468541412,1.5653453099,2.3403344823,2.3219050219,1.1478568855,2.3429404864,2.4687775136,0.7792050061
400137271,2.5456060606,2.3070481391,2.3959667972,1.5644302994,2.3487155073,2.2273681471,1.2069933515,2.1484681522,2.5529957745,0.8545695439,2.3446303705,2.3307758315,1.4956198363,2.4330486338,2.4420703904,1.0172642647,2.3748182770,2.5539744443,0.8313574651
400137271,2.5758989899,2.2790957292,2.4388376363,1.0309841637,2.3387283208,2.4356869808,0.6931854931,2.3608960381,1.3480976581,0.4902042826,2.2679848610,2.4005782521,1.0592470704,2.5095560952,2.5330123646,0.8708989331,2.4864973994,1.4689411248,0.4724738084
400137271,2.6061919192,2.3743689285,2.5592002277,1.1289522910,2.4083799690,2.4829303867,0.8620707103,2.3616126317,1.4765966154,0.4902086205,2.3403344823,2.3219050219,1.1478568855,2.3429404864,2.4687775136,0.7792050061,2.4468541412,1.5653453099,0.4827357631
400137271,2.6364848485,2.3487155073,2.2273681471,1.2069933515,2.1484681522,2.5529957745,0.8545695439,2.3959667972,1.5644302994,0.4902042165,2.4330486338,2.4420703904,1.0172642647,2.3748182770,2.5539744443,0.8313574651,2.3307758315,1.4956198363,0.4544461371
400137271,2.6667777778,2.3387283208,2.4356869808,0.6931854931,2.3608960381,1.3480976581,0.4902042826,2.4388376363,1.0309841637,0.3268070275,2.5095560952,2.5330123646,0.8708989331,2.4864973994,1.4689411248,0.4724738084,2.4005782521,1.0592470704,0.3012201889
400137271,2.6970707071,2.4083799690,2.4829303867,0.8620707103,2.3616126317,1.4765966154,0.4902086205,2.5592002277,1.1289522910,0.3268124164,2.3429404864,2.4687775136,0.7792050061,2.4468541412,1.5653453099,0.4827357631,2.3219050219,1.1478568855,0.3071718464
400137271,2.7273636364,2.1484681522,2.5529957745,0.8545695439,2.3959667972,1.5644302994,0.4902042165,2.2273681471,1.2069933515,0.3268042492,2.3748182770,2.5539744443,0.8313574651,2.3307758315,1.4956198363,0.4544461371,2.4420703904,1.0172642647,0.3211651661
400137271,2.7576565657,2.3608960381,1.3480976581,0.4902042826,2.4388376363,1.0309841637,0.3268070275,2.4356869808,0.6931854931,0.5602317266,2.4864973994,1.4689411248,0.4724738084,2.4005782521,1.0592470704,0.3012201889,2.5330123646,0.8708989331,0.4270703957
400137271,2.7879494949,2.3616126317,1.4765966154,0.4902086205,2.5592002277,1.1289522910,0.3268124164,2.4829303867,0.8620707103,0.5602324476,2.4468541412,1.5653453099,0.4827357631,2.3219050219,1.1478568855,0.3071718464,2.4687775136,0.7792050061,0.5088393878
400137271,2.8182424242,2.3959667972,1.5644302994,0.4902042165,2.2273681471,1.2069933515,0.3268042492,2.5529957745,0.8545695439,0.5602290082,2.3307758315,1.4956198363,0.4544461371,2.4420703904,1.0172642647,0.3211651661,2.5539744443,0.8313574651,0.4453407698
400137271,2.8485353535,2.4388376363,1.0309841637,0.3268070275,2.4356869808,0.6931854931,0.5602317266,1.3480976581,0.4902042826,0.2801226834,2.4005782521,1.0592470704,0.3012201889,2.5330123646,0.8708989331,0.4270703957,1.4689411248,0.4724738084,0.2801355334
400137271,2.8788282828,2.5592002277,1.1289522910,0.3268124164,2.4829303867,0.8620707103,0.5602324476,1.4765966154,0.4902086205,0.2801209159,2.3219050219,1.1478568855,0.3071718464,2.4687775136,0.7792050061,0.5088393878,1.5653453099,0.4827357631,0.2801464521
400137271,2.9091212121,2.2273681471,1.2069933515,0.3268042492,2.5529957745,0.8545695439,0.5602290082,1.5644302994,0.4902042165,0.2801166336,2.4420703904,1.0172642647,0.3211651661,2.5539744443,0.8313574651,0.4453407698,1.4956198363,0.4544461371,0.2801531467
400137271,2.9394141414,2.4356869808,0.6931854931,0.5602317266,1.3480976581,0.4902042826,0.2801226834,1.0309841637,0.3268070275,0.1867453147,2.5330123646,0.8708989331,0.4270703957,1.4689411248,0.4724738084,0.2801355334,1.0592470704,0.3012201889,0.1867793929
400137271,2.9697070707,2.4829303867,0.8620707103,0.5602324476,1.4765966154,0.4902086205,0.2801209159,1.1289522910,0.3268124164,0.1867450847,2.4687775136,0.7792050061,0.5088393878,1.5653453099,0.4827357631,0.2801464521,1.1478568855,0.3071718464,0.1867648206
400137271,3.0000000000,2.5529957745,0.8545695439,0.5602290082,1.5644302994,0.4902042165,0.2801166336,1.2069933515,0.3268042492,0.1867454264,2.5539744443,0.8313574651,0.4453407698,1.4956198363,0.4544461371,0.2801531467,1.0172642647,0.3211651661,0.1867693549

