Seed,arrival rate,"(3,5,0.50,0.50)","(3,5,0.50,2.00)","(3,5,0.50,3.50)","(3,5,1.00,0.50)","(3,5,1.00,2.00)","(3,5,1.00,3.50)","(3,5,1.50,0.50)","(3,5,1.50,2.00)","(3,5,1.50,3.50)","(3,10,0.50,0.50)","(3,10,0.50,2.00)","(3,10,0.50,3.50)","(3,10,1.00,0.50)","(3,10,1.00,2.00)","(3,10,1.00,3.50)","(3,10,1.50,0.50)","(3,10,1.50,2.00)","(3,10,1.50,3.50)",,,Seed,arrival rate,"(3,5,0.50,0.50)","(3,5,0.50,2.00)","(3,5,0.50,3.50)","(BEB,5,1.00,0.50)","(BEB,5,1.00,2.00)","(BEB,5,1.00,3.50)","(3,5,1.50,0.50)","(3,5,1.50,2.00)","(3,5,1.50,3.50)","(3,10,0.50,0.50)","(3,10,0.50,2.00)","(3,10,0.50,3.50)","(3,10,1.00,0.50)","(3,10,1.00,2.00)","(3,10,1.00,3.50)","(3,10,1.50,0.50)","(3,10,1.50,2.00)","(3,10,1.50,3.50)",,,,,,"(3,5,0.50,0.50)","(3,5,0.50,2.00)","(3,5,0.50,3.50)","(3,5,1.00,0.50)","(3,5,1.00,2.00)","(3,5,1.00,3.50)","(3,5,1.50,0.50)","(3,5,1.50,2.00)","(3,5,1.50,3.50)","(3,10,0.50,0.50)","(3,10,0.50,2.00)","(3,10,0.50,3.50)","(3,10,1.00,0.50)","(3,10,1.00,2.00)","(3,10,1.00,3.50)","(3,10,1.50,0.50)","(3,10,1.50,2.00)","(3,10,1.50,3.50)",,,,,Seed,arrival rate,"(3,5)","(3,10)",,,Seed,arrival rate,"(BEB,5)","(BEB,10)"
400137271,0.606858586,0.30372605,0.439301433,0.575467064,0.348913006,0.484988868,0.621641736,0.393570874,0.530704194,0.664925522,0.304048909,0.438395647,0.577074309,0.349123123,0.48453682,0.622531043,0.393290999,0.531334914,0.668392402,,,400137271,0.606858586,1.539219112,2.581123487,14.955394,1.722421354,3.362387444,23.65667589,2.059344034,5.369073266,1425.37549,1.545350736,4.433785461,156.740433,1.865655763,3.463043306,718.9062935,2.343663709,20.36024291,708.9508438,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.202818,0.202823,0.202849,,,400137271,0.202818,5.182063,4.448235
400137271,0.637151515,0.318929676,0.454619652,0.591639205,0.363866985,0.502919791,0.636682118,0.40874876,0.545271705,0.682327118,0.318203519,0.45444418,0.590784403,0.363588517,0.501041443,0.636400328,0.409170537,0.546301716,0.680405376,,,400137271,0.637151515,1.593561074,2.719397764,28.01111138,1.844599699,4.23013326,213.7938763,2.318485906,8.919635819,126.8544892,1.61686721,2.87231922,97.07682955,1.837112175,4.987543307,941.8291371,2.246383259,13.57980567,916.4410573,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.212909,0.212501,0.213043,,,400137271,0.212909,4.554774,5.183351
400137271,0.667444444,0.33386118,0.469392467,0.605846999,0.379028266,0.515233125,0.651229097,0.425403504,0.560952463,0.696001683,0.333643449,0.469873288,0.606096157,0.378642814,0.515987171,0.65111327,0.42505488,0.559560814,0.690584573,,,400137271,0.667444444,1.66943753,3.011772661,16.71659716,1.926445035,3.955476798,75.68818456,2.434958864,8.657685741,412.1329227,1.702474852,3.868826722,106.9673455,1.95821059,7.074825764,274.5501217,2.484103489,13.37769761,1420.033759,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.223,0.223177,0.22283,,,400137271,0.223,5.148758,6.246362
400137271,0.697737374,0.348913006,0.484988868,0.621641736,0.393570874,0.530704194,0.664925522,0.439301433,0.575467064,0.661360964,0.349123123,0.48453682,0.622531043,0.393290999,0.531334914,0.668392402,0.438395647,0.577074309,0.711866832,,,400137271,0.697737374,1.722421354,3.362387444,23.65667589,2.059344034,5.369073266,1425.37549,2.581123487,14.955394,5362.982462,1.865655763,3.463043306,718.9062935,2.343663709,20.36024291,708.9508438,4.433785461,156.740433,1795.47455,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.233091,0.232986,0.233193,,,400137271,0.233091,5.653714,10.69734
400137271,0.728030303,0.363866985,0.502919791,0.636682118,0.40874876,0.545271705,0.682327118,0.454619652,0.591639205,0.727126754,0.363588517,0.501041443,0.636400328,0.409170537,0.546301716,0.680405376,0.45444418,0.590784403,0.714494764,,,400137271,0.728030303,1.844599699,4.23013326,213.7938763,2.318485906,8.919635819,126.8544892,2.719397764,28.01111138,536.0117963,1.837112175,4.987543307,941.8291371,2.246383259,13.57980567,916.4410573,2.87231922,97.07682955,8955.397039,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.243182,0.243216,0.243191,,,400137271,0.243182,7.456789,17.11002
400137271,0.758323232,0.379028266,0.515233125,0.651229097,0.425403504,0.560952463,0.696001683,0.469392467,0.605846999,0.741034103,0.378642814,0.515987171,0.65111327,0.42505488,0.559560814,0.690584573,0.469873288,0.606096157,0.719297822,,,400137271,0.758323232,1.926445035,3.955476798,75.68818456,2.434958864,8.657685741,412.1329227,3.011772661,16.71659716,777.760672,1.95821059,7.074825764,274.5501217,2.484103489,13.37769761,1420.033759,3.868826722,106.9673455,2346.926636,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.253273,0.25314,0.253222,,,400137271,0.253273,94.44297,18.6033
400137271,0.788616162,0.393570874,0.530704194,0.664925522,0.439301433,0.575467064,0.661360964,0.484988868,0.621641736,0.757126287,0.393290999,0.531334914,0.668392402,0.438395647,0.577074309,0.711866832,0.48453682,0.622531043,0.751537081,,,400137271,0.788616162,2.059344034,5.369073266,1425.37549,2.581123487,14.955394,5362.982462,3.362387444,23.65667589,1255.592942,2.343663709,20.36024291,708.9508438,4.433785461,156.740433,1795.47455,3.463043306,718.9062935,2376.189412,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.263364,0.263305,0.263377,,,400137271,0.263364,10.06038,16.55295
400137271,0.818909091,0.40874876,0.545271705,0.682327118,0.454619652,0.591639205,0.727126754,0.502919791,0.636682118,0.675238051,0.409170537,0.546301716,0.680405376,0.45444418,0.590784403,0.714494764,0.501041443,0.636400328,0.724050759,,,400137271,0.818909091,2.318485906,8.919635819,126.8544892,2.719397764,28.01111138,536.0117963,4.23013326,213.7938763,6867.79518,2.246383259,13.57980567,916.4410573,2.87231922,97.07682955,8955.397039,4.987543307,941.8291371,11882.20764,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.273455,0.273666,0.273503,,,400137271,0.273455,17.71531,39.54626
400137271,0.84920202,0.425403504,0.560952463,0.696001683,0.469392467,0.605846999,0.741034103,0.515233125,0.651229097,0.779925015,0.42505488,0.559560814,0.690584573,0.469873288,0.606096157,0.719297822,0.515987171,0.65111327,0.776611433,,,400137271,0.84920202,2.434958864,8.657685741,412.1329227,3.011772661,16.71659716,777.760672,3.955476798,75.68818456,8563.504665,2.484103489,13.37769761,1420.033759,3.868826722,106.9673455,2346.926636,7.074825764,274.5501217,5662.798592,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.283545,0.283723,0.283226,,,400137271,0.283545,419.4807,169.6255
400137271,0.87949495,0.439301433,0.575467064,0.661360964,0.484988868,0.621641736,0.757126287,0.530704194,0.664925522,0.737452366,0.438395647,0.577074309,0.711866832,0.48453682,0.622531043,0.751537081,0.531334914,0.668392402,0.792930417,,,400137271,0.87949495,2.581123487,14.955394,5362.982462,3.362387444,23.65667589,1255.592942,5.369073266,1425.37549,27775.82153,4.433785461,156.740433,1795.47455,3.463043306,718.9062935,2376.189412,20.36024291,708.9508438,5022.165208,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.293636,0.294006,0.293344,,,400137271,0.293636,81.29649,136.4967
400137271,0.909787879,0.454619652,0.591639205,0.727126754,0.502919791,0.636682118,0.675238051,0.545271705,0.682327118,0.812144702,0.45444418,0.590784403,0.714494764,0.501041443,0.636400328,0.724050759,0.546301716,0.680405376,0.701652966,,,400137271,0.909787879,2.719397764,28.01111138,536.0117963,4.23013326,213.7938763,6867.79518,8.919635819,126.8544892,1702.863541,2.87231922,97.07682955,8955.397039,4.987543307,941.8291371,11882.20764,13.57980567,916.4410573,8871.464021,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.303727,0.303956,0.303969,,,400137271,0.303727,134.9416,1529.29
400137271,0.940080808,0.469392467,0.605846999,0.741034103,0.515233125,0.651229097,0.779925015,0.560952463,0.696001683,0.829535796,0.469873288,0.606096157,0.719297822,0.515987171,0.65111327,0.776611433,0.559560814,0.690584573,0.809211134,,,400137271,0.940080808,3.011772661,16.71659716,777.760672,3.955476798,75.68818456,8563.504665,8.657685741,412.1329227,5514.355288,3.868826722,106.9673455,2346.926636,7.074825764,274.5501217,5662.798592,13.37769761,1420.033759,11962.83796,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.313818,0.313959,0.313508,,,400137271,0.313818,198.7012,1219.555
400137271,0.970373737,0.484988868,0.621641736,0.757126287,0.530704194,0.664925522,0.737452366,0.575467064,0.661360964,0.719784708,0.48453682,0.622531043,0.751537081,0.531334914,0.668392402,0.792930417,0.577074309,0.711866832,0.769609126,,,400137271,0.970373737,3.362387444,23.65667589,1255.592942,5.369073266,1425.37549,27775.82153,14.955394,5362.982462,1472.344246,3.463043306,718.9062935,2376.189412,20.36024291,708.9508438,5022.165208,156.740433,1795.47455,8458.28913,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.323909,0.323931,0.320797,,,400137271,0.323909,966.5115,40469.48
400137271,1.000666667,0.502919791,0.636682118,0.675238051,0.545271705,0.682327118,0.812144702,0.591639205,0.727126754,0.853192594,0.501041443,0.636400328,0.724050759,0.546301716,0.680405376,0.701652966,0.590784403,0.714494764,0.800009252,,,400137271,1.000666667,4.23013326,213.7938763,6867.79518,8.919635819,126.8544892,1702.863541,28.01111138,536.0117963,1961.386022,4.987543307,941.8291371,11882.20764,13.57980567,916.4410573,8871.464021,97.07682955,8955.397039,9454.284669,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.334,0.333566,0.331347,,,400137271,0.334,651.9431,60184.23
400137271,1.030959596,0.515233125,0.651229097,0.779925015,0.560952463,0.696001683,0.829535796,0.605846999,0.741034103,0.838722541,0.515987171,0.65111327,0.776611433,0.559560814,0.690584573,0.809211134,0.606096157,0.719297822,0.775118769,,,400137271,1.030959596,3.955476798,75.68818456,8563.504665,8.657685741,412.1329227,5514.355288,16.71659716,777.760672,8698.783829,7.074825764,274.5501217,5662.798592,13.37769761,1420.033759,11962.83796,106.9673455,2346.926636,9951.800886,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.344091,0.343735,0.332538,,,400137271,0.344091,2498.947,25029.76
400137271,1.061252525,0.530704194,0.664925522,0.737452366,0.575467064,0.661360964,0.719784708,0.621641736,0.757126287,0.878012283,0.531334914,0.668392402,0.792930417,0.577074309,0.711866832,0.769609126,0.622531043,0.751537081,0.810999812,,,400137271,1.061252525,5.369073266,1425.37549,27775.82153,14.955394,5362.982462,1472.344246,23.65667589,1255.592942,5988.602178,20.36024291,708.9508438,5022.165208,156.740433,1795.47455,8458.28913,718.9062935,2376.189412,26410.70187,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.354182,0.354328,0.341583,,,400137271,0.354182,4995.116,18953.66
400137271,1.091545455,0.545271705,0.682327118,0.812144702,0.591639205,0.727126754,0.853192594,0.636682118,0.675238051,0.898692806,0.546301716,0.680405376,0.701652966,0.590784403,0.714494764,0.800009252,0.636400328,0.724050759,0.868208838,,,400137271,1.091545455,8.919635819,126.8544892,1702.863541,28.01111138,536.0117963,1961.386022,213.7938763,6867.79518,6433.971946,13.57980567,916.4410573,8871.464021,97.07682955,8955.397039,9454.284669,941.8291371,11882.20764,14629.89582,,,,,,,,,,,,,,,,,,,,,,,,,,,,400137271,0.364273,0.364323,0.352088,,,400137271,0.364273,2542.883,10563.29
