Seed,arrival rate,"(3,5)","(3,10)",,Seed,arrival rate,"(BEB,5)","(BEB,10)"
400137271,11.96020101,0.999785186,0.999540437,,400137271,11.96020101,291359.6796,82797.23844
400137271,12.06069849,0.99979417,0.999564762,,400137271,12.06069849,292553.2532,85840.40165
400137271,12.16119598,0.999791707,0.999591504,,400137271,12.16119598,294707.8197,89303.47685
400137271,12.26169347,0.999794431,0.999496467,,400137271,12.26169347,296306.6883,94179.32672
400137271,12.36219095,0.999818644,0.999571483,,400137271,12.36219095,297894.9008,95842.19648
400137271,12.46268844,0.99977796,0.999559579,,400137271,12.46268844,299150.9948,98936.20741
400137271,12.56318593,0.999823033,0.999514388,,400137271,12.56318593,301005.2985,107637.8528
400137271,12.66368342,0.999822687,0.999581943,,400137271,12.66368342,302783.2122,104890.4979
400137271,12.7641809,0.99980633,0.999586185,,400137271,12.7641809,304194.1676,109076.8703
400137271,12.86467839,0.999818627,0.999555534,,400137271,12.86467839,305905.8316,112279.9914
400137271,12.96517588,0.999794976,0.999605633,,400137271,12.96517588,307536.5542,114354.6868
400137271,13.06567337,0.999804939,0.999560788,,400137271,13.06567337,308712.1091,119410.7943
400137271,13.16617085,0.99980201,0.999558939,,400137271,13.16617085,310457.7397,120990.7189
400137271,13.26666834,0.99980868,0.999603567,,400137271,13.26666834,312091.4864,123924.2135
400137271,13.36716583,0.999805268,0.999611796,,400137271,13.36716583,312962.6316,126455.6563
400137271,13.46766332,0.999808318,0.999637301,,400137271,13.46766332,314370.9543,129679.3159
400137271,13.5681608,0.999806413,0.999561645,,400137271,13.5681608,315745.743,131837.4261
400137271,13.66865829,0.999809591,0.999603465,,400137271,13.66865829,317486.2644,135038.7303
400137271,13.76915578,0.999820206,0.99957266,,400137271,13.76915578,318429.7643,137272.1961
400137271,13.86965327,0.999813506,0.999578247,,400137271,13.86965327,319996.5052,140149.6004
400137271,13.97015075,0.999805134,0.99956251,,400137271,13.97015075,321254.0305,142807.0419
400137271,14.07064824,0.99981911,0.999566366,,400137271,14.07064824,322421.3542,147755.5446
400137271,14.17114573,0.999799882,0.999590183,,400137271,14.17114573,323567.4086,147868.2571
400137271,14.27164322,0.999754818,0.999598438,,400137271,14.27164322,325251.4073,150533.73
400137271,14.3721407,0.999820128,0.999569821,,400137271,14.3721407,326107.9022,152503.4447
400137271,14.47263819,0.999805672,0.999578845,,400137271,14.47263819,327756.7002,155527.3257
400137271,14.57313568,0.999797205,0.999593136,,400137271,14.57313568,328792.3921,157837.3009
400137271,14.67363317,0.999810809,0.999580285,,400137271,14.67363317,329846.5619,159587.119
400137271,14.77413065,0.999789748,0.999557461,,400137271,14.77413065,331160.4222,162160.2032
400137271,14.87462814,0.999790223,0.999596267,,400137271,14.87462814,332216.2461,164550.3166
400137271,14.97512563,0.999808944,0.999602988,,400137271,14.97512563,333396.5118,166092.1771
400137271,15.07562312,0.999816699,0.99957007,,400137271,15.07562312,334177.8899,168729.4289
400137271,15.1761206,0.999827746,0.999569868,,400137271,15.1761206,335177.101,171078.7142
400137271,15.27661809,0.999760319,0.999542524,,400137271,15.27661809,336510.1739,173866.812
400137271,15.37711558,0.999807272,0.999568172,,400137271,15.37711558,337874.7123,177208.3833
400137271,15.47761307,0.999813903,0.999610578,,400137271,15.47761307,338269.7931,177507.1284
400137271,15.57811055,0.999813267,0.999584359,,400137271,15.57811055,339629.9473,179948.6728
400137271,15.67860804,0.999787279,0.999558659,,400137271,15.67860804,340933.7243,182105.511
400137271,15.77910553,0.999773277,0.999512117,,400137271,15.77910553,341906.363,184560.6712
400137271,15.87960302,0.99982192,0.99951032,,400137271,15.87960302,342599.4416,186055.86
400137271,15.9801005,0.999790529,0.999611262,,400137271,15.9801005,343589.5937,187443.4857
400137271,16.08059799,0.999781754,0.999546701,,400137271,16.08059799,344864.4285,189731.288
400137271,16.18109548,0.99981458,0.999537033,,400137271,16.18109548,345575.8221,192670.9571
400137271,16.28159296,0.999815014,0.999497101,,400137271,16.28159296,346601.1078,193519.7202
400137271,16.38209045,0.999797057,0.999544604,,400137271,16.38209045,347375.5867,195113.5195
400137271,16.48258794,0.999804848,0.999562064,,400137271,16.48258794,348423.0802,197071.6036
400137271,16.58308543,0.999809867,0.999572562,,400137271,16.58308543,349416.9464,198579.4295
400137271,16.68358291,0.999797648,0.99957704,,400137271,16.68358291,350434.1753,200376.3386
400137271,16.7840804,0.999797761,0.999581016,,400137271,16.7840804,351080.8203,202501.92
400137271,16.88457789,0.999836799,0.999563806,,400137271,16.88457789,352075.4593,204066.7267
400137271,16.98507538,0.999812728,0.999586683,,400137271,16.98507538,352936.3475,205753.9841
400137271,17.08557286,0.999804109,0.999605495,,400137271,17.08557286,354051.0866,207461.7759
400137271,17.18607035,0.999800427,0.999567883,,400137271,17.18607035,354495.9957,209627.9303
400137271,17.28656784,0.999791739,0.999594715,,400137271,17.28656784,355578.2405,211657.3007
400137271,17.38706533,0.999781729,0.999570085,,400137271,17.38706533,356429.5275,213396.296
400137271,17.48756281,0.999805282,0.999544526,,400137271,17.48756281,357182.2652,214471.8174
400137271,17.5880603,0.999789418,0.999548562,,400137271,17.5880603,357986.0624,216957.8329
400137271,17.68855779,0.999806854,0.999517856,,400137271,17.68855779,358917.9305,217677.0279
400137271,17.78905528,0.999777401,0.999593252,,400137271,17.78905528,359747.283,219820.4937
400137271,17.88955276,0.999813666,0.999583099,,400137271,17.88955276,360125.8896,220900.4031
400137271,17.99005025,0.99980802,0.99957852,,400137271,17.99005025,361304.5209,222799.6601
400137271,18.09054774,0.999795998,0.999539202,,400137271,18.09054774,362200.1522,223904.7367
400137271,18.19104523,0.999808758,0.999575303,,400137271,18.19104523,362667.2308,226120.6109
400137271,18.29154271,0.999799622,0.999595349,,400137271,18.29154271,363324.421,227242.183
400137271,18.3920402,0.999780014,0.999583292,,400137271,18.3920402,364120.4199,228920.4208
400137271,18.49253769,0.999813171,0.999571354,,400137271,18.49253769,364885.5622,230246.2225
400137271,18.59303518,0.999812296,0.999625154,,400137271,18.59303518,365794.9111,231616.6191
400137271,18.69353266,0.999813151,0.999573174,,400137271,18.69353266,366515.7157,232905.8188
400137271,18.79403015,0.999787898,0.999565895,,400137271,18.79403015,367632.5038,234443.9997
400137271,18.89452764,0.99980232,0.999560357,,400137271,18.89452764,367994.0782,235934.8339
400137271,18.99502513,0.99981127,0.999574396,,400137271,18.99502513,368682.5491,237203.4957
400137271,19.09552261,0.999818358,0.999554712,,400137271,19.09552261,369385.8785,238871.8396
400137271,19.1960201,0.999800637,0.999568881,,400137271,19.1960201,370020.3881,239697.9266
400137271,19.29651759,0.999813339,0.999562916,,400137271,19.29651759,370511.458,241694.0834
400137271,19.39701508,0.99977501,0.999575501,,400137271,19.39701508,371482.1096,242656.0076
400137271,19.49751256,0.999760045,0.999586675,,400137271,19.49751256,372017.9919,244429.3915
400137271,19.59801005,0.999822849,0.999579496,,400137271,19.59801005,372446.605,245879.6378
400137271,19.69850754,0.999753292,0.999555982,,400137271,19.69850754,373332.9359,246725.1291
400137271,19.79900503,0.999801009,0.999603101,,400137271,19.79900503,373878.7102,248003.368
400137271,19.89950251,0.999781094,0.999606639,,400137271,19.89950251,374663.7536,249371.8579
400137271,20,0.99980481,0.999565982,,400137271,20,375249.516,250766.1852
