Seed,arrival rate,"(3,5)","(5,5)","(7,5)","(5,10)","(10,10)","(20,10)",,Seed,arrival rate,"(3,5)","(5,5)","(7,5)","(5,10)","(10,10)","(20,10)",,,,,"(3,5)","(5,5)","(7,5)","(5,10)","(10,10)","(20,10)",,,,,Seed,arrival rate,"(3,5)","(5,5)","(7,5)","(5,10)","(10,10)","(20,10)"
400137271,0.001,0.001000919,0.001001164,0.001001606,0.001001498,0.001001976,0.001001835,,400137271,0.001,0.997628637,0.997941247,0.998070729,0.997730164,0.997979092,0.998078699,,,,,0.000998545,0.000999103,0.000999674,0.000999225,0.000999951,0.00099991,,,,,400137271,0.001,0.000998545,0.000999103,0.000999674,0.000999225,0.000999951,0.00099991
400137271,0.062204082,0.075820514,0.072088636,0.071085017,0.074279721,0.072002247,0.071240316,,400137271,0.062204082,0.821029522,0.863381156,0.875265096,0.838319237,0.864516441,0.874651124,,,,,0.06225088,0.06223997,0.062218234,0.062270119,0.062247126,0.062310423,,,,,400137271,0.062204082,0.06225088,0.06223997,0.062218234,0.062270119,0.062247126,0.062310423
400137271,0.123408163,1.299651608,0.175035656,0.165901159,1.619779638,0.174837226,0.165542649,,400137271,0.123408163,0.073600787,0.705040617,0.74265845,0.033157642,0.706670831,0.745754976,,,,,0.095655381,0.123407247,0.123207898,0.053708074,0.123552368,0.123454254,,,,,400137271,0.123408163,0.095655381,0.123407247,0.123207898,0.053708074,0.123552368,0.123454254
400137271,0.184612245,1.321145686,0.367010474,0.306606161,1.707068836,0.375930796,0.299422026,,400137271,0.184612245,0.07182245,0.502963967,0.601362326,0.02889271,0.490910064,0.617061504,,,,,0.09488792,0.184593044,0.184381394,0.049321845,0.184548211,0.184761806,,,,,400137271,0.184612245,0.09488792,0.184593044,0.184381394,0.049321845,0.184548211,0.184761806
400137271,0.245816327,1.320769653,0.999902135,0.554762012,1.708240013,1.070208257,0.48871865,,400137271,0.245816327,0.071557372,0.200319649,0.442844104,0.029208918,0.165670277,0.502851166,,,,,0.094510805,0.200300044,0.245673086,0.049895843,0.177301698,0.245752743,,,,,400137271,0.245816327,0.094510805,0.200300044,0.245673086,0.049895843,0.177301698,0.245752743
400137271,0.307020408,1.320928775,1.001695264,0.860460276,1.7081407,1.069407988,0.751498258,,400137271,0.307020408,0.071611314,0.200531234,0.31299055,0.029015602,0.165565417,0.408087811,,,,,0.094593445,0.200871187,0.269315935,0.049562731,0.177056979,0.306677279,,,,,400137271,0.307020408,0.094593445,0.200871187,0.269315935,0.049562731,0.177056979,0.306677279
400137271,0.36822449,1.320864736,0.999748964,0.860969495,1.706869545,1.068250714,0.771817358,,400137271,0.36822449,0.070912533,0.199806373,0.312342721,0.02888747,0.165062842,0.402494832,,,,,0.093665864,0.199756215,0.268917555,0.049307143,0.176328499,0.310652498,,,,,400137271,0.36822449,0.093665864,0.199756215,0.268917555,0.049307143,0.176328499,0.310652498
400137271,0.429428571,1.320398016,0.999681736,0.860545772,1.707520731,1.070094097,0.772235947,,400137271,0.429428571,0.071646521,0.199453567,0.313263302,0.028701698,0.165839265,0.402568307,,,,,0.094601925,0.199390088,0.26957741,0.049008745,0.177463618,0.310877718,,,,,400137271,0.429428571,0.094601925,0.199390088,0.26957741,0.049008745,0.177463618,0.310877718
400137271,0.490632653,1.321777309,1.000437631,0.861676511,1.706924415,1.070361433,0.771578866,,400137271,0.490632653,0.072012397,0.201198721,0.312883644,0.029217717,0.165672484,0.402056387,,,,,0.095184352,0.201286772,0.269604486,0.049872434,0.177329438,0.310218211,,,,,400137271,0.490632653,0.095184352,0.201286772,0.269604487,0.049872434,0.177329438,0.310218211
