Seed,trunks,Load=1.00,Load=2.00,Load=3.00,Load=4.00,Load=5.00,Load=6.00,Load=7.00,Load=8.00,Load=9.00,Load=10.00,Load=11.00,Load=12.00,Load=13.00,Load=14.00,Load=15.00,,,,Theoretical:,trunks,Load=1.00,Load=2.00,Load=3.00,Load=4.00,Load=5.00,Load=6.00,Load=7.00,Load=8.00,Load=9.00,Load=10.00,Load=11.00,Load=12.00,Load=13.00,Load=14.00,Load=15.00
400137271,11,0,5.89996E-06,0.000238343,0.001919905,0.008224198,0.022933689,0.047715251,0.081227186,0.120805046,0.163276824,0.206135614,0.247651112,0.287042595,0.324337206,0.358522998,,,,,11,9.21616E-09,6.94362E-06,0.000220966,0.0019263,0.008287368,0.022990892,0.047716847,0.08128832,0.120820734,0.163232333,0.206084775,0.247765547,0.287352724,0.324406763,0.358791567
400137271,12,0,7.99999E-07,5.55969E-05,0.000648879,0.003387484,0.011368372,0.02706169,0.05138735,0.083267596,0.119693196,0.15874873,0.198451072,0.237452887,0.274269192,0.309173735,,,,,12,7.68013E-10,1.15727E-06,5.52385E-05,0.000641688,0.003441188,0.011364803,0.027081031,0.051406388,0.083086611,0.119739188,0.158894178,0.198567389,0.237397295,0.274560423,0.309625628
400137271,13,0,1E-07,1.24998E-05,0.000204058,0.001321451,0.005269085,0.014456828,0.030636521,0.05440512,0.08412413,0.118256789,0.154709325,0.19136343,0.227778641,0.263395868,,,,,13,5.9078E-11,1.78041E-07,1.27472E-05,0.000197403,0.001321784,0.005217924,0.014372513,0.030664634,0.054392748,0.084338863,0.118514741,0.154900754,0.191852121,0.228204766,0.263221675
400137271,14,0,1E-07,1.8E-06,6.06963E-05,0.000488261,0.002237182,0.007119447,0.017313346,0.033830691,0.056868058,0.085213166,0.116899406,0.151008461,0.185833107,0.219837389,,,,,14,4.22E-12,2.54345E-08,2.73153E-06,5.63978E-05,0.000471843,0.002231263,0.007134982,0.017220892,0.0337854,0.056819143,0.085186287,0.117209877,0.151210491,0.185803518,0.219982929
400137271,15,0,0,3E-07,1.50998E-05,0.000168472,0.000890905,0.003344476,0.00902785,0.019853537,0.036409437,0.05881012,0.085692624,0.115754338,0.147744179,0.180141894,,,,,15,2.81E-13,3.39126E-09,5.46306E-07,1.50392E-05,0.000157256,0.00089171,0.003318609,0.009100889,0.019868481,0.036496945,0.058796904,0.085729249,0.115865079,0.147787763,0.180316399
400137271,16,0,0,1E-07,2.99999E-06,5.14973E-05,0.000343382,0.001448597,0.004549011,0.011052564,0.022310555,0.038855282,0.06034159,0.085759914,0.11434393,0.14459325,,,,,16,1.8E-14,4.23908E-10,1.02432E-07,3.75978E-06,4.91402E-05,0.000334279,0.001449786,0.004529832,0.011052498,0.022301872,0.038852348,0.060412592,0.086040492,0.114506912,0.144602123
400137271,17,0,0,0,5.99999E-07,1.52998E-05,0.000119686,0.00060753,0.002129753,0.005842459,0.012972979,0.024586147,0.040980945,0.061638573,0.085885638,0.11271843,,,,,17,1E-15,4.9872E-11,1.80763E-08,8.84654E-07,1.44528E-05,0.000117967,0.000596615,0.002127151,0.005817284,0.012948875,0.024523246,0.040900034,0.06173385,0.086173651,0.113152916
400137271,18,0,0,0,0,5.39997E-06,4.28981E-05,0.000238443,0.000936422,0.002909009,0.007114419,0.014827138,0.026750033,0.042692321,0.062955339,0.086012099,,,,,18,0,5.541E-12,3.01272E-09,1.9659E-07,4.01465E-06,3.93208E-05,0.000231963,0.000944508,0.002900206,0.007142438,0.014765151,0.026542951,0.042682534,0.062813914,0.08616888
400137271,19,0,0,0,0,7.99999E-07,1.42998E-05,8.98918E-05,0.000405935,0.001366429,0.003754943,0.008573941,0.016503152,0.028530277,0.044319724,0.063647709,,,,,19,0,5.83E-13,4.75692E-10,4.13873E-08,1.05648E-06,1.24169E-05,8.54528E-05,0.000397529,0.001371897,0.003745099,0.008475792,0.016487572,0.028375175,0.044236497,0.063695015
400137271,20,0,0,0,0,2E-07,5.29997E-06,2.98991E-05,0.000169771,0.00063949,0.001848474,0.004706144,0.009852749,0.018236431,0.02996812,0.045608207,,,,,20,0,5.8E-14,7.1354E-11,8.27746E-09,2.64121E-07,3.72507E-06,2.99076E-05,0.000158986,0.000616973,0.00186905,0.004640055,0.009795639,0.018109848,0.030035483,0.045593216
333,1,0.500073814,0.66672449,0.750021398,0.799976293,0.833325319,0.857159847,0.875006164,0.888833982,0.900041903,0.909094686,0.916656185,0.923073624,0.928564233,0.933295972,0.937452217,,,,,,,,,,,,,,,,,,,,
333,2,0.20023737,0.400244328,0.529426045,0.615343937,0.675817926,0.719900391,0.753861034,0.780531524,0.802005216,0.819657793,0.834478825,0.847055659,0.857897589,0.867277509,0.875502556,,,,,,,,,,,,,,,,,,,,
333,3,0.06251725,0.210463224,0.346006099,0.450634734,0.529696644,0.590138815,0.637604235,0.675398574,0.706276954,0.731935369,0.753605569,0.772083269,0.788082745,0.8018118,0.814122042,,,,,,,,,,,,,,,,,,,,
333,4,0.015395473,0.095319792,0.206167428,0.310707685,0.398527463,0.469602983,0.527324958,0.574534077,0.613799802,0.646583847,0.674400457,0.698405488,0.719145629,0.737251623,0.753183567,,,,,,0.018408368,0.000585375,0.006804087,-0.003990001,0.002331507,0.001667099,-0.000467705,0.003997965,-0.003052382,0.001042064,0.000323962,-0.000861125,-0.000409266,0.001687987,0.00247206
333,5,0.003075909,0.036760398,0.109994124,0.198800781,0.284576568,0.360386442,0.424626604,0.478779776,0.524986013,0.56390488,0.597489365,0.626187904,0.651629031,0.673605187,0.693124604,,,,,,-0.052099048,-0.028541995,-0.000190771,0.000773801,-0.008239629,-0.001321177,-0.003663266,0.001047233,0.00039398,-0.002438188,-0.001785497,-0.000273686,-0.002103274,0.00047687,0.001863695
333,6,0.000503946,0.012067593,0.052231686,0.117033849,0.191815878,0.265098309,0.33135763,0.389797243,0.440593986,0.484531866,0.522669534,0.556015144,0.585377043,0.611182653,0.634045699,,,,,,0.071933343,-0.003037317,0.004951806,0.03748866,0.010727677,-0.007724215,0.009589482,0.018276579,-0.001666191,0.002920865,0.005839593,-0.000266419,-0.000135733,0.005995924,-0.006020197
333,7,7.0895E-05,0.003434264,0.021817183,0.062938726,0.120736706,0.184879914,0.248733214,0.308278073,0.361724736,0.409158093,0.450764741,0.488022839,0.521040787,0.550064384,0.576254079,,,,,,-0.033389203,0.023801064,0.051852477,-0.02616889,-0.01690829,0.031063715,0.01043385,0.009668858,0.000839113,-0.002083772,0.024852781,-0.001473431,0.000616051,0.00540748,-0.0007672
333,8,7.49994E-06,0.000852173,0.008139601,0.030383696,0.070027289,0.121946923,0.178745872,0.235820911,0.289157715,0.338232769,0.382499301,0.422652597,0.458209977,0.490290811,0.519057016,,,,,,0.131438851,-0.139624468,0.056172549,0.118551722,0.040040313,0.012017625,0.022812423,0.018190611,-0.001888899,0.016500082,-0.007513323,0.005925956,0.00332574,0.006208296,0.006508022
333,9,8.99999E-07,0.000185466,0.002711825,0.01325416,0.037356891,0.07506057,0.122343478,0.173371994,0.224066993,0.27320553,0.318415177,0.360379067,0.39829069,0.432706823,0.464011798,,,,,,0.563205417,0.29683369,0.110262628,0.025396957,-0.005646154,-0.021063941,0.02623548,0.015612187,-0.03494608,0.012147742,-0.016368806,0.012881042,-0.006455726,0.000426379,0.000825222
333,10,5E-07,3.77986E-05,0.000810642,0.005337555,0.018342458,0.04311482,0.078867855,0.121780989,0.167815178,0.214566574,0.259258702,0.301754578,0.341065875,0.377271253,0.410230164,,,,,,-0.596251815,0.362959364,0.17981833,-0.01956346,0.009705114,0.012697889,0.025779958,-0.011718317,-0.018830214,-0.031630426,0.018063766,0.022865641,-0.007446196,0.013056481,-0.00824646
333,11,0,5.89996E-06,0.000237244,0.0019214,0.008287442,0.023023703,0.047909983,0.081513316,0.120771607,0.163004886,0.206105017,0.247848774,0.287146621,0.32437537,0.358859162,,,,,,8.666598702,1.209776815,0.217608607,0.132845299,0.133913576,0.02699841,-0.0164566,0.015471078,-0.013344225,0.051646265,0.0383307,0.029930749,0.017018057,0.020598926,-0.002902476
333,12,0,1.5E-06,5.78966E-05,0.000629703,0.003414201,0.011260646,0.02699446,0.051352808,0.08304411,0.119727725,0.158751818,0.198499528,0.237529987,0.274662675,0.309702807,,,,,,24.37530573,0.293825428,0.004193522,0.238661073,0.172958366,0.1131875,-0.046221465,0.007081106,0.031405767,-0.002518989,0.036840463,0.02612801,-0.023297936,0.017912675,0.011200804
333,13,0,1E-07,1.20998E-05,0.000193063,0.001304695,0.00515954,0.01427963,0.030700777,0.054431875,0.084313232,0.118641733,0.15491364,0.191717569,0.227981355,0.263101654,,,,,,-130.1622448,3.032761602,1.332082439,-0.129776105,0.109579276,-0.036434342,-0.116842418,-0.076217153,0.114552082,0.066221064,0.051446749,-0.013113443,0.033181917,0.052976584,0.039139458
333,14,0,0,1.6E-06,5.82966E-05,0.000469879,0.002191784,0.007059306,0.017043378,0.033948473,0.056917073,0.08552846,0.117255115,0.150782625,0.185370224,0.219924816,,,,,,0,19.83093494,-4.305602085,0.692240187,0.282378941,-0.157066217,-0.154543813,-0.121728168,0.06778312,-0.004466129,0.058680364,-0.016298632,0.083292019,0.007398489,0.013778192
333,15,0,0,1E-07,1.48998E-05,0.000159474,0.000884117,0.003320635,0.009051612,0.019800598,0.036478138,0.058693336,0.085780634,0.116064228,0.147955735,0.180614961,,,,,,0,2.068369546,-0.890213837,0.871637898,0.900642002,0.514778617,0.148119802,0.054537092,-0.084692797,-0.030790336,0.102690052,0.032184045,-0.008382516,0.029328701,0.049871211
333,16,0,0,0,4.29998E-06,5.26972E-05,0.000321397,0.001463056,0.004511748,0.010937544,0.022283979,0.038964004,0.060646145,0.085996227,0.114557603,0.144524195,,,,,,0,25.11101766,0.894392007,0.274727674,1.147024389,0.176338427,0.150125112,0.053106632,-0.082011111,0.12152792,0.050595806,0.044660271,0.134738538,0.092806373,-0.007955208
333,17,0,0,0,6E-07,1.48998E-05,0.000114887,0.000601638,0.002120592,0.005738672,0.012850698,0.02450166,0.04100634,0.061819022,0.086138693,0.113000989,,,,,,0,-31.05573752,25.56084831,-3.366720321,-0.571791768,-0.129888559,0.450367222,0.278807001,-0.310384479,-0.042566961,-0.200586182,0.145957327,0.150250524,0.077648147,0.017669287
333,18,0,0,0,9.99999E-08,4.09998E-06,3.94984E-05,0.000240642,0.000925542,0.002843688,0.007072025,0.014723365,0.02643272,0.042566773,0.062818255,0.086234262,,,,,,0,0,63.39048129,-2.840798389,-0.753622366,0.735779656,-0.22666464,0.72559432,0.151151686,0.014168775,0.05298072,0.08732854,-0.022966279,0.024086292,0.003588086
333,19,0,0,0,9.99999E-08,6.99999E-07,1.42998E-05,8.80922E-05,0.000391946,0.001389366,0.003769036,0.008388433,0.016427798,0.028257181,0.044219244,0.063912828,,,,,,0,0,34.9164071,-1.069219213,-0.591506002,-0.311484011,-0.080745807,0.020739548,0.339488713,-0.030201955,-0.096225977,-0.06478646,0.189311941,-0.009671452,0.036463629
333,20,0,0,0,0,9.99999E-08,3.69998E-06,3.38988E-05,0.000164273,0.000645483,0.001878165,0.004582301,0.009700763,0.018041596,0.029927669,0.045688347,,,,,,0,0,-84.40350021,32.17694824,-4.9377992,0.238131264,-0.166631419,0.362963648,0.335246237,-0.159736867,-0.244094341,-0.139506835,0.065484814,0.083963664,0.243040562
4444,1,0.499890651,0.666677455,0.749889708,0.799998536,0.833344505,0.857164609,0.875027777,0.888867828,0.900046609,0.90906414,0.916682637,0.923089659,0.928553098,0.933318611,0.937481971,,,,,,0,0,100,66.08845958,-12.08901775,-2.486092209,-2.104105178,1.324590934,0.312382101,0.264000672,-0.133818782,-0.36657462,0.003350614,-0.082642279,0.123204462
4444,2,0.200126444,0.400134766,0.529502474,0.61549833,0.675874005,0.720154627,0.753894054,0.780404655,0.801947141,0.819729559,0.83451556,0.847116977,0.857907639,0.867215045,0.875448722,,,,,,0,0,100,19.46009598,11.65684566,-12.47913237,-3.244722621,0.181259969,-0.451923023,-0.319380902,-0.239002672,0.108686603,-0.117238711,-0.107523166,-0.075856584
4444,3,0.062300915,0.210574994,0.346272005,0.450507072,0.52952459,0.590070274,0.637346907,0.675393558,0.706416426,0.732101933,0.753765231,0.772102742,0.78794447,0.801830935,0.814038143,,,,,,0,0,100,100,24.27722217,-27.0663657,-2.312019522,-3.513711306,-3.099280323,0.167996876,0.003408226,0.186749713,-0.411136274,0.078618029,-0.180155581
4444,4,0.015408753,0.095186538,0.205822685,0.310642825,0.398241119,0.469440467,0.527293051,0.574601677,0.613745384,0.646762805,0.674306521,0.69857836,0.719274387,0.737234011,0.753219303,,,,,,,,,,,,,,,,,,,,
4444,5,0.003060107,0.036753154,0.11005145,0.198911802,0.284949683,0.360459563,0.424789139,0.478979407,0.52493957,0.563819144,0.597459649,0.626389769,0.651475853,0.673731774,0.693187491,,,,,,,,,,,,,,,,,,,,
4444,6,0.000510839,0.012028256,0.052138527,0.117193478,0.191869254,0.26488969,0.331223501,0.389590832,0.440776086,0.484312644,0.522862554,0.55609388,0.58540661,0.611070068,0.634162376,,,,,,,,,,,,,,,,,,,,
4444,7,7.89938E-05,0.003440918,0.021834025,0.062663202,0.120462932,0.185184244,0.248815364,0.308331723,0.361705186,0.409078919,0.4508602,0.487976935,0.520959611,0.549758621,0.57616544,,,,,,,,,,,,,,,,,,,,
4444,8,8.99992E-06,0.000870541,0.008107036,0.030356325,0.069827652,0.121701299,0.178952758,0.235468327,0.289281542,0.338091001,0.382598768,0.422408223,0.45834611,0.490368429,0.519471736,,,,,,,,,,,,,,,,,,,,
4444,9,6E-07,0.000196361,0.002696309,0.013276359,0.037434448,0.075102375,0.122021835,0.173139163,0.224395104,0.273271836,0.318560649,0.360539709,0.398717333,0.432871161,0.463795526,,,,,,,,,,,,,,,,,,,,
4444,10,1E-07,3.36989E-05,0.000788877,0.005287292,0.0183465,0.043163915,0.078878023,0.121736506,0.16794732,0.214273249,0.259716565,0.302098908,0.341060536,0.377284415,0.410189521,,,,,,,,,,,,,,,,,,,,
4444,11,0,4.89997E-06,0.000215853,0.001897591,0.008280261,0.023123618,0.047746536,0.081421313,0.120639861,0.16343716,0.205650899,0.2479179,0.28715093,0.32443571,0.358844236,,,,,,,,,,,,,,,,,,,,
4444,12,0,1.1E-06,5.36971E-05,0.000629703,0.0034289,0.01128988,0.027066607,0.051394899,0.083159233,0.119907249,0.158692482,0.198559845,0.237268711,0.274507827,0.309537101,,,,,,,,,,,,,,,,,,,,
4444,13,0,2E-07,1.32998E-05,0.000193462,0.001293723,0.005197544,0.014316349,0.030607748,0.054475073,0.08427174,0.118465811,0.154871761,0.191699867,0.228218937,0.263230323,,,,,,,,,,,,,,,,,,,,
4444,14,0,0,2.69999E-06,5.58968E-05,0.000465483,0.002273519,0.007129793,0.017161914,0.033891631,0.056744858,0.08532985,0.116961879,0.151158803,0.185774403,0.220069972,,,,,,,,,,,,,,,,,,,,
4444,15,0,0,2E-07,1.63997E-05,0.000147378,0.000880424,0.003313282,0.009025099,0.019861214,0.036587749,0.058793804,0.085489891,0.115856499,0.147556585,0.180172932,,,,,,,,,,,,,,,,,,,,
4444,16,0,0,1E-07,4.09998E-06,4.4098E-05,0.000341183,0.001441219,0.004525918,0.011054819,0.022331289,0.038849916,0.06036746,0.085876681,0.114652427,0.144530744,,,,,,,,,,,,,,,,,,,,
4444,17,0,0,1E-07,5.99999E-07,1.52998E-05,0.000118486,0.000583659,0.002107946,0.005812214,0.013085001,0.024661511,0.040883993,0.061622677,0.086279559,0.112914307,,,,,,,,,,,,,,,,,,,,
4444,18,0,0,0,9.99999E-08,3.99998E-06,3.84985E-05,0.000231446,0.000934026,0.002920742,0.007184302,0.014804227,0.026738,0.042784218,0.062823882,0.085941787,,,,,,,,,,,,,,,,,,,,
4444,19,0,0,0,0,1.3E-06,1.32998E-05,8.66924E-05,0.000392545,0.001378496,0.003747203,0.008525775,0.016478006,0.028437867,0.044313218,0.063669458,,,,,,,,,,,,,,,,,,,,
4444,20,0,0,0,0,3E-07,5.19997E-06,2.79992E-05,0.000159674,0.000623311,0.00187109,0.004631247,0.009778526,0.018274886,0.030139821,0.045729509,,,,,,,,,,,,,,,,,,,,
MEAN,1,0.499907958,0.666662764,0.749948969,0.80003192,0.833313904,0.857128568,0.875004092,0.888853351,0.900027471,0.909081436,0.916663697,0.923084872,0.928575229,0.933317579,0.937476824,,,,,,,,,,,,,,,,,,,,
MEAN,2,0.200104198,0.400114168,0.529412775,0.615379854,0.675731349,0.720009512,0.753873769,0.780479631,0.801977038,0.819692116,0.834497658,0.847061142,0.857886064,0.867252501,0.875470065,,,,,,,,,,,,,,,,,,,,
MEAN,3,0.062455042,0.21053271,0.346136705,0.450535262,0.529604197,0.59020952,0.637485331,0.67533829,0.706407119,0.732043039,0.753636622,0.77212002,0.788021156,0.801822172,0.814086633,,,,,,,,,,,,,,,,,,,,
MEAN,4,0.015389752,0.095215428,0.205999999,0.310760913,0.398410247,0.469419353,0.527289586,0.574579681,0.613803438,0.646676693,0.674377393,0.698474317,0.719180723,0.737254772,0.753253112,,,,,,,,,,,,,,,,,,,,
MEAN,5,0.003063453,0.036748486,0.109992527,0.198830877,0.284753759,0.360357133,0.42462261,0.478921169,0.52491791,0.563859124,0.597468247,0.626314601,0.651531876,0.673632683,0.69318214,,,,,,,,,,,,,,,,,,,,
MEAN,6,0.000508108,0.012048721,0.052099605,0.117132716,0.191858091,0.264978125,0.331243109,0.389691036,0.440670188,0.484456046,0.522821509,0.556017297,0.585392406,0.611180874,0.634105609,,,,,,,,,,,,,,,,,,,,
MEAN,7,7.34279E-05,0.003428371,0.021824999,0.062761219,0.120506939,0.185031238,0.24880729,0.308200812,0.361652595,0.409170164,0.450903035,0.487933046,0.520902107,0.549957493,0.576104734,,,,,,,,,,,,,,,,,,,,
MEAN,8,8.33326E-06,0.000849078,0.008114743,0.030379647,0.069954049,0.121842879,0.178851255,0.235533816,0.289196683,0.338143704,0.382608843,0.422528611,0.458328385,0.490358147,0.519270642,,,,,,,,,,,,,,,,,,,,
MEAN,9,7.66666E-07,0.000190397,0.002703371,0.013307837,0.037393,0.075059901,0.12215778,0.173128567,0.224229507,0.273214826,0.318596585,0.360331591,0.398459704,0.432687074,0.463877441,,,,,,,,,,,,,,,,,,,,
MEAN,10,2.33333E-07,3.7032E-05,0.000799593,0.005314437,0.018364425,0.043157557,0.078832886,0.121753791,0.167770821,0.214440244,0.259446782,0.301964633,0.341071861,0.377084882,0.410179937,,,,,,,,,,,,,,,,,,,,
MEAN,11,0,5.56663E-06,0.00023048,0.001912965,0.008263967,0.023027003,0.04779059,0.081387271,0.120738838,0.163239623,0.205963843,0.247805929,0.287113382,0.324382762,0.358742132,,,,,,,,,,,,,,,,,,,,
MEAN,12,0,1.13333E-06,5.57302E-05,0.000636095,0.003410195,0.011306299,0.027040919,0.051378352,0.08315698,0.119776057,0.15873101,0.198503482,0.237417195,0.274479898,0.309471214,,,,,,,,,,,,,,,,,,,,
MEAN,13,0,1.33333E-07,1.26332E-05,0.000196861,0.001306623,0.005208723,0.014350936,0.030648349,0.054437356,0.084236367,0.118454778,0.154831575,0.191593622,0.227992978,0.263242615,,,,,,,,,,,,,,,,,,,,
MEAN,14,0,3.33333E-08,2.03333E-06,5.82966E-05,0.000474541,0.002234162,0.007102849,0.017172879,0.033890265,0.05684333,0.085357159,0.1170388,0.150983296,0.185659245,0.219944059,,,,,,,,,,,,,,,,,,,,
MEAN,15,0,0,2E-07,1.54664E-05,0.000158441,0.000885149,0.003326131,0.009034853,0.01983845,0.036491774,0.058765753,0.085654383,0.115891689,0.147752166,0.180309929,,,,,,,,,,,,,,,,,,,,
MEAN,16,0,0,6.66666E-08,3.79998E-06,4.94308E-05,0.000335321,0.001450957,0.004528892,0.011014976,0.022308608,0.038889734,0.060451732,0.085877607,0.114517987,0.144549396,,,,,,,,,,,,,,,,,,,,
MEAN,17,0,0,3.33333E-08,5.99999E-07,1.51664E-05,0.000117686,0.000597609,0.00211943,0.005797781,0.012969559,0.024583106,0.040957093,0.061693424,0.086101297,0.112877909,,,,,,,,,,,,,,,,,,,,
MEAN,18,0,0,0,6.66666E-08,4.49998E-06,4.02983E-05,0.000236844,0.000931997,0.002891146,0.007123582,0.01478491,0.026640251,0.042681104,0.062865825,0.086062716,,,,,,,,,,,,,,,,,,,,
MEAN,19,0,0,0,3.33333E-08,9.33332E-07,1.39665E-05,8.82255E-05,0.000396809,0.001378097,0.003757061,0.00849605,0.016469652,0.028408442,0.044284062,0.063743332,,,,,,,,,,,,,,,,,,,,
MEAN,20,0,0,0,0,2E-07,4.73331E-06,3.0599E-05,0.000164573,0.000636095,0.00186591,0.004639897,0.009777346,0.018184304,0.03001187,0.045675354,,,,,,,,,,,,,,,,,,,,
