Seed,arrival rate,"(3,5)","(3,10)"
400137271,0.0010000000,-1.0000000000,0.0001003646
400137271,0.0110604027,-1.0000000000,0.0011570245
400137271,0.0211208054,-1.0000000000,0.0023016903
400137271,0.0311812081,-1.0000000000,0.0035560649
400137271,0.0412416107,-1.0000000000,0.0049201106
400137271,0.0513020134,-1.0000000000,0.0064256428
400137271,0.0613624161,-1.0000000000,0.0080423283
400137271,0.0714228188,-1.0000000000,0.0098051326
400137271,0.0814832215,-1.0000000000,0.0118159398
400137271,0.0915436242,-1.0000000000,0.0139071263
400137271,0.1016040268,-1.0000000000,0.0162399530
400137271,0.1116644295,-1.0000000000,0.0187878105
400137271,0.1217248322,-1.0000000000,0.0215634705
400137271,0.1317852349,-1.0000000000,0.0244843286
400137271,0.1418456376,-1.0000000000,0.0275217078
400137271,0.1519060403,-1.0000000000,0.0305031180
400137271,0.1619664430,-1.0000000000,0.0330103618
400137271,0.1720268456,-1.0000000000,0.0357820860
400137271,0.1820872483,-1.0000000000,0.0368613449
400137271,0.1921476510,-1.0000000000,0.0383251087
400137271,0.2022080537,-1.0000000000,0.0375623235
400137271,0.2122684564,-1.0000000000,0.0412852511
400137271,0.2223288591,-1.0000000000,0.0367847461
400137271,0.2323892617,-1.0000000000,0.0396746703
400137271,0.2424496644,-1.0000000000,0.0466281558
400137271,0.2525100671,-1.0000000000,0.0425896614
400137271,0.2625704698,-1.0000000000,0.0416287046
400137271,0.2726308725,-1.0000000000,0.0431607708
400137271,0.2826912752,-1.0000000000,0.0440578951
400137271,0.2927516779,-1.0000000000,0.0462696652
400137271,0.3028120805,-1.0000000000,0.0127496013
400137271,0.3128724832,-1.0000000000,0.0434730511
400137271,0.3229328859,-1.0000000000,0.0447071893
400137271,0.3329932886,-1.0000000000,0.0430834606
400137271,0.3430536913,-1.0000000000,0.0502330407
400137271,0.3531140940,-1.0000000000,0.0506480860
400137271,0.3631744966,-1.0000000000,0.0397140967
400137271,0.3732348993,-1.0000000000,0.0531585443
400137271,0.3832953020,-1.0000000000,0.0098497448
400137271,0.3933557047,-1.0000000000,0.0609017977
400137271,0.4034161074,-1.0000000000,0.0531641287
400137271,0.4134765101,-1.0000000000,0.0259054426
400137271,0.4235369128,-1.0000000000,0.0304195034
400137271,0.4335973154,-1.0000000000,0.0551300159
400137271,0.4436577181,-1.0000000000,0.0539625558
400137271,0.4537181208,-1.0000000000,0.0171698444
400137271,0.4637785235,-1.0000000000,0.0600986253
400137271,0.4738389262,-1.0000000000,0.0617487464
400137271,0.4838993289,-1.0000000000,0.0289830412
400137271,0.4939597315,-1.0000000000,0.0107847068
400137271,0.5040201342,-1.0000000000,0.0543154529
400137271,0.5140805369,-1.0000000000,0.0644653485
400137271,0.5241409396,-1.0000000000,0.0479589235
400137271,0.5342013423,-1.0000000000,0.0683389944
400137271,0.5442617450,-1.0000000000,0.0316125115
400137271,0.5543221477,-1.0000000000,0.0467091762
400137271,0.5643825503,-1.0000000000,0.0651747595
400137271,0.5744429530,-1.0000000000,0.0407616465
400137271,0.5845033557,-1.0000000000,0.0717653318
400137271,0.5945637584,-1.0000000000,0.0182320346
400137271,0.6046241611,-1.0000000000,0.0662493026
400137271,0.6146845638,-1.0000000000,0.0679188674
400137271,0.6247449664,-1.0000000000,0.0404061518
400137271,0.6348053691,-1.0000000000,0.0398704517
400137271,0.6448657718,-1.0000000000,0.0007702660
400137271,0.6549261745,-1.0000000000,0.0737700856
400137271,0.6649865772,-1.0000000000,0.0295308105
400137271,0.6750469799,-1.0000000000,0.0319765760
400137271,0.6851073826,-1.0000000000,0.0794621380
400137271,0.6951677852,-1.0000000000,0.0989501468
400137271,0.7052281879,-1.0000000000,0.0905554427
400137271,0.7152885906,-1.0000000000,0.0074795367
400137271,0.7253489933,-1.0000000000,0.0683451305
400137271,0.7354093960,-1.0000000000,0.0871737142
400137271,0.7454697987,-1.0000000000,0.0412209708
400137271,0.7555302013,-1.0000000000,0.0050107604
400137271,0.7655906040,-1.0000000000,0.0203255150
400137271,0.7756510067,-1.0000000000,0.0007526230
400137271,0.7857114094,-1.0000000000,0.0859270749
400137271,0.7957718121,-1.0000000000,0.0252398022
400137271,0.8058322148,-1.0000000000,0.1076578491
400137271,0.8158926174,-1.0000000000,0.0153422385
400137271,0.8259530201,-1.0000000000,0.0762802231
400137271,0.8360134228,-1.0000000000,0.0002786232
400137271,0.8460738255,-1.0000000000,0.0040776532
400137271,0.8561342282,-1.0000000000,0.0957346333
400137271,0.8661946309,-1.0000000000,0.0734390786
400137271,0.8762550336,-1.0000000000,0.0338188635
400137271,0.8863154362,-1.0000000000,0.0808282534
400137271,0.8963758389,-1.0000000000,0.1070455572
400137271,0.9064362416,-1.0000000000,0.0528343804
400137271,0.9164966443,-1.0000000000,0.1086003040
400137271,0.9265570470,-1.0000000000,0.1024388580
400137271,0.9366174497,-1.0000000000,0.0162376264
400137271,0.9466778523,-1.0000000000,0.0063803232
400137271,0.9567382550,-1.0000000000,0.1060405150
400137271,0.9667986577,-1.0000000000,0.0630853453
400137271,0.9768590604,-1.0000000000,0.0081420658
400137271,0.9869194631,-1.0000000000,0.0178847060
400137271,0.9969798658,-1.0000000000,0.0128379171
