Seed,arrival rate,"(3,5)","(3,10)"
400137271,0.0010000000,-1.0000000000,1.0128625857
400137271,0.0110604027,-1.0000000000,1.1539770759
400137271,0.0211208054,-1.0000000000,1.3230847598
400137271,0.0311812081,-1.0000000000,1.5258132695
400137271,0.0412416107,-1.0000000000,1.7756442878
400137271,0.0513020134,-1.0000000000,2.0527918680
400137271,0.0613624161,-1.0000000000,2.4566348478
400137271,0.0714228188,-1.0000000000,2.9171053492
400137271,0.0814832215,-1.0000000000,3.5559723471
400137271,0.0915436242,-1.0000000000,4.3008349453
400137271,0.1016040268,-1.0000000000,5.5266153434
400137271,0.1116644295,-1.0000000000,14.3275711100
400137271,0.1217248322,-1.0000000000,13.8868305043
400137271,0.1317852349,-1.0000000000,20.2547103457
400137271,0.1418456376,-1.0000000000,81.4992140621
400137271,0.1519060403,-1.0000000000,82.4533751519
400137271,0.1619664430,-1.0000000000,223.2698029302
400137271,0.1720268456,-1.0000000000,8077.3124956846
400137271,0.1820872483,-1.0000000000,10442.3761516135
400137271,0.1921476510,-1.0000000000,3046.9670370957
400137271,0.2022080537,-1.0000000000,85566.0249632163
400137271,0.2122684564,-1.0000000000,7251.6549506271
400137271,0.2223288591,-1.0000000000,4896.8773399859
400137271,0.2323892617,-1.0000000000,16200.3795773218
400137271,0.2424496644,-1.0000000000,9155563.7002160624
400137271,0.2525100671,-1.0000000000,6894.3288377820
400137271,0.2625704698,-1.0000000000,28990.5560772232
400137271,0.2726308725,-1.0000000000,77227.0533212848
400137271,0.2826912752,-1.0000000000,104521.9878436734
400137271,0.2927516779,-1.0000000000,30235.0972646087
400137271,0.3028120805,-1.0000000000,10693.4527116220
400137271,0.3128724832,-1.0000000000,32978.7154317183
400137271,0.3229328859,-1.0000000000,87867.1931204717
400137271,0.3329932886,-1.0000000000,66265.0664899404
400137271,0.3430536913,-1.0000000000,41867.0169316802
400137271,0.3531140940,-1.0000000000,162853.8389622257
400137271,0.3631744966,-1.0000000000,73922.1444171692
400137271,0.3732348993,-1.0000000000,78446.3073247359
400137271,0.3832953020,-1.0000000000,18912.7024167373
400137271,0.3933557047,-1.0000000000,395236.3144061693
400137271,0.4034161074,-1.0000000000,84836.3347364760
400137271,0.4134765101,-1.0000000000,63075.2958075560
400137271,0.4235369128,-1.0000000000,44989.2688877699
400137271,0.4335973154,-1.0000000000,819462.1731229570
400137271,0.4436577181,-1.0000000000,56613.3504843311
400137271,0.4537181208,-1.0000000000,36080.5387528373
400137271,0.4637785235,-1.0000000000,2059644.3553567864
400137271,0.4738389262,-1.0000000000,82756.2943243640
400137271,0.4838993289,-1.0000000000,941746.2400204936
400137271,0.4939597315,-1.0000000000,37804.9747641607
400137271,0.5040201342,-1.0000000000,56928.1474301353
400137271,0.5140805369,-1.0000000000,111414.3960344491
400137271,0.5241409396,-1.0000000000,267498.1161620182
400137271,0.5342013423,-1.0000000000,71833.4473007148
400137271,0.5442617450,-1.0000000000,135406.4212390842
400137271,0.5543221477,-1.0000000000,173935.5973748486
400137271,0.5643825503,-1.0000000000,15822.0782582991
400137271,0.5744429530,-1.0000000000,68225.9609176541
400137271,0.5845033557,-1.0000000000,39175.7877825775
400137271,0.5945637584,-1.0000000000,535984.7489432088
400137271,0.6046241611,-1.0000000000,122717.3224420603
400137271,0.6146845638,-1.0000000000,597535.0865417937
400137271,0.6247449664,-1.0000000000,446819.2471837599
400137271,0.6348053691,-1.0000000000,105938.8001497937
400137271,0.6448657718,-1.0000000000,590716.6080954249
400137271,0.6549261745,-1.0000000000,45686.2024069458
400137271,0.6649865772,-1.0000000000,285117.2007564252
400137271,0.6750469799,-1.0000000000,334769.3070072924
400137271,0.6851073826,-1.0000000000,44931.0889465013
400137271,0.6951677852,-1.0000000000,46238.8341003973
400137271,0.7052281879,-1.0000000000,10860.8786817395
400137271,0.7152885906,-1.0000000000,577071.8532868187
400137271,0.7253489933,-1.0000000000,211564.0642801488
400137271,0.7354093960,-1.0000000000,13060.7010821536
400137271,0.7454697987,-1.0000000000,79149.9712010137
400137271,0.7555302013,-1.0000000000,324841.9848214200
400137271,0.7655906040,-1.0000000000,63300.2771795389
400137271,0.7756510067,-1.0000000000,215887.1648719249
400137271,0.7857114094,-1.0000000000,1659.8118208699
400137271,0.7957718121,-1.0000000000,123997.7992283837
400137271,0.8058322148,-1.0000000000,589.9439950780
400137271,0.8158926174,-1.0000000000,95187.7523571577
400137271,0.8259530201,-1.0000000000,307601.3646338428
400137271,0.8360134228,-1.0000000000,851945.6046433890
400137271,0.8460738255,-1.0000000000,17317.5771879595
400137271,0.8561342282,-1.0000000000,56250.3929225139
400137271,0.8661946309,-1.0000000000,496944.1151752036
400137271,0.8762550336,-1.0000000000,423.8168685713
400137271,0.8863154362,-1.0000000000,223902.7188768785
400137271,0.8963758389,-1.0000000000,1454890.8948463260
