Seed,arrival rate,"(3,5)","(3,10)"
400137271,0.0010000000,0.0001996666,0.0000998764
400137271,0.0110604027,0.0022108867,0.0011043981
400137271,0.0211208054,0.0042288921,0.0021031846
400137271,0.0311812081,0.0062434807,0.0031072518
400137271,0.0412416107,0.0082632387,0.0041212130
400137271,0.0513020134,0.0102773188,0.0051250596
400137271,0.0613624161,0.0122865761,0.0061399059
400137271,0.0714228188,0.0142800978,0.0071340852
400137271,0.0814832215,0.0163233334,0.0081376695
400137271,0.0915436242,0.0183156076,0.0091338305
400137271,0.1016040268,0.0203500729,0.0101583412
400137271,0.1116644295,0.0223645010,0.0111711740
400137271,0.1217248322,0.0243870099,0.0121537977
400137271,0.1317852349,0.0263529318,0.0131748642
400137271,0.1418456376,0.0284021510,0.0142124530
400137271,0.1519060403,0.0304224960,0.0151989638
400137271,0.1619664430,0.0324301922,0.0162225879
400137271,0.1720268456,0.0344040025,0.0171849016
400137271,0.1820872483,0.0365310243,0.0182020053
400137271,0.1921476510,0.0383994948,0.0191735384
400137271,0.2022080537,0.0404760211,0.0202735192
400137271,0.2122684564,0.0424975313,0.0212102320
400137271,0.2223288591,0.0421590003,0.0222662682
400137271,0.2323892617,0.0465374704,0.0232311856
400137271,0.2424496644,0.0484694045,0.0105302279
400137271,0.2525100671,0.0505278489,0.0253853279
400137271,0.2625704698,0.0509728426,0.0263110509
400137271,0.2726308725,0.0540235499,0.0272014600
400137271,0.2826912752,0.0565468252,0.0282357223
400137271,0.2927516779,0.0586542254,0.0281601807
400137271,0.3028120805,0.0305339709,0.0303448898
400137271,0.3128724832,0.0626116722,0.0204596056
400137271,0.3229328859,0.0647256301,0.0323181953
400137271,0.3329932886,0.0642731082,0.0332015883
400137271,0.3430536913,0.0631683678,0.0341981181
400137271,0.3531140940,0.0706680891,0.0216466091
400137271,0.3631744966,0.0595328197,0.0266209712
400137271,0.3732348993,0.0746558727,0.0304118831
400137271,0.3832953020,0.0757264523,0.0017578984
400137271,0.3933557047,0.0785099433,0.0387886172
400137271,0.4034161074,0.0759835322,0.0386093978
400137271,0.4134765101,0.0808163346,0.0401133333
400137271,0.4235369128,0.0354554859,0.0423615955
400137271,0.4335973154,0.0829695944,0.0347678349
400137271,0.4436577181,0.0888862738,0.0400127143
400137271,0.4537181208,0.0908509641,0.0453156761
400137271,0.4637785235,0.0041639023,0.0459217933
400137271,0.4738389262,0.0948592575,0.0453582356
400137271,0.4838993289,0.0928645911,0.0474675134
400137271,0.4939597315,0.0838152329,0.0327733656
400137271,0.5040201342,0.0667296316,0.0000073262
400137271,0.5140805369,0.0431650307,0.0467728856
400137271,0.5241409396,0.0840892510,0.0523437414
400137271,0.5342013423,0.1033033658,0.0492135951
400137271,0.5442617450,0.1005008534,0.0432006187
400137271,0.5543221477,0.0520618358,0.0554179239
400137271,0.5643825503,0.0992988737,0.0448310284
400137271,0.5744429530,0.1149882770,0.0488581900
400137271,0.5845033557,0.0956211584,0.0446266906
400137271,0.5945637584,0.0540089200,0.0580896373
400137271,0.6046241611,0.0269726942,0.0602522551
400137271,0.6146845638,0.0575574953,0.0127745249
400137271,0.6247449664,0.1215150240,0.0121569759
400137271,0.6348053691,0.0843330053,0.0019937573
400137271,0.6448657718,0.1255322741,0.0619947966
400137271,0.6549261745,0.1215899759,0.0456511574
400137271,0.6649865772,0.0239303099,0.0285416075
400137271,0.6750469799,0.0993610436,0.0414227980
400137271,0.6851073826,0.1218015320,0.0672606218
400137271,0.6951677852,0.1323405469,0.0237040468
