Seed,arrival rate,"(BEB,5,0.50,0.50)","(BEB,5,0.50,1.00)","(BEB,5,0.50,1.50)","(BEB,5,2.00,0.50)","(BEB,5,2.00,1.00)","(BEB,5,2.00,1.50)","(BEB,5,3.50,0.50)","(BEB,5,3.50,1.00)","(BEB,5,3.50,1.50)","(BEB,10,0.50,0.50)","(BEB,10,0.50,1.00)","(BEB,10,0.50,1.50)","(BEB,10,2.00,0.50)","(BEB,10,2.00,1.00)","(BEB,10,2.00,1.50)","(BEB,10,3.50,0.50)","(BEB,10,3.50,1.00)","(BEB,10,3.50,1.50)"
400137271,1.7276969697,0.7942647729,0.8821508249,0.8477895583,0.8258593066,0.8484390842,0.8538433624,0.8227371643,0.8064060900,0.8487127150,0.7262132482,0.7720064293,0.8060453401,0.7642648116,0.8082813272,0.8056823162,0.7521398378,0.8403989878,0.8492244458
400137271,1.7579898990,0.7988439131,0.8670658060,0.8526610272,0.8018956814,0.8552337311,0.8809206678,0.8538397172,0.8574123296,0.8567541356,0.7563678610,0.7686655044,0.8109464800,0.7858935256,0.8431639220,0.8421329206,0.7693586011,0.8097205331,0.8178728110
400137271,1.7882828283,0.8172558673,0.8182268207,0.8264578924,0.8307572934,0.8549895050,0.8309298687,0.8335389396,0.8788149356,0.8531840830,0.7290223810,0.7782113280,0.8577498990,0.7359797694,0.7918132841,0.8309029422,0.7662958561,0.8268877434,0.8189833796
400137271,1.8185757576,0.8258593066,0.8484390842,0.8538433624,0.8227371643,0.8064060900,0.8487127150,0.8821508249,0.8477895583,0.7851993071,0.7642648116,0.8082813272,0.8056823162,0.7521398378,0.8403989878,0.8492244458,0.7720064293,0.8060453401,0.8491184452
400137271,1.8488686869,0.8018956814,0.8552337311,0.8809206678,0.8538397172,0.8574123296,0.8567541356,0.8670658060,0.8526610272,0.8606925993,0.7858935256,0.8431639220,0.8421329206,0.7693586011,0.8097205331,0.8178728110,0.7686655044,0.8109464800,0.8561599855
400137271,1.8791616162,0.8307572934,0.8549895050,0.8309298687,0.8335389396,0.8788149356,0.8531840830,0.8182268207,0.8264578924,0.8416778680,0.7359797694,0.7918132841,0.8309029422,0.7662958561,0.8268877434,0.8189833796,0.7782113280,0.8577498990,0.7823795605
400137271,1.9094545455,0.8227371643,0.8064060900,0.8487127150,0.8821508249,0.8477895583,0.7851993071,0.8484390842,0.8538433624,0.8456738287,0.7521398378,0.8403989878,0.8492244458,0.7720064293,0.8060453401,0.8491184452,0.8082813272,0.8056823162,0.8193423794
400137271,1.9397474747,0.8538397172,0.8574123296,0.8567541356,0.8670658060,0.8526610272,0.8606925993,0.8552337311,0.8809206678,0.8334812763,0.7693586011,0.8097205331,0.8178728110,0.7686655044,0.8109464800,0.8561599855,0.8431639220,0.8421329206,0.7913890540
400137271,1.9700404040,0.8335389396,0.8788149356,0.8531840830,0.8182268207,0.8264578924,0.8416778680,0.8549895050,0.8309298687,0.8149295086,0.7662958561,0.8268877434,0.8189833796,0.7782113280,0.8577498990,0.7823795605,0.7918132841,0.8309029422,0.8510674514
400137271,2.0003333333,0.8821508249,0.8477895583,0.7851993071,0.8484390842,0.8538433624,0.8456738287,0.8064060900,0.8487127150,0.8640630144,0.7720064293,0.8060453401,0.8491184452,0.8082813272,0.8056823162,0.8193423794,0.8403989878,0.8492244458,0.8317405502
400137271,2.0306262626,0.8670658060,0.8526610272,0.8606925993,0.8552337311,0.8809206678,0.8334812763,0.8574123296,0.8567541356,0.8407027939,0.7686655044,0.8109464800,0.8561599855,0.8431639220,0.8421329206,0.7913890540,0.8097205331,0.8178728110,0.8053299960
400137271,2.0609191919,0.8182268207,0.8264578924,0.8416778680,0.8549895050,0.8309298687,0.8149295086,0.8788149356,0.8531840830,0.8466891491,0.7782113280,0.8577498990,0.7823795605,0.7918132841,0.8309029422,0.8510674514,0.8268877434,0.8189833796,0.8173166514
400137271,2.0912121212,0.8484390842,0.8538433624,0.8456738287,0.8064060900,0.8487127150,0.8640630144,0.8477895583,0.7851993071,0.8339650619,0.8082813272,0.8056823162,0.8193423794,0.8403989878,0.8492244458,0.8317405502,0.8060453401,0.8491184452,0.8566917477
400137271,2.1215050505,0.8552337311,0.8809206678,0.8334812763,0.8574123296,0.8567541356,0.8407027939,0.8526610272,0.8606925993,0.8213269029,0.8431639220,0.8421329206,0.7913890540,0.8097205331,0.8178728110,0.8053299960,0.8109464800,0.8561599855,0.7461044024
400137271,2.1517979798,0.8549895050,0.8309298687,0.8149295086,0.8788149356,0.8531840830,0.8466891491,0.8264578924,0.8416778680,0.7808138423,0.7918132841,0.8309029422,0.8510674514,0.8268877434,0.8189833796,0.8173166514,0.8577498990,0.7823795605,0.8582983720
400137271,2.1820909091,0.8064060900,0.8487127150,0.8640630144,0.8477895583,0.7851993071,0.8339650619,0.8538433624,0.8456738287,0.8940961046,0.8403989878,0.8492244458,0.8317405502,0.8060453401,0.8491184452,0.8566917477,0.8056823162,0.8193423794,0.8185007358
400137271,2.2123838384,0.8574123296,0.8567541356,0.8407027939,0.8526610272,0.8606925993,0.8213269029,0.8809206678,0.8334812763,0.8225490301,0.8097205331,0.8178728110,0.8053299960,0.8109464800,0.8561599855,0.7461044024,0.8421329206,0.7913890540,0.7892485407
400137271,2.2426767677,0.8788149356,0.8531840830,0.8466891491,0.8264578924,0.8416778680,0.7808138423,0.8309298687,0.8149295086,0.8058569684,0.8268877434,0.8189833796,0.8173166514,0.8577498990,0.7823795605,0.8582983720,0.8309029422,0.8510674514,0.8091878424
400137271,2.2729696970,0.8477895583,0.7851993071,0.8339650619,0.8538433624,0.8456738287,0.8940961046,0.8487127150,0.8640630144,0.7831552699,0.8060453401,0.8491184452,0.8566917477,0.8056823162,0.8193423794,0.8185007358,0.8492244458,0.8317405502,0.7817226979
400137271,2.3032626263,0.8526610272,0.8606925993,0.8213269029,0.8809206678,0.8334812763,0.8225490301,0.8567541356,0.8407027939,0.6113250409,0.8109464800,0.8561599855,0.7461044024,0.8421329206,0.7913890540,0.7892485407,0.8178728110,0.8053299960,0.5839876428
400137271,2.3335555556,0.8264578924,0.8416778680,0.7808138423,0.8309298687,0.8149295086,0.8058569684,0.8531840830,0.8466891491,0.7141291160,0.8577498990,0.7823795605,0.8582983720,0.8309029422,0.8510674514,0.8091878424,0.8189833796,0.8173166514,0.5771982451
400137271,2.3638484848,0.8538433624,0.8456738287,0.8940961046,0.8487127150,0.8640630144,0.7831552699,0.7851993071,0.8339650619,0.5728791013,0.8056823162,0.8193423794,0.8185007358,0.8492244458,0.8317405502,0.7817226979,0.8491184452,0.8566917477,0.5830183091
400137271,2.3941414141,0.8809206678,0.8334812763,0.8225490301,0.8567541356,0.8407027939,0.6113250409,0.8606925993,0.8213269029,0.5102040816,0.8421329206,0.7913890540,0.7892485407,0.8178728110,0.8053299960,0.5839876428,0.8561599855,0.7461044024,0.5487269535
400137271,2.4244343434,0.8309298687,0.8149295086,0.8058569684,0.8531840830,0.8466891491,0.7141291160,0.8416778680,0.7808138423,0.5102301138,0.8309029422,0.8510674514,0.8091878424,0.8189833796,0.8173166514,0.5771982451,0.7823795605,0.8582983720,0.5409800503
400137271,2.4547272727,0.8487127150,0.8640630144,0.7831552699,0.7851993071,0.8339650619,0.5728791013,0.8456738287,0.8940961046,0.5092609096,0.8492244458,0.8317405502,0.7817226979,0.8491184452,0.8566917477,0.5830183091,0.8193423794,0.8185007358,0.5292761144
400137271,2.4850202020,0.8567541356,0.8407027939,0.6113250409,0.8606925993,0.8213269029,0.5102040816,0.8334812763,0.8225490301,0.9982799636,0.8178728110,0.8053299960,0.5839876428,0.8561599855,0.7461044024,0.5487269535,0.7913890540,0.7892485407,0.9718749119
400137271,2.5153131313,0.8531840830,0.8466891491,0.7141291160,0.8416778680,0.7808138423,0.5102301138,0.8149295086,0.8058569684,0.9950090347,0.8189833796,0.8173166514,0.5771982451,0.7823795605,0.8582983720,0.5409800503,0.8510674514,0.8091878424,0.9761802263
400137271,2.5456060606,0.7851993071,0.8339650619,0.5728791013,0.8456738287,0.8940961046,0.5092609096,0.8640630144,0.7831552699,0.9975122046,0.8491184452,0.8566917477,0.5830183091,0.8193423794,0.8185007358,0.5292761144,0.8317405502,0.7817226979,0.9856732395
400137271,2.5758989899,0.8606925993,0.8213269029,0.5102040816,0.8334812763,0.8225490301,0.9982799636,0.8407027939,0.6113250409,0.9997380686,0.8561599855,0.7461044024,0.5487269535,0.7913890540,0.7892485407,0.9718749119,0.8053299960,0.5839876428,0.9991018075
400137271,2.6061919192,0.8416778680,0.7808138423,0.5102301138,0.8149295086,0.8058569684,0.9950090347,0.8466891491,0.7141291160,0.9997900441,0.7823795605,0.8582983720,0.5409800503,0.8510674514,0.8091878424,0.9761802263,0.8173166514,0.5771982451,0.9992565531
400137271,2.6364848485,0.8456738287,0.8940961046,0.5092609096,0.8640630144,0.7831552699,0.9975122046,0.8339650619,0.5728791013,0.9997380686,0.8193423794,0.8185007358,0.5292761144,0.8317405502,0.7817226979,0.9856732395,0.8566917477,0.5830183091,0.9991706883
400137271,2.6667777778,0.8334812763,0.8225490301,0.9982799636,0.8407027939,0.6113250409,0.9997380686,0.8213269029,0.5102040816,0.9997910437,0.7913890540,0.7892485407,0.9718749119,0.8053299960,0.5839876428,0.9991018075,0.7461044024,0.5487269535,0.9994832672
