Seed,arrival rate,"(3,5)","(3,10)"
400137271,0.0010000000,-1.0000000000,0.0001003210
400137271,0.0060404040,-1.0000000000,0.0006186446
400137271,0.0110808081,-1.0000000000,0.0011581841
400137271,0.0161212121,-1.0000000000,0.0017218202
400137271,0.0211616162,-1.0000000000,0.0023099605
400137271,0.0262020202,-1.0000000000,0.0029159510
400137271,0.0312424242,-1.0000000000,0.0035605777
400137271,0.0362828283,-1.0000000000,0.0042251523
400137271,0.0413232323,-1.0000000000,0.0049426728
400137271,0.0463636364,-1.0000000000,0.0056663887
400137271,0.0514040404,-1.0000000000,0.0064188331
400137271,0.0564444444,-1.0000000000,0.0072162331
400137271,0.0614848485,-1.0000000000,0.0080549791
400137271,0.0665252525,-1.0000000000,0.0089525495
400137271,0.0715656566,-1.0000000000,0.0098480406
400137271,0.0766060606,-1.0000000000,0.0108169430
400137271,0.0816464646,-1.0000000000,0.0117930706
400137271,0.0866868687,-1.0000000000,0.0128632242
400137271,0.0917272727,-1.0000000000,0.0139338975
400137271,0.0967676768,-1.0000000000,0.0150900704
400137271,0.1018080808,-1.0000000000,0.0163101471
400137271,0.1068484848,-1.0000000000,0.0176158996
400137271,0.1118888889,-1.0000000000,0.0188820140
400137271,0.1169292929,-1.0000000000,0.0201814128
400137271,0.1219696970,-1.0000000000,0.0216638694
400137271,0.1270101010,-1.0000000000,0.0231156688
400137271,0.1320505051,-1.0000000000,0.0246070566
400137271,0.1370909091,-1.0000000000,0.0261292093
400137271,0.1421313131,-1.0000000000,0.0275265545
400137271,0.1471717172,-1.0000000000,0.0291313497
400137271,0.1522121212,-1.0000000000,0.0305774524
400137271,0.1572525253,-1.0000000000,0.0322802155
400137271,0.1622929293,-1.0000000000,0.0337338710
400137271,0.1673333333,-1.0000000000,0.0343319917
400137271,0.1723737374,-1.0000000000,0.0356833139
400137271,0.1774141414,-1.0000000000,0.0300142094
400137271,0.1824545455,-1.0000000000,0.0365518865
400137271,0.1874949495,-1.0000000000,0.0380634185
400137271,0.1925353535,-1.0000000000,0.0385661767
400137271,0.1975757576,-1.0000000000,0.0386797627
400137271,0.2026161616,-1.0000000000,0.0405036853
400137271,0.2076565657,-1.0000000000,0.0402096969
400137271,0.2126969697,-1.0000000000,0.0415606587
400137271,0.2177373737,-1.0000000000,0.0414499798
400137271,0.2227777778,-1.0000000000,0.0420256814
400137271,0.2278181818,-1.0000000000,0.0410521161
400137271,0.2328585859,-1.0000000000,0.0422039193
400137271,0.2378989899,-1.0000000000,0.0405767948
400137271,0.2429393939,-1.0000000000,0.0321732357
400137271,0.2479797980,-1.0000000000,0.0427802638
400137271,0.2530202020,-1.0000000000,0.0446777535
400137271,0.2580606061,-1.0000000000,0.0197723274
400137271,0.2631010101,-1.0000000000,0.0408994050
400137271,0.2681414141,-1.0000000000,0.0451640620
400137271,0.2731818182,-1.0000000000,0.0443639580
400137271,0.2782222222,-1.0000000000,0.0399213442
400137271,0.2832626263,-1.0000000000,0.0489003390
400137271,0.2883030303,-1.0000000000,0.0479836624
400137271,0.2933434343,-1.0000000000,0.0353058560
400137271,0.2983838384,-1.0000000000,0.0481983864
400137271,0.3034242424,-1.0000000000,0.0520552481
400137271,0.3084646465,-1.0000000000,0.0480928900
400137271,0.3135050505,-1.0000000000,0.0504165094
400137271,0.3185454545,-1.0000000000,0.0394594462
400137271,0.3235858586,-1.0000000000,0.0422037747
400137271,0.3286262626,-1.0000000000,0.0463904093
400137271,0.3336666667,-1.0000000000,0.0482191919
400137271,0.3387070707,-1.0000000000,0.0119785377
400137271,0.3437474747,-1.0000000000,0.0405674170
400137271,0.3487878788,-1.0000000000,0.0525792003
400137271,0.3538282828,-1.0000000000,0.0494357676
400137271,0.3588686869,-1.0000000000,0.0436959887
400137271,0.3639090909,-1.0000000000,0.0538341431
400137271,0.3689494949,-1.0000000000,0.0479518775
400137271,0.3739898990,-1.0000000000,0.0586556598
400137271,0.3790303030,-1.0000000000,0.0124014467
400137271,0.3840707071,-1.0000000000,0.0441281116
400137271,0.3891111111,-1.0000000000,0.0409626672
400137271,0.3941515152,-1.0000000000,0.0479749469
400137271,0.3991919192,-1.0000000000,0.0573680003
400137271,0.4042323232,-1.0000000000,0.0479439739
400137271,0.4092727273,-1.0000000000,0.0499409728
400137271,0.4143131313,-1.0000000000,0.0605196863
400137271,0.4193535354,-1.0000000000,0.0562866056
400137271,0.4243939394,-1.0000000000,0.0587669397
400137271,0.4294343434,-1.0000000000,0.0680980906
400137271,0.4344747475,-1.0000000000,0.0529425570
400137271,0.4395151515,-1.0000000000,0.0544793730
400137271,0.4445555556,-1.0000000000,0.0608813556
400137271,0.4495959596,-1.0000000000,0.0590854894
400137271,0.4546363636,-1.0000000000,0.0605812539
400137271,0.4596767677,-1.0000000000,0.0644875117
400137271,0.4647171717,-1.0000000000,0.0173286729
400137271,0.4697575758,-1.0000000000,0.0639506156
400137271,0.4747979798,-1.0000000000,0.0579876248
400137271,0.4798383838,-1.0000000000,0.0508281722
400137271,0.4848787879,-1.0000000000,0.0584809801
400137271,0.4899191919,-1.0000000000,0.0620681912
400137271,0.4949595960,-1.0000000000,0.0399021667
400137271,0.5000000000,-1.0000000000,0.0139106767

