Seed,arrival rate,"(BEB,5,1.00,0.50)","(BEB,5,1.00,0.75)","(BEB,5,1.00,1.00)","(BEB,5,1.00,1.25)","(BEB,5,1.00,1.50)","(BEB,5,1.00,2.00)","(BEB,5,1.00,3.00)","(BEB,10,1.00,0.50)","(BEB,10,1.00,0.75)","(BEB,10,1.00,1.00)","(BEB,10,1.00,1.25)","(BEB,10,1.00,1.50)","(BEB,10,1.00,2.00)","(BEB,10,1.00,3.00)"
400137271,1.6433877551,126949.9399433878,318346.0508632957,192554.7228454949,188531.0835808540,109136.4281410109,89870.9879883207,178809.5302693723,286209.7121500372,264311.7811830446,234683.9181192313,163104.0204852276,136800.2154697602,164041.4162073984,184628.6083011195
400137271,1.7147959184,148489.9279959155,238824.4902245808,246338.9834497727,142150.7874867394,173571.1075421849,101007.3295400681,181572.2453840410,277385.1987433212,323648.0701336055,131289.8691981862,136324.5349823398,159424.4298673051,134026.9459100188,202077.1465450476
400137271,1.7862040816,164095.7872243024,260464.4011528887,203347.6296640691,127854.7435557774,185701.0392336779,161136.2487194993,181124.7592945445,393739.8919568346,243279.6607036259,201716.6077518538,159473.3478537283,176522.8148052393,168764.5834682116,172903.6788327107
400137271,1.8576122449,410445.1991311492,198679.3770387212,155255.2025490761,220568.0686842134,161454.3539388397,207838.4319119541,224609.5944402046,370067.1048327478,359138.6285417964,205619.3720064161,167777.4316297332,169942.6005388030,177889.1982803834,197662.4015982322
400137271,1.9290204082,506540.5554797533,178876.1981186205,139308.6794823647,208331.1511332762,210055.3636552893,180910.6051490316,189112.4640453146,562516.4209270141,227785.8361848681,174404.4862180668,155552.9495092908,158190.3880703864,192632.1118315769,205610.4633747665
400137271,2.0004285714,360978.7932633178,315581.0763232172,248877.7047379118,162062.4003872995,171218.7449272249,243585.8080145041,228621.1472457038,392572.6440202828,222845.3840129945,209868.6318311662,204477.3339969215,194058.3926589324,160663.8334630321,162492.0829906948
400137271,2.0718367347,296.8908686681,195797.2280724745,105897.1622031725,191518.2394544607,233616.9597894490,174504.3312789459,190758.7853779744,466357.1598651171,274694.6680655703,196118.7794195895,111678.0634184233,190606.1392470566,188931.8375035312,224748.4980755753
400137271,2.1432448980,254947.5998649493,301547.3789872222,161243.7166937913,152441.8137852535,185168.0921228356,197184.3786201249,206299.3993859402,393694.1924598597,209733.7341659746,252141.6254475042,87478.9285146512,192800.3341429179,195685.2953816627,230503.8710669785
400137271,2.2146530612,9933.0147744023,216435.4913179298,207571.6367077242,47660.7729732891,155909.7552631554,193070.1745004723,260645.1325376717,481042.0324167763,291043.7374071279,272448.8964965650,128681.7807561813,196525.6145870746,204864.9839264595,257982.9811674394
400137271,2.2860612245,436067.6916942995,352819.9432720019,160593.1587016002,214265.2876102553,178696.0990983565,181966.7887061247,253869.6700006447,459330.8716016834,206416.5868401070,232935.3800600890,157984.7844911262,164847.2935842320,181917.9021031856,211202.1364966257
400137271,2.3574693878,4111.4843466058,41317.3929251905,330080.2938514288,153269.7891442399,211114.4444076955,202994.8719138181,232056.4948851569,353626.5084750251,259027.5465804620,202794.5583922327,183205.6987672612,192637.5972473118,180052.1796790892,247891.6358626930
400137271,2.4288775510,108.2635145637,282670.2552687004,168019.2283914587,213809.8617862482,71443.7814701815,212618.8656667022,283628.5609369215,381242.6681050917,284106.8934233392,233233.8580712508,187263.9587855884,209896.9562878292,218418.3978931522,255115.6942441940
400137271,2.5002857143,21176.0782849771,316433.2355706894,204172.4736579499,116349.7435505475,36155.1357832082,247029.0822859049,232937.7186798379,337732.0704348343,278058.1830737115,208794.8538467032,104400.7620497277,230062.8478103192,210191.3825746118,254844.1898808143
400137271,2.5716938776,48456.6809416780,33892.4424746961,153583.5138755041,229135.0366876358,205245.9362084768,275672.0051309943,252964.2639660635,518876.4754000247,326335.4059409138,192709.6463071915,217889.7978777300,144873.8608916496,229543.7098287827,258166.5581315040
400137271,2.6431020408,73088.2402725094,118569.6998418273,273619.7041387695,242674.3026666888,224937.5137370789,246748.2401702872,276518.0571755614,346637.3916787854,344498.4373414110,236748.6202451324,168710.5911361281,187848.9386007874,214850.1984115902,256317.9337889224
400137271,2.7145102041,98029.2271622079,230841.1101086270,220844.7979441928,238724.7996618008,227499.7640355044,187889.4661315746,233724.7095508890,459467.6680694765,332658.9254475000,214607.1413473171,235767.1289263912,172931.6934418350,223327.2635832390,268370.4311467840
400137271,2.7859183673,123614.3611313973,44433.8830755548,115486.6488397910,127205.6240034713,233550.1573942546,265289.4287558775,301781.8745886040,511592.2660824769,219353.4990218274,163450.9177135716,107671.8717851199,176622.2493445429,246136.3907678049,287566.0386969916
400137271,2.8573265306,145450.4222007880,343295.6102139416,269806.1711325556,131577.0800461879,235522.2291378797,219157.6283547401,269061.3104804318,356414.4923597518,308676.4747907953,158413.2718562966,122821.8804659619,253061.6395241111,194053.9129006166,288979.2344663948
400137271,2.9287346939,167263.3519720225,145872.0008786922,190124.3316258752,172863.4298569575,225608.7578684861,274813.3034322656,306264.6890511964,527539.7000918954,318736.9032652506,152896.3221643522,214845.8203080243,192412.5330076032,268560.6623369020,292302.6792331843
400137271,3.0001428571,188156.2133263613,13889.9634915483,199904.1964307246,248739.9365148736,229886.8441430908,246160.2145326062,292941.8014692899,343108.0888950446,354440.8087910915,230396.7153766899,170493.7523582604,236454.5277613482,235149.8664911755,293542.7250772011
400137271,3.0715510204,207610.2227222200,304777.1595901991,260855.1941844821,262915.3629913530,92657.6622335495,233375.5752038310,283328.1360107853,407541.3033565865,343850.3691672637,239070.5039886221,189273.6580684108,168723.1986173548,243098.3141872999,261893.1531289787
400137271,3.1429591837,225596.0630099581,6582.9931747268,267954.9471547900,232659.1166805515,279860.4968703550,242849.3257197301,274501.6153887744,244578.4074425599,232730.9563787210,161552.5744935175,166264.7662771830,176221.4122586673,223094.7971061624,317022.0675357071
400137271,3.2143673469,241384.3265488924,311645.0365395027,153902.2449540547,259711.7827078344,149512.6239935676,255502.9883719926,310843.3155913090,367122.8187798624,316422.0746347183,195135.8378441833,113655.7131765519,238100.5299025480,255286.8016777499,305689.8772847259
400137271,3.2857755102,259588.7733418119,44879.8317442326,207777.5449604734,261500.0164922177,222251.1874707755,206584.0448979937,293619.7338871599,512645.2768009157,354456.9952979750,246145.1800485549,152637.7879983886,170805.8803140518,229912.4432158903,290472.7755642129
400137271,3.3571836735,277131.6919015560,9105.7486405977,242614.9857085189,223684.3231085694,187551.9649465801,244266.7659623568,293497.1496507828,525716.1542196322,242947.8600425012,200727.0188584321,187717.5982566135,237551.9850427329,299950.4984144476,306366.4069833255
400137271,3.4285918367,292212.0548357886,34520.8989423826,252883.7379929263,145448.4958540649,255048.7990775763,283811.1459897988,281881.6294520762,179824.0281420831,236795.1203405010,158516.0702110400,245822.1596861543,75538.8511340816,266732.5396738417,307877.1686712585
400137271,3.5000000000,307673.8161556489,4670.4703473471,104769.2853821534,164235.8443850831,249140.6730459772,260055.1613521811,278402.3954894562,378521.5519149509,241808.6710386591,175703.2200682853,209219.0857341397,240161.9152356120,250908.8924587433,300495.2781443055

