Seed,arrival rate,"(3,5,1.00,0.50)","(3,5,1.00,0.75)","(3,5,1.00,1.00)","(3,5,1.00,1.25)","(3,5,1.00,1.50)","(3,5,1.00,2.00)","(3,5,1.00,3.00)","(5,5,1.00,0.50)","(5,5,1.00,0.75)","(5,5,1.00,1.00)","(5,5,1.00,1.25)","(5,5,1.00,1.50)","(5,5,1.00,2.00)","(5,5,1.00,3.00)","(7,5,1.00,0.50)","(7,5,1.00,0.75)","(7,5,1.00,1.00)","(7,5,1.00,1.25)","(7,5,1.00,1.50)","(7,5,1.00,2.00)","(7,5,1.00,3.00)","(5,10,1.00,0.50)","(5,10,1.00,0.75)","(5,10,1.00,1.00)","(5,10,1.00,1.25)","(5,10,1.00,1.50)","(5,10,1.00,2.00)","(5,10,1.00,3.00)","(10,10,1.00,0.50)","(10,10,1.00,0.75)","(10,10,1.00,1.00)","(10,10,1.00,1.25)","(10,10,1.00,1.50)","(10,10,1.00,2.00)","(10,10,1.00,3.00)","(20,10,1.00,0.50)","(20,10,1.00,0.75)","(20,10,1.00,1.00)","(20,10,1.00,1.25)","(20,10,1.00,1.50)","(20,10,1.00,2.00)","(20,10,1.00,3.00)"
400137271,1.7862040816,3294018.0078393919,1787129.2836728138,1146503.1637942621,795065.1804778386,578153.6548693613,327539.5780743450,220491.2171215513,2731729.3779189051,1514533.2209819881,978768.7583350155,682458.1831270282,498682.1037189776,279336.1285009049,220567.7461153101,2458387.1910159905,1381441.3609648459,900974.9020861951,630830.1061268039,463570.4113686542,258953.1633059969,219420.9359059581,5000002.2697747890,2453667.8198080990,1439660.0831572872,956094.3012311199,679030.6255499218,376558.7130440704,220630.8056827246,3158289.5725898519,1638288.5856181660,1035388.2554653538,717323.1520223434,520451.6960172464,293396.0901620897,220119.9915820851,2350259.0327150454,1320508.8381936736,867166.0164343610,612776.4742667055,448965.0184090138,255306.9174955926,220606.9721307924
400137271,1.8576122449,3311089.1379078794,1796163.7568801953,1157723.2248843068,807001.7288191743,590152.5234716674,337152.1330604335,230951.2024897608,2743445.4470633119,1521137.5907072932,988925.6453934415,692906.0904012169,508569.5789852060,290436.7298461377,230435.2857982078,2466600.3479059171,1393528.1894717389,913238.9057034050,642293.1608203315,470402.0129912714,271033.7922614343,231874.7509484504,5000004.6435130723,2466009.2577359988,1448312.4222686111,965972.2873982218,688700.2765427125,389014.1575807104,229966.6162046861,3171812.6649025897,1646863.1418307028,1047575.8875725433,728067.5181691481,530000.5291697729,303322.8501561689,231376.9089106369,2360705.0670042168,1329503.2222540760,874326.1941838921,625805.9670139950,460656.8200730380,265077.9509795958,231810.5887347949
400137271,1.9290204082,3318782.8479608381,1806112.6175866572,1167470.0182878780,815993.0498807866,599889.9156262949,346502.4678358688,240840.0122178397,2753924.7218459435,1533471.0283734647,999661.1465663811,704174.3551748501,517853.6771757209,300070.7538998328,241054.3250172155,2479643.5258946549,1401862.3862199502,920480.8579226864,650046.9013962306,480738.3364920027,279553.3535889144,241297.8633992374,5000002.8505586693,2476999.1291021737,1459654.0863848629,975368.9382724443,699679.0298403149,399053.1875997809,242767.7364590944,3174108.1586962105,1660413.0369285904,1054542.1738464539,736406.7324059865,541734.9751325481,314280.0676601743,241381.0603832343,2370054.1217447850,1340812.7691234201,887075.0527122846,631031.6288526384,470479.3251865119,277484.2937689819,242111.1904311060
400137271,2.0004285714,3327876.6996645555,1815266.9758575421,1178388.5058408675,827722.6798179237,609482.2440608148,355453.8835418876,250620.3355043186,2761630.0146441059,1546433.1060661552,1009496.8636150052,713857.7027675235,527906.0839617485,309003.1159453727,249840.7134983121,2490582.5476716249,1411712.0648733545,931347.3722649958,662777.2710140627,491381.7189680492,288398.0806355615,250565.5665433420,5000002.0314115500,2480057.5566733750,1469663.9086713584,986101.8089088019,708650.8997545075,407047.4850672386,249976.5993232114,3187625.0129527799,1667520.6989303122,1066150.3549307599,748042.4545002629,550034.1885867164,321792.7595909972,250360.1854867413,2377736.0475466391,1349531.7402292883,899255.0094417408,641835.0387662231,480214.4090605390,283387.3232455205,250088.4061527036
400137271,2.0718367347,3331698.9202931258,1826877.9352303941,1186015.0033176469,834961.2782824460,615865.1754989151,365415.0115763859,258789.2720277369,2768849.4964265279,1552756.1797322093,1019340.2251973668,719733.1691089165,539034.2587618349,317755.7687951109,258820.2425398419,2496488.5394967031,1419553.8775243647,937759.7451805299,669279.2049130504,499951.8663359369,297845.7748593468,259332.4822481993,5000004.1095390301,2490213.5905402154,1475244.4258610622,996411.4205796270,718611.0157265388,414985.8040503241,257150.1825248728,3189888.2653313479,1677597.8044531946,1074721.8344031405,754959.3410554880,559505.1590054851,330933.1975974267,258603.0069963291,2384355.6570404735,1357959.9534822258,905683.1915601619,650043.2938805331,488410.3399512714,294949.0204344431,259249.3318497923
400137271,2.1432448980,3341369.0262029385,1832593.5767293479,1194160.6400233591,841583.8794126671,624911.9252288969,373287.8190263022,266240.1263332181,2780515.6651348853,1558228.2508183420,1026431.4730579972,730175.3684800615,544516.8834353721,325532.7757881880,266385.2315429274,2507507.7302945950,1426825.7865058326,944787.0904875424,676975.7255795194,509287.7741980541,303229.6595444860,266740.9288860165,5000004.8453646917,2497428.7454233747,1485161.6243378869,1003468.8392717268,725217.8837164551,424026.4774450124,266387.5051471710,3203782.6504733637,1684795.9268349013,1082857.8550197410,762556.3430246469,569293.7537437424,339601.4901710634,267060.4232435584,2398992.2817067890,1365242.8943344636,915111.5480940072,658378.2515046739,495770.0134566930,299532.7545987458,266301.1024217278
400137271,2.2146530612,3349062.9663956217,1839899.9605287125,1200905.3804773861,848741.7432545744,633147.1624149507,381573.3444065290,274667.2505454860,2788886.8148163590,1564517.9926132255,1031306.3943671182,735532.9205013796,552354.7717058128,334210.9047397880,276120.2554980647,2514900.2095623771,1436943.6408015192,952449.3973307025,684664.5771125751,515351.0841969494,311891.1775169091,273685.5213664871,5000000.0239299051,2509463.4507185216,1491067.6723757815,1010176.5450018158,733666.6398123635,430917.2918935693,274597.3072190064,3208637.1583278119,1691669.9843848725,1086634.4427295392,769400.7713974362,574605.3095319935,346793.3633232343,273980.0258348788,2404525.7253032145,1375345.1237783525,920261.9399255816,667255.8742157861,503367.4918815065,308272.3236470362,274212.6928844689
400137271,2.2860612245,3356491.4605516233,1848244.0629564014,1209753.2885266452,857044.1983424380,638868.8289645439,387069.6089672509,281528.2320640769,2790631.6857539150,1573922.5341084669,1039416.4861865466,743826.2397776699,559400.4990797386,340720.8089861708,281785.7131726200,2524498.2662505414,1442585.1845953157,961647.8497720537,693336.2866330886,522448.9935469066,320118.2831809000,280724.8481518425,5000000.2408554433,2514819.8773260680,1499883.9559513789,1015556.4650466477,740336.7091663843,437436.5267636023,280410.0453189961,3220198.0390638565,1698649.7039806643,1097066.3090855391,778551.4130515681,582331.2847236799,354524.1079510624,281600.2926230811,2414449.4618557743,1383954.9261581434,928618.6809802522,673175.2099618735,510726.3383369407,316578.6690141453,281017.9890696029
400137271,2.3574693878,3361680.6707379557,1851722.1394327180,1215308.8296681740,865573.3270317694,644825.1554893305,394178.2472769702,288379.5045389211,2799540.1245916216,1579146.5600831872,1046387.2717445826,750132.9395760747,566397.3409320791,346044.6647139902,287118.6600728298,2528298.0556067186,1446581.9041223794,966238.0701662150,700704.3271401809,529004.0234871447,326376.5087961116,288186.5487055765,5000003.0926510226,2521878.2409688495,1507427.8238638733,1022786.9301174635,746009.4426793962,445321.8775252014,288467.0538503801,3220858.1145824962,1706561.2970222794,1104491.8710028301,784743.9494398449,589138.9852988056,360638.8229476165,288886.8595055756,2421738.3167292555,1387915.0244282931,934591.0826621276,681585.5643989664,516572.6897481001,321606.4972359014,287570.1578896344
400137271,2.4288775510,3368763.9709653636,1859359.4546093917,1222638.5641455078,869076.2365815400,652644.1938522033,400501.0983208719,293948.5242065178,2807212.3784191315,1586035.1033128034,1053397.5654996943,758758.9940808833,573303.0400990691,352432.8422662309,294265.0861182215,2533674.9839883815,1454543.5642259759,974180.6197105101,705111.4340929209,536850.7380056615,332886.4266548280,294406.9669185373,5000005.4180658041,2533225.2575496719,1513725.1039237692,1028941.6471086795,753674.1297934212,450899.8470356550,294228.0878756522,3228312.3877476021,1710994.9006676578,1108000.1764158704,789353.2381976758,593872.7828379954,368575.2750077061,293859.6603435338,2425334.3610736653,1393064.0415487150,941598.7427716919,686216.3566946106,522967.5260346011,328343.9695971243,294182.0008108693
400137271,2.5002857143,3377892.5149755124,1866411.1326290907,1229599.8634160713,873891.9202495866,658779.5436942356,405952.8892350023,300670.4432980902,2811372.7370248521,1591875.3058451724,1058970.2068477117,764630.5944487619,577816.0747282060,359751.8486884612,299659.3752217862,2537545.4814903866,1460860.1598428399,981851.2290558664,710386.6388229738,540842.9662956542,336903.7535716925,299692.2541482812,5000003.4539315049,2531456.3390061632,1518785.7950563137,1035037.2824208741,759254.9200717318,457647.5772207698,298954.3450791319,3231235.5229460401,1719054.6976897945,1114199.7209231406,796953.4748197192,601016.3059577160,373044.7182340943,299809.9748712501,2429131.9833156648,1400062.3136591546,947080.3372921915,689255.0985961095,527628.5071195872,335672.2160132013,299701.8317883803
400137271,2.5716938776,3381827.1850810908,1871147.5980845350,1234026.6558595633,882219.8188391920,663319.9209065401,412539.1023013958,305981.0295210346,2817342.8272811999,1597067.0262097574,1063767.9346229979,769097.8537992301,583191.7437731576,365684.5313516390,305290.5992337092,2546650.7982069920,1465118.5451911422,984539.4149857475,716423.8635901180,546556.7718432613,343930.6799985830,306089.1086133720,5000001.6362820771,2539280.6709785243,1523444.1874696075,1041614.4349335026,764951.0951051074,462257.7465711941,305740.4591943746,3237223.0106412177,1724574.1280573874,1121076.5830250229,802585.6509522271,605503.9447869365,378591.5202322926,305247.4082062104,2437793.5289977193,1407308.9166237793,955723.3070825347,699071.4469427691,536842.4737812980,340563.0994477887,305187.9303938760
400137271,2.6431020408,3389451.2771211299,1873935.6870130759,1239976.1859234681,885358.6939410792,669435.3804849003,417714.6409668113,310208.1770215010,2824393.5828033197,1603033.2820527297,1067933.6421862929,774246.0033098948,588975.4136500293,368720.8793580268,311331.0406278607,2548971.3817580319,1474804.0576460762,991114.7695583042,721189.7326362404,550835.9146763672,349357.4134237811,310969.3020577276,5000002.7295285044,2541909.1116202325,1528093.8742675292,1046615.0055133052,770141.0880112507,468449.3652226355,311602.1671475963,3250682.4523447989,1729112.5431945689,1125256.9824400530,807759.5395006499,610759.3383136638,383128.5965316837,309586.5279591805,2439714.4816404413,1410340.5978519856,959201.3308337466,703230.8704813257,539709.5201983161,346409.4230669255,312014.9004464794
400137271,2.7145102041,3389634.7420129576,1879379.9205066606,1243108.7391680267,891168.4769000666,674325.1634307536,421491.3720052606,315138.3024581224,2827437.3839168386,1606913.7983529160,1072686.6238446597,779479.9243734473,595965.9964314005,374521.2798620219,315493.0410770740,2555668.3805360929,1475778.7155277610,995360.9735192618,728873.4915211422,558711.3711388141,354226.0155441063,315913.7282598762,5000004.0161211565,2549649.4498977335,1533612.6677129867,1051391.3758595821,775235.1368415792,474488.6895583238,316341.7980311049,3255887.8102162643,1735015.6024483684,1131611.8526888550,811989.0896989112,616900.8030214902,387925.6105709234,315763.3895076955,2443647.7333718291,1415364.3178307239,961390.2875232204,708044.3867443621,546035.3893837789,348475.0167931778,314983.7286245796
