Seed,arrival rate,"(BEB,5,1.00,0.50)","(BEB,5,1.00,0.75)","(BEB,5,1.00,1.00)","(BEB,5,1.00,1.25)","(BEB,5,1.00,1.50)","(BEB,5,1.00,2.00)","(BEB,5,1.00,3.00)","(BEB,10,1.00,0.50)","(BEB,10,1.00,0.75)","(BEB,10,1.00,1.00)","(BEB,10,1.00,1.25)","(BEB,10,1.00,1.50)","(BEB,10,1.00,2.00)","(BEB,10,1.00,3.00)",,,Seed,arrival rate,"(BEB,5,1.00,0.50)","(BEB,5,1.00,0.75)","(BEB,5,1.00,1.00)","(BEB,5,1.00,1.25)","(BEB,5,1.00,1.50)","(BEB,5,1.00,2.00)","(BEB,5,1.00,3.00)","(BEB,10,1.00,0.50)","(BEB,10,1.00,0.75)","(BEB,10,1.00,1.00)","(BEB,10,1.00,1.25)","(BEB,10,1.00,1.50)","(BEB,10,1.00,2.00)","(BEB,10,1.00,3.00)"
400137271,2.571693878,0.490210689,0.590501456,0.906400584,1.024559651,1.261418231,1.559180006,1.923764629,0.466549828,0.574452729,0.83690094,1.056758178,1.032237809,1.371135367,1.803381445,,,400137271,2.571693878,0.489462048,0.591367982,0.905738018,0.976056121,0.999125875,0.999980771,0.999993919,0.466023506,0.57377579,0.83574106,0.963395641,0.985486494,0.99994144,0.999997158
400137271,2.643102041,0.490209256,0.676123842,0.892472648,0.834875511,1.308388645,1.409880067,1.97602633,0.463121128,0.629403334,0.783984309,0.959991556,1.166392961,1.452684339,1.939542852,,,400137271,2.643102041,0.490437439,0.675941442,0.891655291,0.797554684,0.99467768,0.999985693,0.999999323,0.462900491,0.628823901,0.7808766,0.950383921,0.989944845,0.999890889,0.999996705
400137271,2.714510204,0.490206466,0.693814817,0.956969052,0.892414632,1.181829765,1.313821761,1.687328348,0.46300222,0.621165557,0.894336646,1.013115872,1.171946072,1.436053713,1.935225827,,,400137271,2.714510204,0.490091285,0.693694145,0.956762206,0.822350473,0.999863672,0.999965742,0.999998011,0.462087984,0.620571338,0.893524646,0.932760181,0.999708081,0.999972719,0.999999323
400137271,2.785918367,0.490205542,0.646408062,0.886452017,0.932938064,1.155510933,1.464354968,2.054306679,0.471806704,0.5993356,0.88957932,0.930733133,1.164222379,1.441445247,2.001970977,,,400137271,2.785918367,0.49025032,0.646246986,0.886213786,0.932400584,0.999920629,0.999961171,0.999996527,0.47132086,0.599238675,0.887636651,0.912060662,0.999763636,0.999945807,0.999999324
400137271,2.857326531,0.490207708,0.678065968,0.88568879,0.881964284,1.238803104,1.557796332,1.735044943,0.461752188,0.692776352,0.79796852,0.996204423,1.229185769,1.399097357,1.967779574,,,400137271,2.857326531,0.490040961,0.678007996,0.885874481,0.880499627,0.996416353,0.999993194,0.999998605,0.461175319,0.69211872,0.797801719,0.984269299,0.999799177,0.999936908,0.999999323
400137271,2.928734694,0.490216369,0.702744672,0.836017141,1.013218279,1.289318871,1.445642287,1.974736986,0.468694192,0.662345088,0.816295085,1.023428741,1.147395266,1.450856962,1.927950067,,,400137271,2.928734694,0.490543615,0.701714245,0.83676043,0.986249622,0.999233117,0.999977927,0.999996134,0.468600737,0.661630142,0.814559668,0.94659966,0.999777173,0.99995687,0.99999364
400137271,3.000142857,0.490203917,0.637645643,0.84835772,1.055947836,1.069484682,1.488691591,2.022222187,0.459168991,0.663574449,0.767682048,0.982979585,1.313317258,1.322460944,1.934861208,,,400137271,3.000142857,0.49021347,0.637609548,0.848128039,0.975755531,0.908476176,0.999955738,0.999999322,0.459029737,0.663348505,0.76566329,0.958873771,0.997372674,0.999959519,0.999999323
400137271,3.07155102,0.490206298,0.705399265,0.87382428,1.10236023,1.012277679,1.463283109,1.974697901,0.463697723,0.676537727,0.865975855,1.02266017,1.145158974,1.545898632,1.983560371,,,400137271,3.07155102,0.490599888,0.705132343,0.873002696,0.965200248,0.999975407,0.999990259,0.999996149,0.462838318,0.675321783,0.866198736,0.97644928,0.99968557,0.999871999,0.999994093
400137271,3.142959184,0.490206043,0.653472104,0.925783376,1.068327642,1.307364093,1.370347538,2.12890744,0.46851365,0.663391644,0.864538634,0.992042272,1.135507227,1.512651286,1.999696182,,,400137271,3.142959184,0.490002001,0.653994757,0.925259276,0.985012395,0.999741064,0.999981924,0.999990731,0.467946485,0.662165044,0.862517772,0.947856773,0.999756849,0.999952242,0.999994104
400137271,3.214367347,0.490213055,0.668485645,0.92742732,1.139198123,1.062421636,1.554432799,2.323786433,0.458841235,0.688522368,0.893096903,0.992049124,1.223077732,1.359139677,2.109120026,,,400137271,3.214367347,0.490174172,0.667964572,0.92610192,0.996095222,0.99405756,0.999953876,0.999997398,0.458740096,0.688101698,0.891615822,0.965905947,0.99987678,0.999969167,0.999993432
400137271,3.28577551,0.490207044,0.715457976,0.872092105,0.971549279,1.306184613,1.603550423,2.02624736,0.483568113,0.707433172,0.917700502,1.032135456,1.143262821,1.40472332,2.025596026,,,400137271,3.28577551,0.489486118,0.715316064,0.871927048,0.898404109,0.999950634,0.999990243,0.999998441,0.483160491,0.706637748,0.916974343,0.999121468,0.999819286,0.999933404,0.999995522
400137271,3.357183674,0.49020719,0.693921743,0.92546822,1.02800943,1.171729629,1.498218753,2.029004422,0.464983314,0.647569792,0.853546183,1.032377549,1.197769907,1.732263137,2.087703127,,,400137271,3.357183674,0.490207556,0.694204463,0.925149287,0.908282473,0.999611021,0.999984655,0.999999323,0.465134424,0.647182578,0.853146816,0.977677206,0.999665832,0.999976419,0.999997945
400137271,3.428591837,0.490206571,0.729178161,0.958822366,1.078582964,1.322538518,1.574064574,2.236699826,0.449221039,0.662657731,0.88256111,1.086804225,1.056436485,1.521103516,2.065370743,,,400137271,3.428591837,0.489770096,0.729702974,0.958629252,0.992195093,0.987552453,0.999983366,0.999998831,0.448645783,0.662968518,0.881336518,0.996079055,0.983989059,0.999961651,0.999993992
400137271,3.5,0.490220763,0.713215863,0.950490654,1.102430099,1.281982856,1.434775698,2.138272508,0.478561051,0.699386794,0.859738662,1.068623598,1.210701254,1.521163984,2.050140712,,,400137271,3.5,0.490242297,0.712863391,0.950470393,0.985275452,0.999962093,0.999992149,0.999999324,0.477555432,0.698743625,0.858103935,0.99673215,0.999814675,0.999905442,0.999996932
