0.075,39.921846,15725,10000000,10000003,2.994261,,0.065,28.544153,11479,,,
0.085,66.892788,15725,10000000,10000002,5.686175,,0.065,28.500774,29359,,,
0.095,200.405784,15725,10000000,10000001,19.034273,,0.065,28.556097,26963,,,
0.096,251.570006,15725,10000000,10000009,24.14316,,0.065,28.580848,24465,,,
0.097,333.097727,15725,10000000,10000001,32.302111,,0.065,28.470101,5706,,,
0.098,521.484577,15725,10000000,10000013,51.107129,,0.065,28.565483,28146,,,
0.099,978.536925,15725,10000000,10000113,96.886095,,0.065,28.546513,23282,,,
0.005,10.523782,11479,10000000,10000000,0.052614,,0.075,39.945448,400137271,,,
0.015,11.765889,11479,10000000,10000001,0.176543,,0.075,39.871056,42,,,
0.025,13.346353,11479,10000000,10000001,0.333872,,0.075,39.956488,18468,,,
0.035,15.386503,11479,10000000,10000000,0.538584,,0.075,39.873731,6335,,,
0.045,18.178082,11479,10000000,10000002,0.818338,,0.075,40.083759,26501,,,
0.055,22.203372,11479,10000000,10000003,1.221404,,0.075,39.850729,19170,,,
0.065,28.544153,11479,10000000,10000000,1.855335,,0.075,39.921846,15725,,,
0.075,40.023124,11479,10000000,10000004,3.001966,,0.075,40.023124,11479,,,
0.085,66.760381,11479,10000000,10000009,5.677187,,0.075,39.810371,29359,,,
0.095,198.975061,11479,10000000,10000020,18.904032,,0.075,39.879548,26963,,,
0.096,246.184736,11479,10000000,10000011,23.63675,,0.075,39.967825,24465,,,
0.097,331.825053,11479,10000000,10000031,32.197193,,0.075,40.008643,5706,,,
0.098,509.167592,11479,10000000,10000037,49.912048,,0.075,39.888263,28146,,,
0.099,960.115162,11479,10000000,10000448,95.071783,,0.075,40.013979,23282,,,
0.005,10.523427,29359,10000000,10000000,0.05264,,0.085,66.766962,400137271,,,
0.015,11.759544,29359,10000000,10000000,0.176396,,0.085,66.278141,42,,,
0.025,13.322896,29359,10000000,10000000,0.333176,,0.085,66.600456,18468,,,
0.035,15.377208,29359,10000000,10000001,0.538382,,0.085,66.810405,6335,,,
0.045,18.171684,29359,10000000,10000002,0.818048,,0.085,66.690298,26501,,,
0.055,22.191079,29359,10000000,10000001,1.220838,,0.085,66.601278,19170,,,
0.065,28.500774,29359,10000000,10000001,1.853314,,0.085,66.892788,15725,,,
0.075,39.810371,29359,10000000,10000004,2.986342,,0.085,66.760381,11479,,,
0.085,66.58183,29359,10000000,10000002,5.661613,,0.085,66.58183,29359,,,
0.095,198.994977,29359,10000000,10000010,18.910584,,0.085,66.224471,26963,,,
0.096,254.897946,29359,10000000,10000007,24.485825,,0.085,66.781307,24465,,,
0.097,322.542097,29359,10000000,10000025,31.292608,,0.085,66.568017,5706,,,
0.098,490.248681,29359,10000000,10000019,48.063432,,0.085,66.152032,28146,,,
0.099,998.817072,29359,10000000,10000325,98.92011,,0.085,66.940227,23282,,,
0.005,10.521869,26963,10000000,10000000,0.05262,,0.095,197.06342,400137271,,,
0.015,11.760677,26963,10000000,10000000,0.17643,,0.095,198.926204,42,,,
0.025,13.322119,26963,10000000,10000000,0.333157,,0.095,194.28002,18468,,,
0.035,15.377028,26963,10000000,10000000,0.538191,,0.095,199.774633,6335,,,
0.045,18.169378,26963,10000000,10000003,0.817461,,0.095,198.474047,26501,,,
0.055,22.213587,26963,10000000,10000003,1.2217,,0.095,200.643592,19170,,,
0.065,28.556097,26963,10000000,10000002,1.856367,,0.095,200.405784,15725,,,
0.075,39.879548,26963,10000000,10000002,2.99039,,0.095,198.975061,11479,,,
0.085,66.224471,26963,10000000,10000009,5.628974,,0.095,198.994977,29359,,,
0.095,196.82366,26963,10000000,10000010,18.697932,,0.095,196.82366,26963,,,
0.096,248.187171,26963,10000000,10000022,23.835023,,0.095,202.509202,24465,,,
0.097,344.497572,26963,10000000,10000018,33.434032,,0.095,198.153164,5706,,,
0.098,511.333355,26963,10000000,10000044,50.138441,,0.095,198.52403,28146,,,
0.099,1095.683843,26963,10000000,10000148,108.543334,,0.095,200.919851,23282,,,
0.005,10.528259,24465,10000000,10000000,0.052644,,0.096,247.076858,400137271,,,
0.015,11.769597,24465,10000000,10000001,0.17666,,0.096,252.286954,42,,,
0.025,13.33485,24465,10000000,10000000,0.333546,,0.096,250.424286,18468,,,
0.035,15.38755,24465,10000000,10000000,0.538756,,0.096,246.944808,6335,,,
0.045,18.159913,24465,10000000,10000000,0.817261,,0.096,248.092498,26501,,,
0.055,22.242717,24465,10000000,10000005,1.224247,,0.096,254.004656,19170,,,
0.065,28.580848,24465,10000000,10000002,1.858893,,0.096,251.570006,15725,,,
0.075,39.967825,24465,10000000,10000000,2.998393,,0.096,246.184736,11479,,,
0.085,66.781307,24465,10000000,10000017,5.6787,,0.096,254.897946,29359,,,
0.095,202.509202,24465,10000000,10000009,19.248021,,0.096,248.187171,26963,,,
0.096,254.021906,24465,10000000,10000026,24.395466,,0.096,254.021906,24465,,,
0.097,333.567916,24465,10000000,10000034,32.359154,,0.096,243.920503,5706,,,
0.098,487.300926,24465,10000000,10000133,47.762472,,0.096,252.247053,28146,,,
0.099,1029.945347,24465,10000000,10000089,101.97456,,0.096,249.114965,23282,,,
0.005,10.523922,5706,10000000,10000000,0.052629,,0.097,332.638469,400137271,,,
0.015,11.755832,5706,10000000,10000001,0.17637,,0.097,340.33304,42,,,
0.025,13.32675,5706,10000000,10000000,0.33327,,0.097,333.422756,18468,,,
0.035,15.36053,5706,10000000,10000003,0.537525,,0.097,334.854054,6335,,,
