Seed,t (min)(,t (sec),"(0.10,1)","(0.20,1)","(0.30,1)","(0.40,1)","(0.50,1)","(0.60,1)","(0.70,1)","(0.80,1)","(0.90,1)","(1.00,1)","(0.10,2)","(0.20,2)","(0.30,2)","(0.40,2)","(0.50,2)","(0.60,2)","(0.70,2)","(0.80,2)","(0.90,2)","(1.00,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,5,300,1,1,0.999997428,0.999778766,0.996631027,0.978595604,0.917876584,0.770796163,0.483621921,0,1,1,1,1,0.999999969,0.999998813,0.99998317,0.999873581,0.999380466,0.997754018,,,,0,0,-4E-10,-1.5725E-06,2.97729E-05,0.000115917,-0.000143978,-0.00181987,-0.002367471,-0.002030674,,0,0,0,-1E-10,-3.06E-08,-1.1873E-06,-4.33057E-06,-6.92017E-06,-5.9571E-05,-0.000162347,,,,0,0,-4E-10,-1.5725E-06,2.97729E-05,0.000115917,-0.000143978,-0.00181987,-0.002367471,-0.002030674,,0,0,0,-1E-10,-3.06E-08,-1.1873E-06,-4.33057E-06,-6.92017E-06,-5.9571E-05,-0.000162347,
400137271,0,0,0.8998105,0.799886,0.7002405,0.599988,0.5003025,0.4007,0.2998265,0.200989,0.1002885,0.0011845,0.995252,0.981752,0.9604895,0.9334845,0.8995395,0.8613405,0.8185295,0.7715995,0.721682,0.6682755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,0.102040816,6.122448978,0.9601135,0.866762,0.76373,0.656507,0.54862,0.440267,0.3298915,0.221251,0.1104635,0.0013085,0.999297,0.9927555,0.977819,0.955889,0.9261425,0.890724,0.850034,0.804118,0.754444,0.7005445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,0.204081633,12.24489796,0.9841725,0.911597,0.81407,0.7051725,0.592504,0.4771625,0.3585415,0.240857,0.1205145,0.0014475,0.999905,0.997106,0.987549,0.970647,0.945663,0.913854,0.8758835,0.832111,0.7833815,0.72979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,0.306122449,18.36734694,0.993671,0.941162,0.853536,0.74706,0.632054,0.5117855,0.3860385,0.259962,0.1305,0.001573,0.9999845,0.998893,0.992997,0.9804675,0.9600815,0.9320225,0.8974395,0.856048,0.809008,0.756257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,0.408163265,24.48979592,0.9974445,0.9610455,0.8846235,0.782784,0.6679975,0.543877,0.4123445,0.2786,0.1405035,0.001692,0.999998,0.999563,0.9960855,0.9870195,0.9706415,0.9465785,0.9150525,0.876504,0.8313875,0.780121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,0.510204082,30.6122449,0.9989675,0.974242,0.9091305,0.8135665,0.7001625,0.5739135,0.43761,0.2968105,0.1501855,0.001811,0.9999995,0.99983,0.997806,0.991416,0.9783505,0.957886,0.9296745,0.8940615,0.8511225,0.8015235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,0.612244898,36.73469388,0.9995915,0.9828315,0.9284105,0.840059,0.729273,0.6021695,0.461871,0.3145985,0.159746,0.0019415,1,0.9999345,0.9987915,0.994287,0.984083,0.9667525,0.9419795,0.909118,0.868598,0.8208325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,0.714285714,42.85714286,0.999834,0.988586,0.943775,0.8627325,0.7556705,0.6284385,0.4849605,0.3319685,0.1692645,0.002069,1,0.9999735,0.9993355,0.9962335,0.988293,0.973759,0.9519545,0.9221195,0.884025,0.8382815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,0.816326531,48.97959184,0.9999375,0.9924295,0.9557685,0.882229,0.7793545,0.6530615,0.5070665,0.3489655,0.178767,0.0021995,1,0.999989,0.9996345,0.9975495,0.99134,0.9792295,0.9601485,0.9332825,0.897774,0.8539225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,0.918367347,55.10204081,0.9999735,0.9950005,0.965355,0.8988455,0.800853,0.675659,0.528336,0.3653895,0.188091,0.0023335,1,0.9999965,0.999806,0.9983795,0.9936505,0.983664,0.9670865,0.942713,0.909806,0.868045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.020408163,61.2244898,0.9999895,0.99668,0.9727385,0.913123,0.820243,0.6970385,0.548604,0.381454,0.197256,0.0024585,1,0.9999985,0.999895,0.998928,0.9953395,0.9871825,0.9727145,0.950878,0.920393,0.8809385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.12244898,67.34693878,0.999995,0.9978095,0.9785315,0.925545,0.8377415,0.7169555,0.567991,0.3970785,0.2063015,0.0025685,1,0.999999,0.9999365,0.9993015,0.9966345,0.9899055,0.9774725,0.957827,0.929688,0.892516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.224489796,73.46938775,0.999999,0.9985345,0.983089,0.936221,0.853449,0.7356505,0.5864835,0.4124615,0.2153795,0.0026905,1,1,0.999962,0.999552,0.9975355,0.991998,0.981409,0.963787,0.9379755,0.9029915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.326530612,79.59183673,0.9999995,0.9990165,0.986668,0.9453435,0.867591,0.7530995,0.6043095,0.4274695,0.224294,0.0028095,1,1,0.9999775,0.9997085,0.998197,0.993694,0.984645,0.968937,0.9452245,0.9123675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.428571429,85.71428572,0.9999995,0.999342,0.989556,0.9531905,0.8804745,0.76937,0.6213685,0.441988,0.233077,0.002922,1,1,0.9999875,0.9998125,0.99869,0.99504,0.9872945,0.973376,0.951512,0.921006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.530612245,91.83673469,1,0.9995655,0.991807,0.9597805,0.8921335,0.784499,0.6376965,0.456208,0.2418445,0.0030335,1,1,0.9999905,0.9998735,0.9990365,0.9961085,0.98947,0.9771975,0.957295,0.928766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.632653061,97.95918367,1,0.999712,0.993586,0.9653785,0.9026905,0.798549,0.6533325,0.4700645,0.2504685,0.003158,1,1,0.999995,0.9999185,0.9992985,0.9969435,0.991248,0.9804,0.962348,0.9357065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.734693878,104.0816327,1,0.999811,0.994954,0.9702625,0.9122375,0.8118955,0.6680845,0.4835795,0.2589355,0.0032835,1,1,0.9999975,0.9999565,0.999487,0.9976165,0.9927555,0.983238,0.966823,0.941898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.836734694,110.2040816,1,0.9998835,0.99605,0.974461,0.920777,0.8242575,0.6823325,0.496615,0.267352,0.003403,1,1,0.999999,0.9999745,0.9996235,0.9981395,0.993981,0.9856485,0.97071,0.947556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,1.93877551,116.3265306,1,0.9999185,0.996907,0.9781205,0.928368,0.8358245,0.695855,0.509511,0.2756155,0.003523,1,1,0.9999995,0.9999825,0.999726,0.998547,0.995053,0.987661,0.9741315,0.952664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.040816327,122.4489796,1,0.9999435,0.997553,0.9812315,0.935299,0.846771,0.7087425,0.5218605,0.283807,0.003654,1,1,1,0.9999885,0.999803,0.99886,0.995923,0.9893935,0.9771285,0.9573095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.142857143,128.5714286,1,0.9999625,0.9980435,0.983913,0.9416345,0.857007,0.7213125,0.53393,0.291968,0.0037655,1,1,1,0.999994,0.999856,0.999096,0.9966225,0.990924,0.9797935,0.961536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.244897959,134.6938776,1,0.9999745,0.9984435,0.986243,0.947208,0.8664005,0.733223,0.545672,0.299877,0.0039055,1,1,1,0.999994,0.999898,0.9992945,0.997208,0.9922325,0.982125,0.9653055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.346938776,140.8163265,1,0.999981,0.9987785,0.9881355,0.9523815,0.875256,0.7447505,0.557048,0.307824,0.004023,1,1,1,0.999998,0.9999275,0.9994395,0.997695,0.993354,0.984172,0.968715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.448979592,146.9387755,1,0.9999885,0.9990315,0.9897745,0.956993,0.883542,0.7556735,0.5682635,0.3156365,0.00414,1,1,1,0.9999995,0.999947,0.9995655,0.9980895,0.9943125,0.9860525,0.9717885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.551020408,153.0612245,1,0.999993,0.999236,0.991252,0.961149,0.8911195,0.7662575,0.5792245,0.323353,0.00428,1,1,1,1,0.9999645,0.999657,0.99842,0.995134,0.987712,0.974587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.653061225,159.1836735,1,0.999996,0.9993985,0.9924535,0.9648875,0.898234,0.7763095,0.589793,0.3310445,0.0044085,1,1,1,1,0.9999775,0.9997375,0.998701,0.9958265,0.98912,0.977093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.755102041,165.3061224,1,0.9999975,0.999535,0.9935355,0.9683785,0.9049785,0.786157,0.600099,0.3385635,0.0045345,1,1,1,1,0.999982,0.999793,0.998934,0.9964265,0.9904015,0.9793495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.857142857,171.4285714,1,0.999999,0.9996325,0.994432,0.9714245,0.9110895,0.79533,0.610255,0.3460235,0.004655,1,1,1,1,0.999988,0.9998445,0.999112,0.996912,0.991583,0.9813635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,2.959183674,177.5510204,1,0.9999995,0.9997055,0.9952,0.9742025,0.9169335,0.8042055,0.620051,0.353343,0.0047615,1,1,1,1,0.999993,0.9998845,0.9992675,0.997363,0.992614,0.983188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.06122449,183.6734694,1,1,0.9997655,0.9958715,0.9766805,0.922339,0.812683,0.629638,0.3607275,0.004885,1,1,1,1,0.999995,0.999911,0.9994,0.9977325,0.9935285,0.9847945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.163265306,189.7959184,1,1,0.999817,0.9964605,0.9789205,0.92743,0.8207245,0.6390755,0.36797,0.0049935,1,1,1,1,0.999997,0.999927,0.9994875,0.9980585,0.994303,0.986268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.265306122,195.9183673,1,1,0.9998585,0.9969415,0.9809415,0.9322165,0.82845,0.648113,0.374998,0.0051205,1,1,1,1,0.999998,0.9999425,0.9995705,0.9983425,0.994988,0.9876185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.367346939,202.0408163,1,1,0.9998905,0.9973865,0.9827585,0.9366225,0.8358435,0.656979,0.381951,0.005256,1,1,1,1,0.9999985,0.999956,0.9996475,0.9985935,0.9955645,0.988844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.469387755,208.1632653,1,1,0.999912,0.9977445,0.9844335,0.940786,0.8429645,0.6655905,0.3889335,0.005392,1,1,1,1,1,0.9999665,0.999707,0.9987875,0.9960815,0.989931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.571428571,214.2857143,1,1,0.9999235,0.9980705,0.985888,0.9448385,0.8498315,0.6740425,0.395793,0.0055115,1,1,1,1,1,0.9999765,0.9997705,0.9989575,0.9965515,0.990894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.673469388,220.4081633,1,1,0.9999345,0.9983535,0.987248,0.9484925,0.856359,0.6823235,0.4026245,0.0056365,1,1,1,1,1,0.999982,0.999807,0.9991115,0.9969525,0.991816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.775510204,226.5306122,1,1,0.9999425,0.9985885,0.988487,0.9518615,0.8626575,0.6903305,0.4093985,0.005768,1,1,1,1,1,0.9999845,0.9998485,0.999245,0.997316,0.992604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.87755102,232.6530612,1,1,0.999956,0.998766,0.9896195,0.954968,0.868659,0.698189,0.416111,0.0058975,1,1,1,1,1,0.9999865,0.999875,0.9993565,0.9976385,0.993327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,3.979591837,238.7755102,1,1,0.999964,0.9989295,0.990634,0.957969,0.8743775,0.7058355,0.4227405,0.0060305,1,1,1,1,1,0.9999905,0.9998985,0.9994485,0.997928,0.994024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,4.081632653,244.8979592,1,1,0.9999745,0.999085,0.991527,0.9607645,0.879804,0.713313,0.42929,0.006162,1,1,1,1,1,0.9999945,0.9999145,0.999526,0.9981725,0.9946275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,4.183673469,251.0204082,1,1,0.9999805,0.9992055,0.992346,0.963395,0.884969,0.7205135,0.4357155,0.0062735,1,1,1,1,1,0.9999965,0.9999335,0.9995895,0.998378,0.9951665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,4.285714286,257.1428571,1,1,0.9999865,0.9993155,0.9930925,0.9657965,0.890002,0.727553,0.442097,0.0063925,1,1,1,1,1,0.9999975,0.999947,0.999636,0.998579,0.9956745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,4.387755102,263.2653061,1,1,0.9999895,0.999407,0.993738,0.968012,0.8948295,0.7345225,0.4484395,0.0065235,1,1,1,1,1,0.9999985,0.9999575,0.9996885,0.998748,0.996109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,4.489795918,269.3877551,1,1,0.9999925,0.9994935,0.994322,0.970083,0.8994465,0.74123,0.45472,0.006645,1,1,1,1,1,0.9999985,0.9999675,0.999729,0.9989005,0.996485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,4.591836735,275.5102041,1,1,0.999994,0.9995635,0.994863,0.972043,0.9037985,0.7478565,0.4608825,0.0067755,1,1,1,1,1,1,0.9999725,0.9997725,0.9990445,0.996834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,4.693877551,281.6326531,1,1,0.999995,0.9996255,0.9953545,0.973875,0.90797,0.754274,0.4668785,0.0069015,1,1,1,1,1,1,0.999978,0.999805,0.999162,0.997153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,4.795918367,287.755102,1,1,0.9999965,0.999672,0.9957825,0.975575,0.912006,0.76049,0.472893,0.0070265,1,1,1,1,1,1,0.9999795,0.9998365,0.9992575,0.9974405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,4.897959184,293.877551,1,1,0.9999985,0.9997155,0.9961685,0.977207,0.9158205,0.7666105,0.47884,0.007147,1,1,1,1,1,1,0.9999845,0.9998615,0.9993565,0.9976895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400137271,5,300,1,1,0.999999,0.999749,0.9965155,0.9787365,0.919547,0.772621,0.484604,0.00727,1,1,1,1,1,1,0.9999875,0.9998805,0.99944,0.997916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
