Seed,arrival rate,"(Good)","(Bad)"
400137271,0.0010000000,4.0043695985,13.0275331049
400137271,0.0030067114,4.0134238358,13.0834792271
400137271,0.0050134228,4.0226586174,13.1404749822
400137271,0.0070201342,4.0320549726,13.1989177891
400137271,0.0090268456,4.0414293278,13.2585087009
400137271,0.0110335570,4.0507457523,13.3194757933
400137271,0.0130402685,4.0601329166,13.3814071649
400137271,0.0150469799,4.0697711433,13.4443518763
400137271,0.0170536913,4.0797877892,13.5086308253
400137271,0.0190604027,4.0897848365,13.5743305705
400137271,0.0210671141,4.0993549134,13.6417680491
400137271,0.0230738255,4.1097378927,13.7099410413
400137271,0.0250805369,4.1195494392,13.7801087116
400137271,0.0270872483,4.1294630926,13.8515415712
400137271,0.0290939597,4.1401760533,13.9240416399
400137271,0.0311006711,4.1507501593,13.9987900109
400137271,0.0331073826,4.1613336130,14.0753580163
400137271,0.0351140940,4.1721141350,14.1534950348
400137271,0.0371208054,4.1827316626,14.2338864708
400137271,0.0391275168,4.1932717603,14.3161809294
400137271,0.0411342282,4.2039696060,14.4001345025
400137271,0.0431409396,4.2149587546,14.4860471958
400137271,0.0451476510,4.2267061418,14.5740413195
400137271,0.0471543624,4.2381114302,14.6646843991
400137271,0.0491610738,4.2495447546,14.7571542936
400137271,0.0511677852,4.2608959191,14.8522568637
400137271,0.0531744966,4.2727651918,14.9495027589
400137271,0.0551812081,4.2846074224,15.0493946937
400137271,0.0571879195,4.2959854086,15.1525126548
400137271,0.0591946309,4.3083397749,15.2578680134
400137271,0.0612013423,4.3205621713,15.3666062450
400137271,0.0632080537,4.3330971867,15.4783324345
400137271,0.0652147651,4.3447925819,15.5941210041
400137271,0.0672214765,4.3571195459,15.7124566258
400137271,0.0692281879,4.3694997505,15.8343266080
400137271,0.0712348993,4.3824424068,15.9596772819
400137271,0.0732416107,4.3951397390,16.0895357296
400137271,0.0752483221,4.4078842075,16.2238456945
400137271,0.0772550336,4.4208020823,16.3621579219
400137271,0.0792617450,4.4342812846,16.5042175778
400137271,0.0812684564,4.4477392324,16.6513553045
400137271,0.0832751678,4.4610303549,16.8040094029
400137271,0.0852818792,4.4751141113,16.9610564079
400137271,0.0872885906,4.4893880907,17.1241048860
400137271,0.0892953020,4.5035604782,17.2931571891
400137271,0.0913020134,4.5180594580,17.4684243016
400137271,0.0933087248,4.5322456472,17.6500096943
400137271,0.0953154362,4.5469302870,17.8378795306
400137271,0.0973221477,4.5615266914,18.0326464631
400137271,0.0993288591,4.5761627938,18.2345679492
400137271,0.1013355705,4.5906946507,18.4447748570
400137271,0.1033422819,4.6060093816,18.6627574466
400137271,0.1053489933,4.6218343718,18.8901434994
400137271,0.1073557047,4.6373577673,19.1276652865
400137271,0.1093624161,4.6534953820,19.3749955024
400137271,0.1113691275,4.6701563153,19.6338078241
400137271,0.1133758389,4.6863755859,19.9047080241
400137271,0.1153825503,4.7030346468,20.1873900946
400137271,0.1173892617,4.7190339832,20.4841086082
400137271,0.1193959732,4.7363397850,20.7947474249
400137271,0.1214026846,4.7535272384,21.1216141324
400137271,0.1234093960,4.7704206782,21.4656342796
400137271,0.1254161074,4.7875889070,21.8274428898
400137271,0.1274228188,4.8060683980,22.2087326518
400137271,0.1294295302,4.8241651791,22.6113993521
400137271,0.1314362416,4.8425122833,23.0376859092
400137271,0.1334429530,4.8607207510,23.4885409725
400137271,0.1354496644,4.8803587210,23.9664084363
400137271,0.1374563758,4.8992608758,24.4747955873
400137271,0.1394630872,4.9181238668,25.0172187306
400137271,0.1414697987,4.9375752757,25.5958253287
400137271,0.1434765101,4.9571478563,26.2137995760
400137271,0.1454832215,4.9767818506,26.8766876569
400137271,0.1474899329,4.9983138862,27.5909087106
400137271,0.1494966443,5.0196080980,28.3602716678
400137271,0.1515033557,5.0394835254,29.1891323865
400137271,0.1535100671,5.0618816597,30.0906834523
400137271,0.1555167785,5.0819269954,31.0730281202
400137271,0.1575234899,5.1049750942,32.1483802653
400137271,0.1595302013,5.1268340756,33.3279748616
400137271,0.1615369128,5.1506939187,34.6356690543
400137271,0.1635436242,5.1730527799,36.0872296942
400137271,0.1655503356,5.1956675725,37.7063901163
400137271,0.1675570470,5.2187020207,39.5174160352
400137271,0.1695637584,5.2416011986,41.5729733595
400137271,0.1715704698,5.2670651596,43.8979916182
400137271,0.1735771812,5.2912478544,46.5696425711
400137271,0.1755838926,5.3153318918,49.6682060623
400137271,0.1775906040,5.3422281475,53.3188325841
400137271,0.1795973154,5.3688150524,57.6920614642
400137271,0.1816040268,5.3949252875,63.0222047882
400137271,0.1836107383,5.4203167729,69.6157775677
400137271,0.1856174497,5.4479443230,78.1641028626
400137271,0.1876241611,5.4776910875,89.4465458137
400137271,0.1896308725,5.5060982357,105.3979886788
400137271,0.1916375839,5.5338432928,129.0252567919
400137271,0.1936442953,5.5632467204,168.5584859931
400137271,0.1956510067,5.5920544459,243.7645014164
400137271,0.1976577181,5.6229900859,441.7141473112
400137271,0.1996644295,5.6536559596,3410.3750269757
400137271,0.2016711409,5.6755441431,62228.2561902891
400137271,0.2036778523,5.6971732756,134477.2073392113
400137271,0.2056845638,5.7202650953,204607.2571384997
400137271,0.2076912752,5.7395045388,272703.4132968268
400137271,0.2096979866,5.7636913384,338798.8003652569
400137271,0.2117046980,5.7849096008,403000.5230183501
400137271,0.2137114094,5.8054067197,465328.7833694372
400137271,0.2157181208,5.8294972276,525870.7711433673
400137271,0.2177248322,5.8541604753,584667.5095298651
400137271,0.2197315436,5.8736635509,641806.2980991332
400137271,0.2217382550,5.9005793214,697302.5501463076
400137271,0.2237449664,5.9229114007,751181.3903597186
400137271,0.2257516779,5.9477182032,803598.5557952313
400137271,0.2277583893,5.9747812262,854504.5585790222
400137271,0.2297651007,5.9988725340,904019.9344224996
400137271,0.2317718121,6.0254337797,952153.7088164859
400137271,0.2337785235,6.0522287922,998985.8664596049
400137271,0.2357852349,6.0787617532,1044448.9164959816
400137271,0.2377919463,6.1069882000,1088704.8871206716
400137271,0.2397986577,6.1343487988,1131735.0806026161
400137271,0.2418053691,6.1637396317,1173574.5793222918
400137271,0.2438120805,6.1933256353,1214195.3002900379
400137271,0.2458187919,6.2211381965,1253779.1063277686
400137271,0.2478255034,6.2530076182,1292220.8962944739
400137271,0.2498322148,6.2822348684,1329620.9980493514
400137271,0.2518389262,6.3133825092,1366001.0457974367
400137271,0.2538456376,6.3448697131,1401381.8453108002
400137271,0.2558523490,6.3764699598,1435892.3926576027
400137271,0.2578590604,6.4110637379,1469476.9150860226
400137271,0.2598657718,6.4438886183,1502050.4879701317
400137271,0.2618724832,6.4781855712,1533787.0168745597
400137271,0.2638791946,6.5129472293,1564657.0594917429
400137271,0.2658859060,6.5469974833,1594703.8814437245
400137271,0.2678926174,6.5841557939,1623961.7050898129
400137271,0.2698993289,6.6240272553,1652436.8063658942
400137271,0.2719060403,6.6606477938,1680105.0083694120
400137271,0.2739127517,6.6987762267,1707068.8969928944
400137271,0.2759194631,6.7375672697,1733259.1734338114
400137271,0.2779261745,6.7764498260,1758800.5015918084
400137271,0.2799328859,6.8173469691,1783694.2519936266
400137271,0.2819395973,6.8586756037,1807922.9476664125
400137271,0.2839463087,6.9025079341,1831445.2689089435
400137271,0.2859530201,6.9443291241,1854339.2456991870
400137271,0.2879597315,6.9867755209,1876670.5323938988
400137271,0.2899664430,7.0353270313,1898373.3493952353
400137271,0.2919731544,7.0803403243,1919531.5834333815
400137271,0.2939798658,7.1270698266,1940156.2035931521
400137271,0.2959865772,7.1733456991,1960211.9827800575
400137271,0.2979932886,7.2235186898,1979707.9433456326
400137271,0.3000000000,7.2750301801,1998754.7840961632

