Seed,arrival rate,"(Good)","(Bad)"
400137271,0.0010000000,11.0494433155,20.0506482388
400137271,0.0234285714,12.4567229202,21.6114977998
400137271,0.0458571429,14.9024389617,24.5861440028
400137271,0.0682857143,20.9251925278,31.7005998222
400137271,0.0907142857,58.3722627589,71.1023359856
400137271,0.1131428571,1742055.5522652897,1741764.7642768568
400137271,0.1355714286,3935583.8016406903,3934919.9426903198
400137271,0.1580000000,5506389.5218688576,5505463.9458979424
400137271,0.1804285714,6686656.1670198021,6685562.2145875022
400137271,0.2028571429,7554779.6181285568,7655808.9986846866
400137271,0.2252857143,7947240.7288674777,8735381.8907605894
400137271,0.2477142857,8300407.3471626285,9587695.5300407764
400137271,0.2701428571,8620385.3563521896,10272777.8660274930
400137271,0.2925714286,8911081.6742837820,10833104.6014250293
400137271,0.3150000000,9175386.7070399914,11299597.8262687661
400137271,0.3374285714,9418611.7436440066,11689285.4163748845
400137271,0.3598571429,9641861.7775946017,12020534.2721882127
400137271,0.3822857143,9848086.8007156774,12303506.5141478702
400137271,0.4047142857,10039656.8278320897,12546011.5579874702
400137271,0.4271428571,10217926.8549109157,12755525.0553792994
400137271,0.4495714286,10383461.8780175894,12939627.4882770609
400137271,0.4720000000,10537506.9015856199,13102699.0776557140
400137271,0.4944285714,10681551.9185641110,13247106.9079311639
400137271,0.5168571429,10816921.9405811746,13374439.1836423650
400137271,0.5392857143,10944106.9608316347,13487994.5780812390
400137271,0.5617142857,11063706.9797931872,13590088.8533576354
400137271,0.5841428571,11176426.9970020205,13682122.1932319179
400137271,0.6065714286,11282642.0170572065,13766128.6927183867
400137271,0.6290000000,11383502.0356459450,13840855.2398452330
400137271,0.6514285714,11478672.0558925569,13910214.7025140189
400137271,0.6738571429,11568767.0741574913,13974302.2398626432
400137271,0.6962857143,11654467.0912169497,14032572.9241806623
400137271,0.7187142857,11736117.1100240760,14085510.6253626160
400137271,0.7411428571,11814122.1311843283,14133128.7631167769
400137271,0.7635714286,11888122.1479443703,14178641.8875510823
400137271,0.7860000000,11958907.1654241700,14220037.9979669061
400137271,0.8084285714,12026292.1900442522,14259555.5611431990
400137271,0.8308571429,12090897.2109934911,14295536.3702667262
400137271,0.8532857143,12152842.2291083187,14328549.4780690297
400137271,0.8757142857,12212297.2516347561,14358802.4209719095
400137271,0.8981428571,12269327.2718157209,14386963.4685752224
400137271,0.9205714286,12323982.2969598267,14413733.6981855016
400137271,0.9430000000,12376267.3165537454,14440008.3342569023
400137271,0.9654285714,12426782.3430380933,14463334.9672757387
400137271,0.9878571429,12475477.3634697367,14484706.9154823944
400137271,1.0102857143,12522152.3904841151,14506007.7473129854
400137271,1.0327142857,12567197.4179129209,14525669.3435504027
400137271,1.0551428571,12610667.4461952783,14543990.0566481724
400137271,1.0775714286,12652597.4708739892,14561352.1462268997
400137271,1.1000000000,12693112.5017633475,14577543.5897012409

